User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Avi Bueno,@Avi_Bueno,2020-02-05T23:49:25.000Z,lol what do these even meanlol what do these even mean,12,6,122
Peter Brodersen,@peterbrodersen,2020-02-05T23:58:49.000Z,Stealthy means that Mitt Romney is LITERALLY invisible! You can't see him!,,,2
Tricia Flanagan (R-NJ),@NewDayForNJ,2020-02-05T21:44:57.000Z,"Our great President, Donald J. Trump is ACQUITTED!!!!!

Impeachment is DONE!!!

Congratulations, Mr. President 
@realDonaldTrump",481,1.1K,3.8K
LOCK THEM UP~~LOCK THEM UP!!!!,@DanBoland4,2020-02-05T23:59:36.000Z,He's still IMPEACHED dummy,,1,9
Mendocino Bill,@BillMendocino,2020-02-05T23:55:11.000Z,Which Walmart did you get those teeth from?  My horse needs some and those look perfect.Which Walmart did you get those teeth from?  My horse needs some and those look perfect.,2,,16
*you're,@RKJ65,2020-02-05T23:59:32.000Z,"LOL, I just tweeted about his teeth, too",2,,6
Dawkins Dog,@DawkinsDog,2020-02-05T23:58:15.000Z,"Maybe 
@MittRomney
 should run against 
@realDonaldTrump
 as Republican candidate.

Though this won't be easy with the cowards in the 
@GOP
 cancelling primaries so he doesn't have to, ya know, actually debate anybody.

Given the public support for evidence, Mitt may well have done OK.",,,2
William D. Adler,@williamadler78,2020-02-05T23:59:27.000Z,U mad broU mad bro,,,5
"Northstar
Dreamer",@northstardreamr,2020-02-05T23:57:45.000Z,"It is cynical to think that Senator Romney did not decide based on the merits & in my opinion, this assessment takes away from the courage he displayed & his respect for the Constitution and the rule of law.It is cynical to think that Senator Romney did not decide based on the merits & in my opinion, this assessment takes away from the courage he displayed & his respect for the Constitution and the rule of law.",1,,2
Bruce Lindner,@LukaBrazzi,2020-02-05T23:59:40.000Z,"Oh, I take him at his word. I truly believe he voted his conscience. But he HAD to get more than a little satisfaction from knowing he was sticking it to the fat prick who scammed him.",1,,4
Paul Rosenberger,@DrRosenRosen19,2020-02-06T22:40:30.000Z,YEAH!! WE KNOW!!YEAH!! WE KNOW!!,112,57,443
Lisa Valdes,@keepblooming247,2020-02-06T23:55:41.000Z,"Beautiful pictures! You are blessed to still have your dad. 
@IvankaTrump",1,,19
Billy Long,@auctnr1,2020-02-05T03:59:00.000Z,"I went up to  
@SpeakerPelosi
 as she was showing off her ripped up speech to the gallery and I said you should auction that off for charity. She said no I'm keeping it for prosperity. I said no auction it for charity. That's what I'm doing w/the tie 
@realDonaldTrump
 signed tonight",266,572,3.3K
Julia Lopez,@JuliaLo54009267,2020-02-06T23:55:50.000Z,"Nancy doesn't give up even when the majority says no. Is it the alcohol that been said , or dementia?",1,3,9
Lizzie,@Snowbunnyliz,2020-02-06T23:58:59.000Z,Thank you for sharing thisThank you for sharing this,,,3
Family Research Council,@FRCdc,2020-02-06T20:52:02.000Z,"LISTEN 
@Franklin_Graham
 shares how President 
@realDonaldTrump
's efforts to defend religious liberty at home is helping to defend persecuted believers and promote religious freedom overseas. #religiousfreedom https://soundcloud.com/family-research-council/franklin-graham-on-president-trumps-defense-of-religious-liberty-and-help-of-persecuted-believers¶",116,125,638
x,@jaybyrdbird,2020-02-06T23:59:56.000Z,He's not defending religious freedom.  He's spitting on the constitution by supporting the idea of a state religion,,1,12
Charles Watson Sr,@CharlesWatsonSr,2020-02-06T23:59:31.000Z,It'll be expunged when the republicans take back the house in November.It'll be expunged when the republicans take back the house in November.,,,7
Ivanka Trump,@IvankaTrump,2020-02-06T22:32:17.000Z,"Love you, Dad! ",4.4K,7.2K,68.6K
Push Past Paralysis,@MarissaMeleske,2020-02-06T23:57:53.000Z,"When he hugged you & 
@FLOTUS
 I felt the weight that this whole thing caused on your family. Totally unnecessary & the swamp should be ashamed. They have no self awareness though, so they won't be. But we the people stand with you! Even those of us who are disabled & don't stand!",3,3,10
Mike Green,@amikegreen2,2020-02-06T21:42:06.000Z,"About #MittRomney:
Casting one legit vote against a tyrannical despot is a historic (low cost) *opportunity*
Mitt fell back in line w/sycophantic GOP on Article II.
Mitt is independently wealthy w/5 yrs left in term
Mitt is protected by Mormon community
Mitt will still vote w/GOPAbout #MittRomney:
Casting one legit vote against a tyrannical despot is a historic (low cost) *opportunity*
Mitt fell back in line w/sycophantic GOP on Article II.
Mitt is independently wealthy w/5 yrs left in term
Mitt is protected by Mormon community
Mitt will still vote w/GOP",1,,1
Mandy Kilpatrick,@MandyKilpatric4,2020-02-06T23:58:14.000Z,"The state of Utah did not vote for Trump for President.  They voted for Evan McGregor, a decent human.  They do not like Trump, they are much different from the crazy Evangelicals. I live in Mormon country, in Montana.",1,1,5
EightySix45,@EightySix45,2020-02-06T23:56:01.000Z,I'm sure you will use it as a person vendetta to hurt anyone who crosses you.I'm sure you will use it as a person vendetta to hurt anyone who crosses you.,,,3
Kenny_ANTI_gop,@Hope012015,2020-02-06T23:41:52.000Z,"Trump seeks delay in defamation suit from woman who says he raped her 20 years agoTrump seeks delay in defamation suit from woman who says he raped her 20 years ago
President Trump's lawyers are trying to delay an advice columnist's defamation suit against him until New York's highest court rules on a similar suit from an Apprenticeù contestant.
nydailynews.com",54,112,86
Keith Merriweather,@the501Keith,2020-02-06T23:58:03.000Z,"Come on 
@realDonaldTrump
 get this over with too, give the sample so it will totally exonerate you, after all u dont even know who she is!",1,2,2
jessica,@two_plus_twins,2020-02-06T23:44:09.000Z,"Some of us don't make $174,000 a year with amazing health benefits 
@chiproytx
  some of us barely make enough to pay our bills despite working numerous jobs and having children at home to care for and unable to pay for college because it costs tens of thousands of dollarsSome of us don't make $174,000 a year with amazing health benefits 
@chiproytx
  some of us barely make enough to pay our bills despite working numerous jobs and having children at home to care for and unable to pay for college because it costs tens of thousands of dollars",2,,4
Chip Roy,@chiproytx,2020-02-06T23:56:37.000Z,I'm on Obamacare.  My benefits were better when I was paying a monthly bill in the private market 20 years ago while in law school.,5,3,29
akla,@netakla1,2020-02-06T23:57:10.000Z,Dear God my father never loved meù this way.  Eeeewwww.Dear God my father never loved meù this way.  Eeeewwww.,4,1,11
Silver Eagle,@SandDollar04,2020-02-06T23:32:06.000Z,"Funny - few years ago 
@DonaldJTrumpJr
 wouldn't even speak to his father 
@realdonaldtrump
. Now he claims to fight with him - or does he just want money for nothing???Funny - few years ago 
@DonaldJTrumpJr
 wouldn't even speak to his father 
@realdonaldtrump
. Now he claims to fight with him - or does he just want money for nothing???",3,6,44
ElizaSudd,@ElizaSudd,2020-02-06T23:57:50.000Z,"My theory? His honey wants to be First Lady of something in the worst possible way. Remember when she was married to Gavin Newsome? I think she thinks she can get DontheConJr. elected, oh excuse, me, appointed as part of our new hereditary monarchy.",1,3,27
Sassy Popeye,@TrumpCokeHabit,2020-02-06T23:57:00.000Z,"I'd love to see ANY evidence disproving Russian conspiracies - guessing #AgolfTwitler refused to testify for and Obstructed the investigation not to block EXCULPATORY evidence, but rather quite the opposite. ",2,,4
Rebecca,@Rebecca_J903,2020-02-06T23:18:55.000Z,Unfortunately some people do believe his BSUnfortunately some people do believe his BS,13,2,76
Ann Bailey,@Bailey2Annie1,2020-02-06T23:59:12.000Z,That's the scary part!,,,3
Anette Pelletier,@AnettePelletier,2020-02-06T23:54:17.000Z,"LOL!!!!! That's cute! The House has passed close to 400 bipartisan bills that are dying a slow death on #MoscowMitch s desk. Democrats are not the problem, your party is, in more than one way..... Wake up, stop spilling over the Kool Aid and do your job.LOL!!!!! That's cute! The House has passed close to 400 bipartisan bills that are dying a slow death on #MoscowMitch s desk. Democrats are not the problem, your party is, in more than one way..... Wake up, stop spilling over the Kool Aid and do your job.",1,,1
Burls,@mcburls,2020-02-06T23:57:13.000Z,"I hate when they pull that old, ""if the Dems would quit wasting time and do their legislative jobs"" crap.",2,,5
browncarol,@browncarol,2020-02-06T23:58:16.000Z,Looking for more publicity? But it was fine for Trump to refuse to shake Rep. Pelosi's hand.? You tool!Looking for more publicity? But it was fine for Trump to refuse to shake Rep. Pelosi's hand.? You tool!,,,
RealDavid,@RealDav78083061,2020-02-06T22:47:12.000Z,"The ""free stuff"" you mentioned are also paid for by taxes.  And sorry, but you only pay a fraction of the overhead of the public services that you mentioned.  Based on your reasoning, the share you don't pay must be free.  Or is it paid for by taxes?  So confusing...The ""free stuff"" you mentioned are also paid for by taxes.  And sorry, but you only pay a fraction of the overhead of the public services that you mentioned.  Based on your reasoning, the share you don't pay must be free.  Or is it paid for by taxes?  So confusing...",1,,
Kooka,@Kooka03,2020-02-06T23:59:01.000Z,"As I mentioned we know it's paid in taxes. 
Unfortunately many don't understand that and seem to think only others will be paying for their free stuff",,,1
Anette Pelletier,@AnettePelletier,2020-02-06T23:58:50.000Z,Right? They have been wasting so much time on judges and other stuff that they haven't put a bill out on the floor for votes for a very long time. Hypocrites.Right? They have been wasting so much time on judges and other stuff that they haven't put a bill out on the floor for votes for a very long time. Hypocrites.,,,2
Chip,@LiRM35,2020-02-06T23:27:38.000Z,And forever acquittedAnd forever acquitted,15,1,6
Electric Coleslaw,@AlanMiroslaw,2020-02-06T23:57:25.000Z,Yet still impeached and his crimes ignored by the party members whose heads he threatened to be put on a pike.,,,1
The Moosinator,@Ion_Simsinator,2020-02-06T23:57:58.000Z,And still impeached for life.And still impeached for life.,16,,7
Devin Nunes,@DevinNunes,2020-02-06T20:09:47.000Z,"Great to attend today's celebration at the White House with ‚Å¶
@realDonaldTrump
‚Å©",3.3K,6.3K,34K
Bonita Wills,@BonitaWills,2020-02-06T23:57:42.000Z,When the president started talking I knew he was referring to you. thank you for all you've done to unravel the truth,2,,6
"Sally Deal
Pro-Science/Media Sources Matter",@SallyDeal4,2020-02-05T23:47:48.000Z,"#RomneyIsMyHero
He stands for: 
All those GOP who haven't sold their souls.
Americans who believe in TRUTH & FACTS.
Americans who believe in the process of oversight that our Constitution provided.
#CountryOverParty 

#ImpeachedAndNotExonerated#RomneyIsMyHero
He stands for: 
All those GOP who haven't sold their souls.
Americans who believe in TRUTH & FACTS.
Americans who believe in the process of oversight that our Constitution provided.
#CountryOverParty 

#ImpeachedAndNotExonerated",81,371,1.6K
Rulon James Downard,@RJDownard,2020-02-06T23:56:04.000Z,"Romney appears to be the last actual Republican, bearer of the spirit of Abraham Lincoln, capable of applying conscience (& even faith) to confront a blatant abuse of power.  The rest are indeed only RINOs (Republicans in Name Only).  They are Trumpistas now, to their shame.",,,4
Hihi,@Hihiwiwi,2020-02-06T23:57:07.000Z,"I apologise for not mentioning the parties concerned in my initial tweet. That was rude. 
@cher
 @SpeakerPelosi
 @realDonaldTrumpQuote Tweet
Hihi
@Hihiwiwi
 ¬∑ Feb 6, 2020
Cher had a certain opinion on the State of the Union. Could not help but notice a resemblance... *Music from Twilightzone*",,,2
Isabel Oliveira,@IsabelO20183051,2020-02-06T23:57:05.000Z,Yes Langley call centreYes Langley call centre,,,6
Ying Ma,@GZtoGhetto,2020-02-06T23:57:10.000Z,".
@realDonaldTrump
 railed against Never Trumpers in the impeachment trials. But they're all over his admin. He appointed ""large numbers of people who subsequently brought in their friends, almost all of whom were opposed to Donald Trump and his agenda.ùTucker: An Iran war would destroy Trump's presidency
Tucker: We are moving toward confrontation with Iran. That should worry everybody, but it should especially concern the president's supporters. If President ...
youtube.com",,,
SandyD,@Sand628Sandy,2020-02-07T23:58:53.000Z,"We're firing you, Trump, in November 2020.  Enjoy your temper tantrum while you can, you vindictive, petty little tyrant. 
@POTUS
 
@realDonaldTrumpQuote Tweet
I AM Valerie & trump is still dangerous
@VJShordee444
 ¬∑ Feb 7, 2020
Trump Fires #GordonSondland Hours After Dismissing Impeachment Witness #AlexanderVindman

Emboldened by his victory and determined to strike back, trump fired Sondland, the ambassador to the European Union, after the WH earlier on Friday dismissed Vindman https://nytimes.com/2020/02/07/us/politics/alexander-vindman-gordon-sondland-fired.amp.html¶",,5,15
"Eugene Gu, MD",@eugenegu,2020-02-07T23:30:22.000Z,The forgotten men and women of America are forgotten NO LONGER when Trump comes after you for having pre-existing conditions and strips you of your healthcare and lets you die on the streets like abandoned animals.The forgotten men and women of America are forgotten NO LONGER when Trump comes after you for having pre-existing conditions and strips you of your healthcare and lets you die on the streets like abandoned animals.,90,180,1.2K
Eric Applebaum,@applebaum_eric,2020-02-07T23:56:17.000Z,"The only thing he built up is the deficit. Send the Space Force to find it.

And I guess he forgot our patriotic farmers Trump knifed in the back as farm bankruptcies skyrocket.

His Presidency is toast",1,,3
Debbie Wasserman Schultz,@DWStweets,2020-02-07T23:25:04.000Z,"Half a million dollars directly into the Trump family's pocket, all paid for by American taxpayers. 
@realDonaldTrump
 cannot be allowed to pad his bank accounts while he wastes his time at his own tacky resorts. https://washingtonpost.com/politics/secret-service-has-paid-rates-as-high-as-650-a-night-for-rooms-at-trumps-properties/2020/02/06/7f27a7c6-3ec5-11ea-8872-5df698785a4e_story.html¶",68,56,72
Frank D'Angelo,@Frankd06830,2020-02-07T23:55:30.000Z,Where is Awan? Where is your laptop? We need the server files? Do you still communicate with Awan? Just curious,,1,3
Bradley Scott,@Hoosiers1986,2020-02-07T23:29:25.000Z,"It's about damn time that a President put Americans first!

Thanks from someone in one of those rural communities! It's about damn time that a President put Americans first!

Thanks from someone in one of those rural communities! ",68,60,331
BearLea'sDad,@av8r4ual,2020-02-07T23:57:44.000Z,"So gullible, Brad. He's done nothing abroad and even less here.",,,10
DKC,@rubyshooz8,2020-02-07T23:56:04.000Z,"Precious!
 Decent Americans Love 
 All of the Trump family!

Ignore The Haters!",,,1
Kansas Joe,@joe_nocero,2020-02-07T23:57:09.000Z,"Wow! 
@CNNSitRoom
 is running around like a chicken with their head cut off! It's a Friday night massacre it's a Friday night massacre. Miss quoting statements with half truths! 
@CNN
 fake news tonight! 
@realDonaldTrump
 @marklevinshow
 @senatemajldr 
@GOP
 @Liz_Wheeler
 @FoxNews",,1,2
Good Pups Mask Up,@BeagleForPres,2020-02-07T23:56:27.000Z,"Hey, uh 
@GOP
 seeing the error of your ways yet?  
@realDonaldTrump
 is systematically eliminating everyone who testified against him.  Or has he still ""learned his lesson"" #SusanCollins ?",,3,5
Call*Me*ANON,@Tom17Anon,2020-02-07T23:58:40.000Z,"true, either way though its 5:5, thank you for reminding me about thattrue, either way though its 5:5, thank you for reminding me about that",1,,
Chris D. Jackson,@ChrisDJackson,2020-02-07T23:53:25.000Z,"Through the president's actions today, it is made abundantly clear once again that Democrats must nominate the person most capable of defeating 
@realDonaldTrump
 and winning down ballot races.

It's not Pete or Bernie. 
@JoeBiden
 is the only answer in the states that matter.",4,36,102
Kristine Kenyon,@kristine_kenyon,2020-02-07T23:57:46.000Z,"Trump risked *impeachment* to try and take down his strongest opponent. Joe Biden is the one who can coalesce voters across the country, in all states, every district, and beat Trump. Don't let Trump pick his opponent. Defend our own, and #StandwithBiden ",1,12,18
"Lola ""space cat"" joaquin",@lolalolajoaquin,2020-02-07T23:59:55.000Z,A million bucks for public humiliation.A million bucks for public humiliation.,,,2
"Eugene Gu, MD",@eugenegu,2020-02-07T22:10:07.000Z,I was not surprised but very disappointed when Trump fired Alexander Vindman today.I was not surprised but very disappointed when Trump fired Alexander Vindman today.,476,294,3.6K
Steven Thomas,@steventhomas333,2020-02-07T23:58:05.000Z,Yeah me too. He should have had him arrested and thrown in the brig.,,1,1
Darin Zoccali,@atTheTrack7,2020-02-07T23:55:15.000Z,"Testify and tell the truth, 
@realDonaldTrump
 fires you.
Testify and lie, 
@realDonaldTrump
 distances himself from you and you go to jail. This Presidency is a cancer that infects everything and everyone it comes into contact with.Quote Tweet
The New York Times
@nytimes
 ¬∑ Feb 7, 2020
Breaking News: President Trump fired a second prominent witness in the impeachment inquiry in just a matter of hours: Gordon Sondland, the E.U. ambassador https://nyti.ms/2ukpiSV",6,3,8
Aunt Tifa's favorite nephew,@ResisterDude,2020-02-07T23:47:46.000Z,"Senators 
@SenRonJohnson
 and 
@ChuckGrassley
 have requested & received Hunter Biden's private tax information from 
@stevenmnuchin1
 without a subpoena. Does that mean when Dems take over the Senate and WH next year, they can ask the new treasury secretary tax info on trump family?",6,7,22
NonYourBiz - #DefendOurDemocracy,@NonYourBiz4,2020-02-07T23:58:49.000Z,"And where are 
@realDonaldTrump
's Tax Returns??? 
This 
@WhiteHouse
 Administration is absolutely corrupt!
Come Nov 2020 we need to overthrow this #ThugMobsterPresident, his appointees, the complicit Republican Party
#VoteBlueToSaveAmerica 
#DefendOurDemocracy 
#VoteBlueNoMatterWho!",1,1,3
valk.7.1,@brendajlopez,2020-02-07T23:57:31.000Z,He is not really even from Utah is he?  How do you connect with the people when you barely live in the state?He is not really even from Utah is he?  How do you connect with the people when you barely live in the state?,,1,2
Linda Lewis,@snowball1926,2020-02-07T23:57:51.000Z,"Your fired! Fire all those traitors! Keep going!  
@realDonaldTrumpYour fired! Fire all those traitors! Keep going!  
@realDonaldTrump",,,6
Lamar Alexander,@SenAlexander,2020-02-07T19:05:26.000Z,"READ about the #coronavirus prevention steps the U.S. government is taking to protect you. 

https://foxnews.com/opinion/coronavirus-prevention-steps-the-u-s-government-is-taking-to-protect-you-sen-alexander-and-sen-burr¶ 
@SenatorBurr
 @realDonaldTrumpSen. Alexander & Sen. Burr: Coronavirus prevention steps the U.S. government is taking to protect...
Congress and the federal government have been vigilant in identifying gaps in its readiness efforts and improving its response capabilities.
foxnews.com",283,22,48
Michelle Simmons,@MamaSimmons,2020-02-07T23:57:12.000Z,"Will you step in and defend Vindman, Senators? 

You own this. Shame on you. #Cult45",,1,7
jose deraney,@josederaney,2020-02-07T23:09:39.000Z,"Good gosh, you are too far gone for any help.  The last person Putin wants as President is Trump.  A person with reason would come to the conclusion that Russia wants an America with a weak military & economy & dependent on oil.  That's any Democrat.  Pick one.Good gosh, you are too far gone for any help.  The last person Putin wants as President is Trump.  A person with reason would come to the conclusion that Russia wants an America with a weak military & economy & dependent on oil.  That's any Democrat.  Pick one.",2,,
Angela Oehley,@angela_oehley,2020-02-07T23:59:50.000Z,That would be Trump it was proven Russia interfered with our election & he's Putin's Guy you really need to watch other channels other than FOX,,,3
Just Me Here 4 A Better Tomorrow,@AshleyW838,2020-02-07T22:53:23.000Z,"I absolutely agree w/Mr Harris here!

  
ùIt's Our Time Now!ù
All Republicans in Congress, in the White House, & those in political seats all across Americaîit is time for us to stop playing Defense & #GoOnTheOffense
#InvestigateTheCorruptedDemoRats0:46
20.8K views
From 
David J Harris Jr",11,69,79
concern4america,@raknouk,2020-02-07T23:56:29.000Z,"@realDonaldTrump
 That is exactly , what I been saying, for long long time.. no more playing nice and hope Democ-rats understand.",,,2
Vote Forrest Baker 2024,@baker_forrest,2020-02-07T23:55:59.000Z,"And you've done what for the country, exactly?  Where's your combat experience?  Where's your Purple Heart?And you've done what for the country, exactly?  Where's your combat experience?  Where's your Purple Heart?",2,,2
The Sacred Geometry of Energy,@EthanIndigo,2020-02-07T23:59:08.000Z,"Have you ever really considered the psychological effects of the Santa Claus story and Holidays in general? A Holiday Hazing, Santa Clause Syndrome is a presentation of one of the most devastating psychological afflictions Free Ebook todayHave you ever really considered the psychological effects of the Santa Claus story and Holidays in general? A Holiday Hazing, Santa Clause Syndrome is a presentation of one of the most devastating psychological afflictions Free Ebook today",1,1,1
Nelly Tells,@NellyTells,2020-02-07T23:57:01.000Z,"Murdoch refers to a video showing civilians murdered in cold blood, including journalists, the injured & rescuers not as a war crime but more flippantly as 
@wikileaks
 glory days, whilst mentioning at a later point only alleged' military abuses'.  I find this disturbing.Murdoch refers to a video showing civilians murdered in cold blood, including journalists, the injured & rescuers not as a war crime but more flippantly as 
@wikileaks
 glory days, whilst mentioning at a later point only alleged' military abuses'.  I find this disturbing.",1,2,4
Xavier Ruiz,@the_kodiris,2020-02-07T23:48:14.000Z,Man I don't like trump as much as the next guy but at least insult him correctly. Medal of freedom not Medal of HonorMan I don't like trump as much as the next guy but at least insult him correctly. Medal of freedom not Medal of Honor,1,,4
It's Just Me,@starsat_night,2020-02-07T23:55:28.000Z,Just as bad,1,,6
Sean Collins-Smith,@SeanTwoNames,2020-02-07T23:57:02.000Z,"First Lt. Col. Vindman, then his twin brother, now Gordon Sondland. Is it fair to call this the #FridayMassacre? #VindmanDeservesBetter 
@realDonaldTrumpQuote Tweet
The New York Times
@nytimes
 ¬∑ Feb 7, 2020
Breaking News: President Trump fired a second prominent witness in the impeachment inquiry in just a matter of hours: Gordon Sondland, the E.U. ambassador https://nyti.ms/2ukpiSV",1,,5
patricia milner,@p_milner,2020-02-07T23:54:45.000Z,Your the one who is a clown. She had the original copy of the speech which is suppose to go in the archives.  The state of the union is suspose to have civility and decorum.  It different expectations the rallies or individual actionsYour the one who is a clown. She had the original copy of the speech which is suppose to go in the archives.  The state of the union is suspose to have civility and decorum.  It different expectations the rallies or individual actions,1,,
JRehling,@JRehling,2020-02-07T23:58:44.000Z,"""Your the"" is my idiot detector and you just set it off.",,,3
Adam Cohen Lawyers for Good Government #DemCast,,2020-02-07T23:01:17.000Z,"Gone

Marie Yovanovitch
Bill Taylor
Fiona Hill
Alexander Vindman
John Bolton
Jennifer Williams

Attacked
@RepAdamSchiff
@SpeakerPelosi
@MittRomney
@Sen_JoeManchin
I'm almost waiting for 
@realDonaldTrump
 to utter ""leave  the gun; take the cannoli""

#impeachment
#TrumpCorruption https://twitter.com/AliVelshi/status/1225885305196204032¶This Tweet is unavailable.",16,204,248
"Bex Lam, PharmD",@AryaKicksButt,2020-02-07T23:56:11.000Z,And now Sondland,,,6
NotTheMacAnon,@NotTheMacAnon1,2020-02-07T23:59:51.000Z,Thank you too! Great comments!Thank you too! Great comments!,2,,2
Cyn D Baby,@CynDBaby1,2020-02-08T19:04:36.000Z,"It's not that he is not going to debate, it's that he doesn't have the capacity or capability to debate. 
@realDonaldTrumpIt's not that he is not going to debate, it's that he doesn't have the capacity or capability to debate. 
@realDonaldTrump",9,54,324
Jeanne Brennan,@jeanneenabottle,2020-02-08T23:57:47.000Z,Exactly #Presidementia,,2,32
Kayleigh McEnany,@kayleighmcenany,2020-02-07T14:08:10.000Z,".‚Å¶
@TeamTrump
‚Å© is coming to Colorado for an ‚Å¶
@realDonaldTrump
‚Å© rally! 

Join us on Feb. 20th! ",676,2.6K,10K
"God Wins
#PeaceElf",@GPeaceelf,2020-02-08T23:57:04.000Z,"Awe California, I pray he can make it happen
 #MakeCaliforniaGreatAgain #TheMidasTouch #Trump2020KAG",,,4
Kayleigh McEnany,@kayleighmcenany,2020-02-08T02:56:48.000Z,"These Dems are TALKING about what they would do for the black community, but look at what 
@realDonaldTrump
 has actually DONE:
 RECORD low black unemployment
 RECORD low black poverty 
 RECORD level increase in funding for HBCUs

ACTIONS not talk!

#DemDebate",1.1K,4.1K,17.5K
Mary Eileen Gardner,@MaryEileenGard3,2020-02-08T23:59:41.000Z,They haven't done anything for the Black Community for Decades. They just made promises they never kept. After election night the voters were forgotten.,,3,8
Kayleigh McEnany,@kayleighmcenany,2020-02-08T03:20:23.000Z,"#DemDebate moderator: What will you do about child poverty?

Elect 
@realDonaldTrump
 should be the answer because...

Almost 650,000 children raised by single moms have risen out of poverty under his leadership!",805,3.2K,14.4K
lost_grrl,@lost_grrl,2020-02-08T23:59:58.000Z,Kicking people off food stamps isn't the same thing as lifting them out of poverty. They're still poor but now they're hungry too.,1,2,28
American Sanity,@NOCRAZYALLOWED,2020-02-08T23:58:36.000Z,"Magats trying to act like he doesn't wear makeup and spray tan, are only proving just how far in denial they actually are. 

#HandsOverEarsLaLaLaLaLaMagats trying to act like he doesn't wear makeup and spray tan, are only proving just how far in denial they actually are. 

#HandsOverEarsLaLaLaLaLa",,,7
Josh Jordan,@NumbersMuncher,2020-02-08T21:27:24.000Z,It's real... unless Getty is a fake photo service now.It's real... unless Getty is a fake photo service now.,1K,3.8K,17.5K
Shawn Ferguson jr,@upinthepocket,2020-02-08T23:58:22.000Z,Who cares the most powerful man in the world tans...alot of people do it..also if he uses makeup so do actors,3,,2
MatthewJshow,@MatthewJshow,2020-02-08T20:38:48.000Z,BEST FIRST LADY EVER!BEST FIRST LADY EVER!,194,69,744
Annie Walker,@AnnieWa54695689,2020-02-08T23:57:19.000Z,"That is the truth. 
@FLOTUS
 is the most beautiful and gracious first lady we have ever had, and she is married to the only President 
@POTUS
 who ever put America and Americans first",7,,1
GQP TRAITORS,@Patriciamoffat5,2020-02-08T23:58:42.000Z,"GET OUT OF THE PEOPLE'S HOUSE
It's way past time
#OrangeFace 
#ImpeachedForLifeGET OUT OF THE PEOPLE'S HOUSE
It's way past time
#OrangeFace 
#ImpeachedForLife",,1,7
MsAmericanPi,@MzAmericanPie,2020-02-08T23:58:45.000Z,I love how the Left goes completely crickets when this fact is pointed out to them.,2,,3
Bradley Scott,@Hoosiers1986,2020-02-08T19:28:00.000Z,"Thank God for our President 
@realDonaldTrump
!! Every other nation should be jealous because President Trump is doing a great job!! Thank God for our President 
@realDonaldTrump
!! Every other nation should be jealous because President Trump is doing a great job!! ",78,133,1K
David Bowley,@DBowley,2020-02-08T23:58:50.000Z,"No other country is jealous. The UK is pretty screwed at the moment but I always look at Trump and think We could be doing worseù. He's an embarrassment to America. You were respected as a super power with Obama at the helm, now the world as one laughs at you.",3,2,17
Wes Holmes,@WesHolmes10,2020-02-08T23:58:25.000Z,"Honestly, who the hell cares about loyalty to a commander in chief as opposed to the Constitution??? Rule of Law, not Rule of Men.Honestly, who the hell cares about loyalty to a commander in chief as opposed to the Constitution??? Rule of Law, not Rule of Men.",1,,17
VOX BELLATOR,@VoxMiguelVox,2020-02-08T23:59:44.000Z,"@realDonaldTrump
 In Spain, the Spanish patriots of VOX are fighting to save our country from the madness and unreasonableness of socialism and communism. We need someone like you, Mr. President of the United States.",1,2,1
Rick Scott,@ScottforFlorida,2020-02-07T23:58:16.000Z,"Looking forward to joining 
@TeamTrump
 in New Hampshire next week! 

The message is simple: it's optimism vs. socialism. America is on the move under 
@realDonaldTrump
's leadership. We can't let the Democrats take us backwards!Quote Tweet
Kayleigh McEnany
@kayleighmcenany
 ¬∑ Feb 7, 2020
.@TeamTrump Announces Top @realDonaldTrump Surrogates for New Hampshire Primary! ",585,2.5K,11.6K
Dave Stein,@davestei,2020-02-08T23:57:53.000Z,You are complicit. Can you explain the Medicare problem in Florida that you had?,,2,1
Sachi Grace,@sachigracen,2020-02-08T23:57:31.000Z,"Little, grudge-holding #OrangeFace.Little, grudge-holding #OrangeFace.",,1,5
RobWilJas,@robwiljas,2020-02-08T23:40:06.000Z,"You apparently know nothing of God or His Will.

You call Trump the biggest sinner ever in the Whitehouse. You're judging him even though you don't know what's in his heart or what was in others. 

That's called hypocrisy and Jesus warned us about it.You apparently know nothing of God or His Will.

You call Trump the biggest sinner ever in the Whitehouse. You're judging him even though you don't know what's in his heart or what was in others. 

That's called hypocrisy and Jesus warned us about it.",4,,6
Redshift,@theredshift11,2020-02-08T23:57:18.000Z,I don't need to see what's in his heart. I can see his actions. Why aren't you Christians pissed off about his 17000 lies? Why aren't you pissed off about him putting innocent children in jail and separating them from their parents? You guys are hypocrites.,3,,3
Holly Lee,@LeeHolly81,2020-02-08T19:15:47.000Z,"The black and white version of the photo is even worse... #DirtyDon 

Photographed by William Moon https://pic.twitter.com/qgiBLYMJONThe black and white version of the photo is even worse... #DirtyDon 

Photographed by William Moon https://pic.twitter.com/qgiBLYMJON",45,140,791
Get Smart America,@get_america,2020-02-08T23:58:05.000Z,I see the devil,,,11
Nancy Heifferon,@nancyheifferon,2020-02-08T23:44:47.000Z,"The oath is to Constitution, not the person. There is also an obligation not to follow illegal orders.The oath is to Constitution, not the person. There is also an obligation not to follow illegal orders.",8,13,112
Morrigoon,@Morrigoon,2020-02-08T23:57:58.000Z,Underrated tweet.,,,10
