User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Christy P,@Christy8132,2020-08-26T23:56:40.000Z,Yes Kamala will be on CNN shortlyYes Kamala will be on CNN shortly,2,,2
MarieAnne,@MAGA2ARIGHTS,2020-08-26T23:55:07.000Z,Choice is clearChoice is clear,,2,
Marco Rubio,@marcorubio,2020-08-26T11:19:54.000Z,"Sometimes a way seems right,but the end of it leads to death

Proverbs 16:25",5.1K,974,2.6K
Fabian,@biancardi1,2020-08-26T23:57:33.000Z,"Yeah, like 200,000 largely preventable deaths. Does this mean you've come to your senses and will stop coddling the dangerous imbecile 
@realDonaldTrump
? It's what real conservatives are finally doing.",,,1
"9:29
Is Chauvin GUILTY",@IndictPOTUS45,2020-08-26T23:59:40.000Z,"Can you say #RussianAsset
@realDonaldTrump
 @WhiteHouse
 @GOP
 @SenateGOP
 @HouseGOP
 #RNCConvention2020 #GOP VOTE4 
@JoeBiden
 @KamalaHarris
 @SenateDems
 @HouseDemocrats
 #VOTE #Biden2020 

#Kenosha #CancelTheRNC",,1,1
Dr. Jack Brown,@DrGJackBrown,2020-08-26T23:46:25.000Z,"1/ THREAD:  After #Melania's speech in the 'Rose Garden' last night, Donald Trump walked up on stage and they 'kissed' each other twice. 

#BodyLanguageExpert #BodyLanguage #EmotionalIntelligence",125,226,645
"Suse: It's April 16, 2021 & it's still 2020",@dalvajulia,2020-08-26T23:57:29.000Z," I knew #Melanie (aka 
@FLOTUS
) hated 
@realDonaldTrump
 (aka 
@POTUS
) but didn't know he hates her as well. 

So the whole #FirstFamilyTrumps all #HateEachOther, no wonder they want to continue to #MurderAmericans w #COVID19",1,4,7
Matt Gaetz,@mattgaetz,2020-08-26T20:34:56.000Z,"I'm enjoying the #RNCConvention2020 and all...but I'm reminded how much during the 2016 nomination process I truly loved 
@realDonaldTrump
 debating the Republicans.

What was your favorite Trump primary debate moment?",450,126,1K
JackyS,@JackySinAZ,2020-08-26T23:55:41.000Z,when he told HC she would be in jail,1,,5
Daniel F. Baranowski,@DFBHarvard,2020-08-26T22:37:17.000Z,"CNN warns Joe Biden to address the riots & violence because IT'S BEGINNING TO SHOW UP IN THE POLLS!

JOE BIDEN, LEADING FROM THE BASEMENT!

Jill won't let Joe leave the house because of the virus, from you know where!",27,109,194
Save California #RecallGavin2020,@ElenaFelicia4,2020-08-26T23:56:06.000Z,"And who's speaking in response to 
@realDonaldTrump
 's acceptance? Biden? No, Kamala Harris. That speaks volumes. Joe and the Ho have got to go.",1,2,1
Canon,@MSMS247,2020-08-26T23:56:38.000Z,"Disagreeing with socialism and blind hatred is not divisive. But you support donald trump who is as divisive as anyone. Believing in trump is a death sentence. I'm no liberal but I'd rather deal with socialism, lose my tax benefits than have trump as POTUS.Disagreeing with socialism and blind hatred is not divisive. But you support donald trump who is as divisive as anyone. Believing in trump is a death sentence. I'm no liberal but I'd rather deal with socialism, lose my tax benefits than have trump as POTUS.",1,1,5
Bryce Huffman,@BryceHuffman313,2020-08-26T23:58:53.000Z,"I know this might be a stupid question, but how you feel about this 
@realDonaldTrump
?Quote Tweet
Robert Reich
@RBReich
 ¬∑ Aug 26, 2020
Let me get this straight. A Black man is shot in the back 7 times, while getting in car with his kids. A White youth carrying an AR-15 walks away, after killing people. Same police force, same town, same week. And what is Trump's response? Send in troops to crush the protesters.",1,3,4
A Frayed Knot,@Fancy_Reagan,2020-08-26T17:34:52.000Z,How is setting a car on fire part of a peaceful protest?How is setting a car on fire part of a peaceful protest?,19,1,82
Carla Vivarttas,@cd_viva,2020-08-26T23:55:51.000Z,Probably white supremacist agitators or blue lives matter sympathizers not the protestors. Weren't you trying to say that the shooter was a peaceful protester?,,,1
Muse Scry,@MuseScry,2020-08-26T23:57:46.000Z,No shit!  People had that months ago!No shit!  People had that months ago!,2,4,4
Machelle,@Minx970,2020-08-26T23:57:24.000Z,"Not to mention, 
@realDonaldTrump
 just had the couple who pulled their AR-15 on peaceful BLM protesters speaking at the #RNCConvention.  Trump encourages these hateful violent acts.Not to mention, 
@realDonaldTrump
 just had the couple who pulled their AR-15 on peaceful BLM protesters speaking at the #RNCConvention.  Trump encourages these hateful violent acts.",1,,4
TBird,@58TByrd,2020-08-26T23:58:22.000Z,Since whn did anyone take an oath 2 defend a person rather thn the Constitution of the US?  Thts disgusting.Since whn did anyone take an oath 2 defend a person rather thn the Constitution of the US?  Thts disgusting.,,,4
President Elect Kung Flu Panda,@eastcodiesel,2020-08-26T23:59:29.000Z,"You really dont understand how our govt works do you?

I blame the education system

Laws are actually supposed to be written in Congress, and passed then have to pass the Senate, and then have to be signed by the president

All equal branches of govt with a court to fix desputesYou really dont understand how our govt works do you?

I blame the education system

Laws are actually supposed to be written in Congress, and passed then have to pass the Senate, and then have to be signed by the president

All equal branches of govt with a court to fix desputes",,,2
$5 OF - LINKINBIO,@EricVegas93,2020-08-26T23:56:35.000Z,"Told a 
@realDonaldTrump
 @POTUS
 door-knocker to have a nice day and get the fuck off my porch today. I didn't even know that I was waiting my whole life to say that but it felt good in the context.",,,5
The Drake,@if_you_see_kaye,2020-08-26T17:38:20.000Z,It's going to be something if Kyle's defence is that he was acting on police orders.It's going to be something if Kyle's defence is that he was acting on police orders.,9,6,56
Patricia Jacobs,@pitpatj,2020-08-26T23:59:48.000Z,"Better yet... at 
@realDonaldTrump
's direction.",,,9
Mark Brewer,@MarkBrewerDems,2020-08-26T23:59:20.000Z,"Of course, because there are no Hatch violations by 
@realDonaldTrump
 and his cronies which need prosecution . . . .Quote Tweet
Michigan Radio
@MichiganRadio
 ¬∑ Aug 26, 2020
The U.S. Justice Department is asking for data on COVID-19 nursing home deaths from Michigan and other states.
https://bit.ly/3lkY97H",1,1,2
Paul Cobaugh,@PLCNarrativeStr,2020-08-26T23:54:16.000Z,"Thanks for the update 
@TexasTribune
 . Same problem in San Antonio. It's what happens when our Gov, 
@GregAbbott_TX
 thinks it's more important to suck up to 
@realDonaldTrump
 than save Texan lives at the hand of 
@KenPaxtonTX
 
@HoustonChron
 @dallasnews
 @elpasotimes
 @SanAntonioExQuote Tweet
Texas Tribune
@TexasTribune
 ¬∑ Aug 26, 2020
In Cameron County, where health officials say the spread of COVID-19 is past the danger point, two private religious schools are disregarding local orders to not open schools until Sept. 28. 
https://bit.ly/3aXfkrr",,,2
Joseph Wong,@JosephWongUT,2020-08-26T23:56:58.000Z,"A black man, shot 7 times, in the back. Is this what 
@realDonaldTrump
 means when he tweets about law and order? #JacobBlake #BlacklivesStillMatterArrest made after 2 killed at Wisconsin protest over police shooting of Jacob Blake | CBC News
Illinois police arrested a 17-year-old on Wednesday after two people were shot to death during another night of Black Lives Matter protests in Kenosha, Wis.
cbc.ca",2,1,9
Thots and Prayers,@MistressRedWasp,2020-08-26T23:54:50.000Z,"Wasn't it Jesus who said ""blessed is the man who fucketh the pornstar well his wife stay home and nurseth their newborn? ""

Doesn't sound like Jesus to me, but all these ""Christians"" couldn't be wrong could they?Wasn't it Jesus who said ""blessed is the man who fucketh the pornstar well his wife stay home and nurseth their newborn? ""

Doesn't sound like Jesus to me, but all these ""Christians"" couldn't be wrong could they?",2,,2
Erin Perrine,@ErinMPerrine,2020-08-25T22:30:22.000Z,"REGISTER TO VOTE!

VISIT: http://vote.donaldjtrump.com 
https://twitter.com/TeamTrump/status/1298384748105138181/video/1¶",95,189,369
Michael J Armstrong Jr MichaelJ1977ù,@TheOneGodMade,2020-08-26T23:59:48.000Z,"#ProveTheLeftWrongAgain 
Get that trending patriots! If you truly love America and are a proud USA 
 Patriot R/T and let's repeat!!!! 
@realDonaldTrump
 and 
@Mike_Pence
 We want 4 more years! #RNCConvention2020 #RNC2020 #Trump2020Landslide https://twitter.com/realDonaldTrump/status/1016079192604139520/video/1¶",1,1,3
"Joanna Turner Bisgrove MD, FAAFP",@JoTBizMD,2020-08-26T23:53:41.000Z,"So, 
@realDonaldTrump
 are you gonna reject the guy this time?

Or is he one more very fine personù for shooting and killing peaceful protesters?

You can't ignore the American people. Not this time.

#KenoshaShooter 

#TrumpChaos 

#VoteBidenHarrisToSaveAmerica 
@DoctorsForBidenQuote Tweet
southpaw
@nycsouthpaw
 ¬∑ Aug 26, 2020
BuzzFeed finds the teenage Kenosha murder suspect in the front row of a Trump 2020 rally. https://buzzfeednews.com/article/ellievhall/kenosha-suspect-kyle-rittenhouse-trump-rally¶
Show this thread",,,3
ByJohnLMicek,@ByJohnLMicek,2020-08-26T23:54:37.000Z,"So it's American Carnage/Only I can fix it Vol. 2, then? New 
@realDonaldTrump
 campaign mailer:",1,1,7
K,@clarkgal,2020-08-26T23:57:13.000Z,Disgraceful.Disgraceful.,,,1
Jen,@Jennanrun,2020-08-26T22:45:55.000Z,"Hello,
@realDonaldTrump
 

Silence.......

We're down here Louisiana and Texas.  We have a Category 4 possibly 5 Hurricane expected to make land fall tonight.

Thanks for caring!",10,6,33
Mary Kay Dieterich (Forti),@dieterich_mk,2020-08-26T23:59:04.000Z,"Take care!  Stay safe!  And, please keep us posted!  Oh, and fuck Donald J. Trump, et al.",1,,1
Born Miserable,@bornmiserable,2020-08-26T23:49:38.000Z,"people cannot afford food, shelter, clothing, but we have a giant orange infant boarding up his kingdom on the taxpayer dollarpeople cannot afford food, shelter, clothing, but we have a giant orange infant boarding up his kingdom on the taxpayer dollar",1,1,16
jess,@thejessbess,2020-08-26T23:55:13.000Z,"fuck 45 
@realDonaldTrump
 you're a fucking fascist and we will forcibly remove you ",,,2
AppSame,@AppSame,2020-08-26T23:55:44.000Z,"Its only China they are a small itty bitty country with no power 

Oops sorry repeating 
@CNN
 talking pointsIts only China they are a small itty bitty country with no power 

Oops sorry repeating 
@CNN
 talking points",,,1
Kevin Allen,@iAmK_Allen,2020-08-26T23:48:23.000Z,Mannnn I've been lighting people up too lately lolMannnn I've been lighting people up too lately lol,2,,2
H R,@ResisterMama,2020-08-26T23:55:33.000Z,Congrats though. You have normal tweet activityù... whatever the fuck that means ,1,,1
Emergencies & Turkey Sammies,@TurkeySammies,2020-08-27T23:58:05.000Z,"He's not even right. The top 10 are: Anchorage, Albuquerque, Memphis, Wichita, Lubbock, Detroit, Spokane, Shreveport, Corpus Christi, & Mobile. It's not that hard to look up, you have to try harder to believe the garbage he says.",6,2,24
Christine Tringali,@Tringali24,2020-08-27T23:52:32.000Z,He shoulda done a lot of thingsHe shoulda done a lot of things,1,,1
dav,@dav65170181,2020-08-27T23:58:40.000Z,Yes he should have been impeached by the senate. Thank Mitch.,,,3
Haley-ICU,@haley_icu,2020-08-27T23:58:40.000Z,The Ten Most Dangerous Leaders in History are All DANGEROUS #AmericaOrTrumpThe Ten Most Dangerous Leaders in History are All DANGEROUS #AmericaOrTrump,,,2
Irishrygirl,@irishrygirl,2020-08-27T23:15:58.000Z,I'd like to point out that the top 15 poorest states are run by republicans. Republicans want to keep you broke and stupid so you keep voting for them because you don't know any better. But you deserve better... Stop voting for Republicans.I'd like to point out that the top 15 poorest states are run by republicans. Republicans want to keep you broke and stupid so you keep voting for them because you don't know any better. But you deserve better... Stop voting for Republicans.,35,151,851
CBS2673,@ChristieShirin1,2020-08-27T23:57:29.000Z,There you go! They vote red. Keep them broke and stupid.,1,,5
Debbie,@DebbieSVA,2020-08-27T23:58:29.000Z,"Eye Roll 
 

Pharmaceutical companies have told their shareholders that drug prices will not change, and  this is purely symbolic.

Bottom line - Trump is trying to get votesEye Roll 
 

Pharmaceutical companies have told their shareholders that drug prices will not change, and  this is purely symbolic.

Bottom line - Trump is trying to get votes",5,14,116
Lagumists,@lagumists,2020-08-27T23:59:33.000Z,"The people protesting the removal of a Robert E Lee statue, aren't very fine peopleù. Protesting the removal of a statue that glorifies a man who fought so he could own and abuse other people because of the color of their skin is not very fineù.The people protesting the removal of a Robert E Lee statue, aren't very fine peopleù. Protesting the removal of a statue that glorifies a man who fought so he could own and abuse other people because of the color of their skin is not very fineù.",1,2,14
Pat,@bmwcaddy,2020-08-27T23:58:47.000Z,Wasn't he supposed to repeal and replace Obamacare with something better...... like almost 4 years ago.Wasn't he supposed to repeal and replace Obamacare with something better...... like almost 4 years ago.,3,1,5
PeteY,@ironmanpetey,2020-08-27T23:59:08.000Z,Another broken promise .  ALL talk and NO DO.  That is YOU!Another broken promise .  ALL talk and NO DO.  That is YOU!,,2,18
Concerned American Tax Payer,@tax_concerned,2020-08-27T23:58:49.000Z,"https://twitter.com/i/status/1290679804556128259¶

Vote out Republicans, at every level for decades. 
Republicans lead America into the worst-case senero for covid pandemic. Then bailout themselves, leave the rest of America to twist in the wind..https://twitter.com/i/status/1290679804556128259¶

Vote out Republicans, at every level for decades. 
Republicans lead America into the worst-case senero for covid pandemic. Then bailout themselves, leave the rest of America to twist in the wind..",,,
MartinParks,@MartinP65098144,2020-08-27T23:58:59.000Z,"What about the180,000 dead and counting  from the trumpvirus that you, once again, screamed hoax and sat on your god damn hands! GWhat about the180,000 dead and counting  from the trumpvirus that you, once again, screamed hoax and sat on your god damn hands! G",,1,2
Sean the Leprechaun,@seanryan4,2020-08-27T23:57:57.000Z,Is this the same big Pharma that is supposedly running ads against you that I have never seen?Is this the same big Pharma that is supposedly running ads against you that I have never seen?,1,,7
jimsterdotcom,@jimsterdotcom,2020-08-27T23:59:25.000Z,"Says,the most dangerous person to ever occupy the White House.Says,the most dangerous person to ever occupy the White House.",,1,8
Sabina Peterson,@SabinaPeterso10,2020-08-27T23:59:20.000Z,"To me, the visual just proves that 
@realDonaldTrump
 doesn't belong in the White House.To me, the visual just proves that 
@realDonaldTrump
 doesn't belong in the White House.",1,1,4
Karma Patriot,@alabama_karma,2020-08-27T23:57:53.000Z,"I could live the rest of my life without hearing the sound of Nancy Pelosi's voice; she is a smeraer, a nut, a liar, a drunk or on meds, and an irrational thinker.  She is daffy and does not make sense.  She is a gisgrace and needs to  go home.  
@realDonaldTrump
 @SpeakerPelosi",,,
Mark Poloncarz,@markpoloncarz,2020-08-27T23:47:04.000Z,"I don't care what political party you are in, if you are an American you should be disgusted to see the White House turned into a campaign prop. It proves once again 
@realDonaldTrump
 cares nothing for the institution of the presidency or our laws, he only cares about himself.",194,140,987
Thomas Wittmeyer,@ThomasWittmeye1,2020-08-27T23:58:35.000Z,"Why don't you care about our county, recently hit a pot hole ruined my front end over $600 in just parts no labor but you keep an eye on the White House",4,,21
connie,@mewmewmew13,2020-08-27T22:18:38.000Z,"on top of the previous days when 
@VP
 and 
@realDonaldTrump
 mingled with untested folks and no masks in sight..on top of the previous days when 
@VP
 and 
@realDonaldTrump
 mingled with untested folks and no masks in sight..",10,1,24
Deb H,@DeborahHardin17,2020-08-27T23:58:32.000Z,"They are immune, the virus only infects living tissue.",1,,6
Rocky,@CheyenneNDN,2020-08-27T23:58:40.000Z,"The final night of GOP convention coverage will be a family night for Trump, although not one that he will entirely like. MSNBC says a guest on its coverage will be Mary Trump, the Trump's niece, who wrote an unflattering book about her uncle that came out this summer.The final night of GOP convention coverage will be a family night for Trump, although not one that he will entirely like. MSNBC says a guest on its coverage will be Mary Trump, the Trump's niece, who wrote an unflattering book about her uncle that came out this summer.",,,3
Amusing User Name Pending,@cathylanski,2020-08-27T23:54:54.000Z,"Breaking laws right and left, letting criminals out of jail, praising violent white supremacists, wishing child traffickers well. Yet his sheeple lap it up when he says he's the Law and Orderù president. If you love trump, you hate America.Breaking laws right and left, letting criminals out of jail, praising violent white supremacists, wishing child traffickers well. Yet his sheeple lap it up when he says he's the Law and Orderù president. If you love trump, you hate America.",2,,12
The Real Blue check Mark,@The_SteveGizz,2020-08-27T23:59:49.000Z,When did he praise white supremacists ?,3,,8
Leslie Eslick,@LeslieEslick,2020-08-27T23:59:15.000Z,Credit - where credit is due.Credit - where credit is due.,1,,1
Anthony Cornrod,@TWIT_ANTHONY,2020-08-27T23:55:09.000Z,"This convention is absolutely phenomenal, the speeches by Melania, your sons and daughters and daughter-in-laws have all been incredibly uplifting as well as the stories of the men and women who are true patriots and understand and appreciate your promise of 
ETERNAL MAGA This convention is absolutely phenomenal, the speeches by Melania, your sons and daughters and daughter-in-laws have all been incredibly uplifting as well as the stories of the men and women who are true patriots and understand and appreciate your promise of 
ETERNAL MAGA ",132,14,164
RedneckRiviera,@travlerblazer,2020-08-27T23:59:00.000Z,I can't wait to see First Lady Ivanka's speech tonight ,,,4
Dr. Rusty Kuntz MD,@RustyKuNtz69420,2020-08-27T23:58:48.000Z,He was a Democrat the parties switched in 1970,,,2
Spartacus,@luggage12345,2020-08-27T23:54:56.000Z,Huck you're going to get Herman Cained.Huck you're going to get Herman Cained.,4,3,94
Red state blues,@LDonivan,2020-08-27T23:58:06.000Z,Did Chump even go to Cain's funeral?,1,2,13
Madam Vice President Harris is GOAT!,@flywithkamala,2020-08-27T23:09:22.000Z,"Kamala Harris is watching you. You better tread lightly with 180,000+ covid deaths.Kamala Harris is watching you. You better tread lightly with 180,000+ covid deaths.",35,5,164
Sean Oneill,@SeanTheeReal15,2020-08-27T23:58:09.000Z,You must not be one of the black or brown people she locked up when she was attorney general.. good for you. Cause there was a lot. Nonviolent offenders too,8,1,10
Andrew Tait,@AndrewTait67,2020-08-27T23:58:22.000Z,So you can't evidence it then?So you can't evidence it then?,1,,
#,@stanDAmanDATcan,2020-08-27T23:59:48.000Z,We can't use rare outlier situations that nobody has evidence for as mechanisms to refute common sense and fact.,1,,2
Beth Van Winkle,@bethvanwinkle,2020-08-27T23:59:14.000Z,"Enjoy the evening, Sir!  God bless you.Enjoy the evening, Sir!  God bless you.",1,,1
Pam Sydelko,@psydsys,2020-08-27T23:58:38.000Z,"Oh boy. I'm a 60 year old white lady who protests. Never ever have I committed any crime. But I cannot just sit back and let black men, women, and even children be gunned down. It sickens me that so many would turn a blind eye, or worse fully support the brutality.Oh boy. I'm a 60 year old white lady who protests. Never ever have I committed any crime. But I cannot just sit back and let black men, women, and even children be gunned down. It sickens me that so many would turn a blind eye, or worse fully support the brutality.",,,21
"Isaac O'Bannon -
#Ridin'_With_Biden #BLM",@imobannon,2020-08-27T23:59:13.000Z,"@RealDonaldTrump
 has made America ""Poorer, Weaker and Sicker."" #LyingLoser - 
@King_Of_Shade
 @ChiefCovfefe
 @Truth_Seeker59
 @callanreinke 
@CMDR_Paylor
 @Acyn
 @yashar
 @GOP
 @thereidout",,1,2
Benny the snitch,@Bennythesnitch,2020-08-27T23:57:27.000Z,"Democrats Hate THAT YOU LIE TO AMERICA
Pharmaceutical companies raised the prices of more than 3,400 drugs in the first half of 2019, surpassing the number of drug hikes they imposed during the same period last year,Democrats Hate THAT YOU LIE TO AMERICA
Pharmaceutical companies raised the prices of more than 3,400 drugs in the first half of 2019, surpassing the number of drug hikes they imposed during the same period last year,",4,5,11
Benny the snitch,@Bennythesnitch,2020-08-27T23:58:54.000Z,"Democrats Hate THAT YOU LIE TO AMERICA
Hundreds of Prescription Drugs Are Costlier in 2020Drugmakers Raise Prices on Hundreds of Medications
drugs, drug price hike, drug prices, drug costs, prescription drug prices, medications, 3 Axis Advisors, rx drugs, brand-name drugs, drug price increase
aarp.org",,1,1
Grae Hall,@HallGrae,2020-08-27T23:59:10.000Z,"Pfft. That's bullshit and you know it!

As if he's putting in any actual effort to run the country. ",,,6
rob godfrey,@RobGodfrey,2020-08-27T22:58:51.000Z,"heading into watch ‚Å¶
@realDonaldTrump
‚Å© accept nomination four ago, ‚Å¶
@NikkiHaley
‚Å© & i paid respects to ‚Å¶
@KingJames
‚Å© mural",2,1,23
rob godfrey,@RobGodfrey,2020-08-27T23:58:58.000Z,".
@realDonaldTrump
 acceptance speech, an address memorable mostly for how dark it was.",1,1,3
"Tony G. Reames, PhD",@tgreames,2020-08-27T23:58:12.000Z,"
@realDonaldTrump
 has left America poorer, weaker and sickerù -
@Scaramucci
 on 
@JoyAnnReid
 ... keep repeating that!",,,4
Anthony Cornrod,@TWIT_ANTHONY,2020-08-27T23:57:31.000Z,MAGA FOREVER MAGA FOREVER ,2,1,6
Eric Swalwell,@ericswalwell,2020-08-27T23:56:55.000Z,"Handy guide for 
@realDonaldTrump
's #RNC2020 speech - he's almost certainly lying when he:
says ""People say...""
says something he did is ""biggest"" or ""best""
talks about his faith
talks about his record
talks about 
@JoeBiden
's record 
opens his mouth
#DontTrustTrump",96,458,1.2K
connie,@mewmewmew13,2020-08-27T23:59:23.000Z,accordion hands..,,,2
Uncle John is fully vaccinated!,@azmoderate,2020-08-27T23:59:22.000Z,".
@realDonaldTrump
 & 
@GOP
 telling Americans that #COVID19 is under control, economy is booming, mail is being delivered fast, all is well is like the Captain & crew of the Titanic telling the passengers in the water they aren't freezing or drowning. 
@GOPconvention",1,3,2
Dana Carlson,@DanaCarlson8577,2020-08-27T23:58:55.000Z,believe mebelieve me,,,2
Aliens Up Next,@AliensUpNext,2020-08-28T23:44:23.000Z,Funny part is Wheeler will be asking the Federal government for money to rebuild. What an idiotFunny part is Wheeler will be asking the Federal government for money to rebuild. What an idiot,33,139,1.7K
Jason,@Freman67,2020-08-28T23:57:33.000Z,"Yes, and the Federal government will be like, ""Dude, you are responsible for this destruction. Step down, and we'll talk to whoever replaces you.""",2,1,16
BigRigPhilosophy,@ShadowBannedUSA,2020-08-28T23:58:21.000Z,"Socialists, marxists especially are terrorists. 

Here let me quote marx for you: 

You guys openly call for violence to achieve your political goals. That's the definition of terrorism.Socialists, marxists especially are terrorists. 

Here let me quote marx for you: 

You guys openly call for violence to achieve your political goals. That's the definition of terrorism.",1,,2
Geralyn,@ItzGeralyn,2020-08-28T23:57:39.000Z,"Yes, much. So I'm voting for 
@realDonaldTrump
 again
. Quote Tweet
Pete Buttigieg
@PeteButtigieg
 ¬∑ Aug 28, 2020
It's not too complicated this time. Are you better off than you were four years ago?",,,3
Cristina Vee Valenzuela,@CristinaVee,2020-08-28T23:58:41.000Z,You are the president of the United States. Not the president of the people who voted for you. Get it together and quit using such decisive rhetoric. We need a leader who can unite us. You have proven time and time again that you are not capable of that.You are the president of the United States. Not the president of the people who voted for you. Get it together and quit using such decisive rhetoric. We need a leader who can unite us. You have proven time and time again that you are not capable of that.,8,18,218
J'Wan Yvette,@jwanyvette1,2020-08-28T23:58:06.000Z,"Because she would have had a national strategy to fight this pandemic. Unlike #IQ45 who ignored it and still after 185,000+ deaths still doesn't have a national strategy!  #TrumpFailedAmericaBecause she would have had a national strategy to fight this pandemic. Unlike #IQ45 who ignored it and still after 185,000+ deaths still doesn't have a national strategy!  #TrumpFailedAmerica",,2,8
Christopher Macchio,@ChrisMacchio,2020-08-28T23:45:34.000Z,"Listening to 
@realDonaldTrump
 on the 
@WhiteHouse
 south lawn deliver his address Thursday night before heading back to the balcony to serenade the first family and 
@GOPconvention
 guests. #MAGA #KAGChristopher Macchio",639,1.2K,6.9K
Bill Radcliff,@WLRadcliff,2020-08-28T23:58:39.000Z,Your performance was incredible.  Thank you for helping to make the night so special,2,1,33
jeff heisler,@jrheisler,2020-08-28T23:56:46.000Z,"Iow, you want as much death as possible. And when they don't play, and there is less death you will claim you saved them.Iow, you want as much death as possible. And when they don't play, and there is less death you will claim you saved them.",,2,1
Ziggy_USA,@ziggy_USA,2020-08-28T23:58:35.000Z,"ANOTHER BROTHER PEACEFULLY ""COMPLYING""ANOTHER BROTHER PEACEFULLY ""COMPLYING""",,,4
Franktheshank808,@Franktheshank88,2020-08-28T23:58:45.000Z,"Why do you have to listen to 
@realDonaldTrump
???
@GOPQuote Tweet
Tomthunkit‚Ñ¢
@TomthunkitsMind
 ¬∑ Aug 28, 2020
Good boy is trying stay awake until the end of the movie. 

Dogs, bruh... https://twitter.com/buitengebieden_/status/1291843795169021957/video/1¶
via RexChapman
#BeCounted",2,5,23
J'Wan Yvette,@jwanyvette1,2020-08-28T23:56:13.000Z,"Unlike you, we care about the lives of the players, their families and loved ones, the fans and our families. We miss sports too but we're not willing to risk lives for entertainment.  You should be ashamed!Unlike you, we care about the lives of the players, their families and loved ones, the fans and our families. We miss sports too but we're not willing to risk lives for entertainment.  You should be ashamed!",,,2
CAMELOT CASTLE TV NETWORK - FREEDOM IS THE GRAIL,,2020-08-28T23:58:54.000Z,"This is why 
@realDonaldTrump
 must be reelected.  He will save the children... 
@charliekirk11Quote Tweet
Mike Cernovich
@Cernovich
 ¬∑ Aug 28, 2020
Nearly 40 missing children rescued during Georgia sex trafficking bust
https://wsbtv.com/news/local/more-than-dozen-children-rescued-georgia-sex-trafficking-bust/OHEHJUSWWRBQRHQMBQPGQPORAI/¶",1,10,27
GQP=Fascistas,@Leslie_resists,2020-08-28T23:59:07.000Z,Proximal power from the patriarchy working out for you then?Proximal power from the patriarchy working out for you then?,,,9
The Win Ott,@Win_Ott,2020-08-28T23:58:42.000Z,"The emperor needs his circuses. The plague is back to being a hoax again (cf. his February speech in Charleston). Sure, some of his subjects may die but at least the emperor will be entertained.The emperor needs his circuses. The plague is back to being a hoax again (cf. his February speech in Charleston). Sure, some of his subjects may die but at least the emperor will be entertained.",1,1,2
Robin Maxwell,@0514rem,2020-08-28T23:57:47.000Z,"With many attendees not wearing masks there are lot's of #radical people & lack of #lawandorder 
@realDonaldTrump
 rally in New Hampshire tonight",2,,3
Jim Roberts,@nycjim,2020-08-28T22:47:28.000Z,"*FDA Chief dumps chief spokesperson after #coronavirus  plasma therapy fiasco.
*She is a former 
@OANN
 reporter who had been on the job 11 days.  https://nytimes.com/2020/08/28/health/blood-plasma-fda.html?smid=tw-share¶",17,98,206
The Resistor Sister,@the_resistor,2020-08-28T23:57:37.000Z,"Of course she was. 

EVERYONE in the Apprentice President WH has either come from Faux News or OANN

NO WONDER he has NO CLUE about REALITY!!

These Numbers however, DO NOT LIE
@realDonaldTrump
 is an ABJECT FAILURE on EVERY LEVEL",,1,13
Bruce Banneker,@OctoberGenius,2020-08-28T23:58:32.000Z,I know what HE is singing....,,,2
"Bill Cassidy, M.D.",@BillCassidy,2020-08-28T16:04:55.000Z,"Thank you, 
@RealDonaldTrump
 for coming to Louisiana this weekend to aid in recovery efforts after #Laura. In the wake of the storm, it is time to help our fellow Louisianians in need.Pres. Trump to visit Louisiana and Texas this weekend
President Donald Trump says he plans to tour Hurricane Laura damage in Louisiana and Texas this weekend.
wafb.com",27,11,29
Jo Anne in Texas,@joanneintexas,2020-08-28T23:58:17.000Z,You know damn well he'll do nothing but get in the way and delay recovery efforts.,,1,5
GOP,@GOP,2020-08-28T23:34:04.000Z,"Joe Biden is the puppet of the radical Left movement.ù -
@realDonaldTrump",2K,3.6K,15.9K
Russell Davis,@bentlightnvegas,2020-08-28T23:57:58.000Z,I'm further left than Biden and he isn't far enough left for my liking.  I'm still proud to vote for him to get rid of the Republicans.,,4,41
WarMonitor,@TheWarMonitor,2020-08-28T23:59:23.000Z,Thanks for the warning.Thanks for the warning.,2,2,28
Moccasin,@The_Moccasin_,2020-08-28T21:43:58.000Z,"Doesn't cost anything. Alex Jones is on, War Room, Del Bigtree, Health Ranger, Stefan Molyneux moved his whole library to Brighteon. I don't think you'll be disappointed.Doesn't cost anything. Alex Jones is on, War Room, Del Bigtree, Health Ranger, Stefan Molyneux moved his whole library to Brighteon. I don't think you'll be disappointed.",2,1,3
Brite Eyes,@BriteEyes8,2020-08-28T23:57:28.000Z,Brighteon is very informative Thanks Moc,1,1,1
Witold Ziarno,@WitoldZiarno,2020-08-28T23:58:05.000Z,"We are the Superspeaders of Consciousness, Freedom and the New American Way. Enjoy the Shift! It's underway!We are the Superspeaders of Consciousness, Freedom and the New American Way. Enjoy the Shift! It's underway!",,,2
GOP,@GOP,2020-08-28T23:58:40.000Z,"Our movement is about a brighter future for all Americans of every race, religion, color, and creed.ù -
@realDonaldTrump",2.2K,3.1K,13.4K
