User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Ted Goodman,@TedCGoodman,2020-07-01T23:56:46.000Z,"MUST READ: ""After years of bad trade deals and poor leadership at the hands of Democrats, President 
@realDonaldTrump
 has put Michigan back at the forefront,"" - 
@Terry_Bowman
 in the 
@DetroitNews
 #USMCA #MAGA #KAG Opinion: USMCA is a win for Michigan
Simply put î this is a huge win for the state of Michigan and the forgotten American worker, Bowman writes
detroitnews.com",,1,3
Tactical Trunkmonkey,@OhhLookShiny,2020-07-01T23:58:36.000Z,"I'll start.  
@REALDONALDTRUMP
  WTF ARE YOU HIDING.Quote Tweet
Duty To Warn
@duty2warn
 ∑ Jul 1, 2020
When a sitting President is ACCUSED of being compromised, ACTS like he's compromised, takes steps to avoid ANY investigative oversight, and FIGHTS TO THE DEATH to keep his business dealings and financials a SECRET, how does ALL of America NOT ask, in one voice: WTF is he hiding?",1,1,4
Lindsey Graham,@LindseyGrahamSC,2020-07-01T23:39:47.000Z,"Senator Paul and President Obama seem to live in a world where sound military advice doesn't matter.
 
The intelligence assessments about a non-conditions based withdrawal from Afghanistan regarding our homeland security are devastating.",1.5K,250,912
Bill Sengstacken,@BillSengstacken,2020-07-01T23:59:18.000Z,"What about pulling out of Germany,  
@realDonaldTrump
's betrayal of the Kurds, and the way he called 
@SenJohnMcCain
 a loser because he was a POW?

You truly defy logic, Senator Graham.",3,4,37
ANITA,@An3ita5,2020-07-01T23:07:36.000Z,"Trump maintains coronavirus will 'just disappear' at some pointTrump maintains coronavirus will 'just disappear' at some point
President Trump on Wednesday stood by his belief that the coronavirus will eventually ""just disappear"" even as cases are surging in multiple states this week.
thehill.com",20,15,19
"Dave ""don't give up""",@davesprom,2020-07-01T23:58:35.000Z,"Just think 
@RealDonaldTrump
 will just disappear someday, and it can't happen soon enough.",,,3
"Old Blue ""Masks Up""",@cjcFlint,2020-07-01T23:58:47.000Z,"Actually #BunkerBoyTrump, it is the ongoing effects of you, your administration, and the 
@GOP
 enablers:

-130,777 Americans have died from COVID19, to date.
-2,777,622 Americans infected with COVID19, to date.
-49,769 Americans infected TODAY with COVID19, as of 8pmActually #BunkerBoyTrump, it is the ongoing effects of you, your administration, and the 
@GOP
 enablers:

-130,777 Americans have died from COVID19, to date.
-2,777,622 Americans infected with COVID19, to date.
-49,769 Americans infected TODAY with COVID19, as of 8pm",,2,6
MeMesWorldOfVibes.com,@chamemerasha,2020-07-01T23:58:01.000Z,"@RealCandaceO
 but they allow rioters and looters 
 why not allow voters be six feet apart and make sure they clean after every person. Every body wear a mask and gloves and vote in person. Hmm 
 I guess that make to much sense I guess@RealCandaceO
 but they allow rioters and looters 
 why not allow voters be six feet apart and make sure they clean after every person. Every body wear a mask and gloves and vote in person. Hmm 
 I guess that make to much sense I guess",10,2,48
RufusKingIsNotAmused,@is_rufus,2020-07-01T23:57:36.000Z,And your still gonna lose by double digits. You should refund your contributions but then you couldn't buy another house or Ferrari. It's all about the grift isn't it?And your still gonna lose by double digits. You should refund your contributions but then you couldn't buy another house or Ferrari. It's all about the grift isn't it?,,,2
Dave S.,@dsut45,2020-07-01T23:34:46.000Z,"No one can really understand the political left without understanding that they are about making themselves feel superior, however much they may talk piously about what they are going to do to help others.No one can really understand the political left without understanding that they are about making themselves feel superior, however much they may talk piously about what they are going to do to help others.",8,2,2
Dave Marshall,@dkmarsh,2020-07-01T23:55:59.000Z,Shorter: No one on the political right can really understand the political left.,2,,3
BrooklynDad_Defiant!,@mmpadellan,2020-07-01T12:43:25.000Z,"There it is: everything you don't like is fake news. Except that it isn't.

And you're a LIAR.
And you're a COWARD.
And you're a TRAITOR.

And every time you try to convince people otherwise, we'll be RIGHT HERE to straighten them out.There it is: everything you don't like is fake news. Except that it isn't.

And you're a LIAR.
And you're a COWARD.
And you're a TRAITOR.

And every time you try to convince people otherwise, we'll be RIGHT HERE to straighten them out.",64,981,6.8K
Laylasmom,@s_laylasmom,2020-07-01T23:59:19.000Z,Too bad it's not a hoax that he's the president.,3,1,8
RussVet1,@RussVet1,2020-06-30T19:11:09.000Z,"Come anywhere near my family/home with your pretend  peaceful rioting, looting, violence, arson.. I will not need the police or tear gas ..... I love peace but I am a fierce Veteran  skilled in war",27,1,14
Zenostoa,@Zenostoa1,2020-07-01T23:59:17.000Z,"And there it is . . .  the tough guy tweeting from who knows where.  My favorite part is ""fierce Veteran skilled in war.""  Does Napoleon Dynamite know you are stealing his vibe?",1,,2
Charlie Adler,@charlie_adler,2020-07-01T23:59:25.000Z,What do you think your prison term should be for defacing America?  10 years ? 20 ? Life ? I'm thinking we're gonna find out !!What do you think your prison term should be for defacing America?  10 years ? 20 ? Life ? I'm thinking we're gonna find out !!,2,3,34
Jonathan Falcon,@JonathanFalcons,2020-07-01T22:33:39.000Z,Love my President!!!Love my President!!!,192,36,151
Lew M.,@LewTheSpook,2020-07-01T23:59:26.000Z,"Well, if he learned how to drink a glass of water, maybe he could learn how to read, too-and protect our troops. You know, the non-cowards that are serving instead of faking injuries. :)",1,,9
Lakota Rain,@Lakota_Rain,2020-07-01T23:57:09.000Z,"Just today he said it will just disappear... I've not yet heard him say úwear a maskù.
 I don't think he gets it.Just today he said it will just disappear... I've not yet heard him say úwear a maskù.
 I don't think he gets it.",2,,2
waltb31,@waltb31,2020-07-01T19:26:39.000Z,"Illegitimate criminal coward imbecile occupant #RussianAsset 5X DRAFT DODGER 
@realDonaldTrump
 allows Putin to put a BOUNTY on American soldiers to MURDER THEM, and you worthless POS 
 a$$holes have the AUDACITY to put on a #Salute2America bs show? Shame on you 
@DeptofDefenseQuote Tweet
Secretary David Bernhardt
@SecBernhardt
 ∑ Jul 1, 2020
President @RealDonaldTrump's 2020 #Salute2America will be a patriotic tribute to our men and women in uniform, and the @DeptofDefense will be providing a one-of-a-kind air show! https://doi.gov/pressreleases/interior-presents-2020-independence-day-celebration-nations-capital¶",5,21,23
"Airbag Moments
Bust the Filibuster",@airbagmoments,2020-07-01T23:59:58.000Z,"It's called ""chutzpah.""

That thing where a guy kills his parents and then throws himself on the mercy of the court because he's an orphan.",,1,3
Susan Shelley,@Susan_Shelley,2020-07-01T16:28:40.000Z,"With no transparency or legislative hearings, Gov. Gavin Newsom has signed a budget trailer bill that allows the state to buy hotels and motels and convert them to homeless housing, exempt from CEQA. Cities are prohibited from putting the projects through any approval process.",28,62,61
Birdie,@busybirdie10,2020-07-01T23:59:40.000Z,"It's so obvious that Gruesome has been paid in an attempt to destroy California! 
@realDonaldTrump
 ",,1,2
Garrison,@Garrison66,2020-07-01T23:58:02.000Z,"If you mean that respecting other races and cultures and helping people that run into problems get through this journey we call life is being superior¶ then, yes, by all means we are superior.If you mean that respecting other races and cultures and helping people that run into problems get through this journey we call life is being superior¶ then, yes, by all means we are superior.",,,4
Higher Authority,@Just_Gods_word,2020-07-01T23:59:28.000Z,"Wait, I expressed that 56 is greater than 40 and that is fake math? Sorry, I get what the problem is. And, you probably wouldn't understand. Bless your heart.",1,,1
Heather,@Shouse34,2020-07-01T23:58:17.000Z,"Dear 
@SenToddYoung
 and 
@SenateGOP
 We put 
@realDonaldTrump
 in office because we believe in #AmericaFirst I personally commit EVERY ounce of my political energy to getting every one of you who voted to extend spying on your citizens and extending this war, OUT. 
@RandPaul
 THANK YOU!Quote Tweet
Brett Lethbridge
@LibertasBrett
 ∑ Jul 1, 2020
Replying to @Shouse34 and @RandPaul
https://projects.propublica.org/represent/votes/116/senate/2/129¶

Find them all here. Hold them accountable.",1,,1
Uncle John is fully vaccinated!,@azmoderate,2020-07-01T23:58:17.000Z,"The more of you who register & vote the harder it is for the 
@gop
 to suppress all the vote & voters to help Putin keep 
@realDonaldTrump
 in office. #BlueTsunami2020",,1,3
Jaake,@wolfmanjaake,2020-07-01T23:57:35.000Z,"President Fuckface calling the painting of BLM on a New York street a symbol of hate is... expected but insanely ridiculous nonetheless. Fuck you, 
@realDonaldTrump
, you racist sack of shit.",,1,22
Coretta,@MizCoretta,2020-07-01T23:59:38.000Z,"What exactly is #DarkBlack ?
@realDonaldTrump
 is an idiot.",1,,2
Andrew Doyle,@andrewdoyle_com,2020-07-01T23:57:32.000Z,Looks like it.Looks like it.,1,,19
"Quest, the Actual Brooklyn Dad",@QuestFanning,2020-07-01T23:57:19.000Z,"Agree. His journey was to finding porpose again î something I know you already have, Chris!Agree. His journey was to finding porpose again î something I know you already have, Chris!",1,,2
Daniel DePetris,@DanDePetris,2020-07-01T19:53:53.000Z,"Moon has starry eyes. My god my puns are awful. Please help 
@MintaroOba
.Moon has starry eyes. My god my puns are awful. Please help 
@MintaroOba
.",2,,
Harry Kazianis,@GrecianFormula,2020-07-01T23:59:34.000Z,"Honestly, knowing 
@realDonaldTrump
, anything is possible. I would not be shocked...",,,2
R Joseph,@rjoseph7777,2020-07-01T23:57:09.000Z,"Trump would blow up' at negative information about Russia from intelligence sources: CNN https://rawstory.com/2020/07/trump-is-simply-unwilling-to-hear-negative-information-about-russia-from-intelligence-sources-cnns-jim-sciutto/#.Xv0iv1QXmKY.twitter¶ 
@realDonaldTrump
 #GOPRussia #FBR #MoscowMitch #1a #2a #Resist #TraitorTrump #MAGA #KAG #VoteBlue #Patriot 
@dccc
 @dscc
 #BLMTrump would 'blow up' at negative information about Russia from intelligence sources: CNN
CNN host and reporter Jim Sciutto's upcoming book wasn't scheduled to be released until Aug. 11, but his findings are proving to be critically important as news continues to be released about what...
rawstory.com",2,1,5
Sam,@SamCaudell,2020-07-01T23:59:35.000Z,"Wait, what?",1,,1
One L of an Alison,@Awithonelison,2020-07-01T23:58:14.000Z,How is that even remotely relevant?How is that even remotely relevant?,,,2
Jim,@scienceinvestme,2020-08-01T23:59:32.000Z,"#moderateDemocrats 
#IndependentVoter 
#YouAintBlack 
#Michigan 
#Pennsylvania 

Record employment,Record economy was done by
@realDonaldTrump#moderateDemocrats 
#IndependentVoter 
#YouAintBlack 
#Michigan 
#Pennsylvania 

Record employment,Record economy was done by
@realDonaldTrump",3,6,9
Sassy Sue,@SassySCV10,2020-08-01T23:58:13.000Z,STILL WAITING!!! #TraitorInChiefSTILL WAITING!!! #TraitorInChief,,2,2
Patrick Nova,@PatrickNova6,2020-08-01T23:58:58.000Z,"ú3 Months Of Hell: U.S. Economy Drops 32.9%, In Worst GDP Report Everù

Welcome to the úTrump Economyùú3 Months Of Hell: U.S. Economy Drops 32.9%, In Worst GDP Report Everù

Welcome to the úTrump Economyù",,2,16
Nancy Pelosi,@TeamPelosi,2020-08-01T22:32:12.000Z,"It's time for Republicans to get off pause and act with urgency against the #TrumpVirus. 

It's not going away on its own. Our economy and our people are suffering.",465,4.9K,15K
Cyndi McWilliams,@cjrcruella,2020-08-01T23:58:32.000Z,"ABSOLUTELY!! 
@SenateGOP
 Get your asses back to DC! American lives depend on it! DO YOUR DAMN JOB!!! 
#GOPCorruptionOverCountry 
#TrumpIsLosing 
#TrumpThreatensAmerica 
@realDonaldTrump
 is a real threat to this country and lives!! Stop him or be voted out in November.",1,1,8
Ricky Davila,@TheRickyDavila,2020-08-01T18:28:31.000Z,"William Barr's son-in-law úworksù in the WH and his daughter is in the Treasury.

Rudy Giuliani's son is paid nearly $100K a year to be the WH sports liaison with no experience.

Crimestress Ivanka and Kushner have a $300M fraud scheme going on.

STFU about Hunter Biden.",85,2.1K,4.3K
MiaAlee,@ItaliaLondon15,2020-08-01T23:56:06.000Z,"Every single one of themt with the exception of elected officials (and that's debatable) gave zero experience to be in the jobs they were assigned by 
@realDonaldTrump
It's a crime syndicate created by the wanna be dictator",,5,6
Jim,@scienceinvestme,2020-08-01T23:59:11.000Z,"NO MATTER what party U should be outraged at this! per #joebiden úpeaceful protestorsú burning Holy Bibles!
Disgusting #joebiden #democrats wont denounce these devils, thugs,anti USA,4 fear of disrupting fan base! 
@realDonaldTrump
 
#LawAndOrder 
Opinion 
https://twitter.com/Shelldrayk/status/1289481822414413827/video/1¶NO MATTER what party U should be outraged at this! per #joebiden úpeaceful protestorsú burning Holy Bibles!
Disgusting #joebiden #democrats wont denounce these devils, thugs,anti USA,4 fear of disrupting fan base! 
@realDonaldTrump
 
#LawAndOrder 
Opinion 
https://twitter.com/Shelldrayk/status/1289481822414413827/video/1¶",5,,5
Lazlo Hollyfeld,@lazlohollyfeld1,2020-08-01T23:59:43.000Z,"Let's make it simple and have voting at Home Depot. Essential business that never closed unlike election offices, they know how to manage lines and nobody seems afraid to go there.Let's make it simple and have voting at Home Depot. Essential business that never closed unlike election offices, they know how to manage lines and nobody seems afraid to go there.",1,3,6
Mia Farrow,@MiaFarrow,2020-08-01T21:37:48.000Z,"Ms Noonan is a Pulitzer Prize recipient. She was primary speechwriter & Special Assistant to Ronald Reagan. She writes for the WSJ.  And unlike you, she writes her own books, 5 have been New York Times bestsellers. She out-classes you in every wayMs Noonan is a Pulitzer Prize recipient. She was primary speechwriter & Special Assistant to Ronald Reagan. She writes for the WSJ.  And unlike you, she writes her own books, 5 have been New York Times bestsellers. She out-classes you in every way",88,744,5.6K
Alanw7301,@Alanw73011,2020-08-01T23:57:45.000Z,"Out classing Donald Trump is a low bar for even illiterate people, let alone a class act like Peggy Noonan. An intellect contest for Peggy would be unfair, she'd be up against an unarmed person.",,1,4
Michael,@thejackofall,2020-08-01T23:59:25.000Z,"You gave a massive corporate tax cuts. What does that mean? The working class, living paycheck-to-paycheck has to carry the burden.

What you have done helps & makes the bigger gap of have's & not have's.

The government's focus should be to serve the citizens; not corporations.You gave a massive corporate tax cuts. What does that mean? The working class, living paycheck-to-paycheck has to carry the burden.

What you have done helps & makes the bigger gap of have's & not have's.

The government's focus should be to serve the citizens; not corporations.",1,2,6
JustJess Girardo,@JessicaGirardo,2020-08-01T23:56:48.000Z,"No, ignoramus. The cases would still exist at equal numbers but they just wouldn't be documented. Kinda like your rape victims. Those who've spoken out are documented but those who stayed quiet arent. Theres still the same # of women/girls you've raped some are just not public.No, ignoramus. The cases would still exist at equal numbers but they just wouldn't be documented. Kinda like your rape victims. Those who've spoken out are documented but those who stayed quiet arent. Theres still the same # of women/girls you've raped some are just not public.",,2,6
John Zajaros - Professor Z,@JohnZajaros,2020-08-01T23:59:19.000Z,"Bravo! 
@realdonaldtrump
 has ignored Russian attacks on our elections, on our power grid & on the men & women who serve in our Armed Forcesîwhile treating Putin as his BFF & ignoring bounties paid to the Taliban for American scalps! #TraitorTrump #FascistTrumpQuote Tweet
The Lincoln Project
@ProjectLincoln
 ∑ Aug 1, 2020
Trump never released his tax returns. 
He didn't repeal and replace Obamacare. 
Mexico didn't pay for the wall.
He never even built it.

He broke our economy. He killed Americans through his neglect. 

He golfed.

Trump, it's time for your 4 year review: you failed.",,1,2
deana sidney,@mycrovian,2020-08-01T20:09:55.000Z,trump want's to shut off tik-tok because people are mean to him on the platform -- kids know this is creepy and wrong.trump want's to shut off tik-tok because people are mean to him on the platform -- kids know this is creepy and wrong.,18,2,17
Noah,@reeb1011,2020-08-01T23:59:21.000Z,Which explains why the Biden campaign banned its usage for campaign staff.,,,10
cicely swords,@CisNthstx,2020-08-01T23:56:21.000Z,"Peggy Noonan
""He hasn't been equal to the crises. He never makes anything better. And everyone kind of knows.""
IMPOTUS 45 
@realDonaldTrump",,3,5
Spenser McManamy,@SpenserMcManamy,2020-08-01T23:53:53.000Z,"You liteeally just did. Its not outliers that are faking tests, its the majority.You liteeally just did. Its not outliers that are faking tests, its the majority.",1,,
John Hawking,@_John_Hawking,2020-08-01T23:59:14.000Z,"I literally said ""some"" of them, which exclude most of them.

Look, you are obviously upset & in a defensive stance, trying to pick anything you can and throw without thinking. I'm not interested arguing if we can't have a logical debate.

Be better than that.

Farewell friend ",,,1
Ang,@angbfly,2020-08-01T22:45:26.000Z,I just got blocked for exposing the truth....I just got blocked for exposing the truth....,7,1,88
Nick,@NikoDaPortagee,2020-08-01T23:58:14.000Z,"I just want to be blocked too. I know how much 
@Eminem
 hates 
@realDonaldTrump
 and he would never fly anywhere with him 
And any educated person knows to find reliable sources before tweeting.
What a moron.",2,,18
NoelCaslerComedy,@CaslerNoel,2020-08-01T23:39:17.000Z,"Trump owns a house in Bedford  called Seven Springs worth 20m, he inflated it's worth to 241 million; as one does. 
@realDonaldTrumpTrump Inflated Net Worth Of Northern Westchester Estate By $241M, New Report Says
A financial statement obtained by The Washington Post reveals President Donald Trump inflated the worth of his Northern Westchester estate by hundreds of millions of dollars. In one úStatements of...
dailyvoice.com",158,1.9K,4K
Ben&Jerry'sLoveChild,@TTandCricketMom,2020-08-01T23:55:04.000Z,If I tried to do that I would be caught because...laws and city inspectors.,,,5
jo / sefi ö¢,@corneliastclair,2020-08-01T23:58:47.000Z,this is the same point reworded 3 times.....this is the same point reworded 3 times.....,,,3
"Malena-Anti-racist #maskup
& Fight Tyranny!",@tweetMalena,2020-08-01T23:56:34.000Z,"You raised my taxes by 9k MOFO & caused 150,000 + deaths,  almost 5 million people to get the #TrumpVirus, locked babies in cages & caused the worst economic downturn in history! 
#TrumpFailedAmerica #TrumpLies

Vote, volunteer & donate to Democrats!

http://DSCC.ORGYou raised my taxes by 9k MOFO & caused 150,000 + deaths,  almost 5 million people to get the #TrumpVirus, locked babies in cages & caused the worst economic downturn in history! 
#TrumpFailedAmerica #TrumpLies

Vote, volunteer & donate to Democrats!

http://DSCC.ORG",,,5
Hugh Hewitt,@hughhewitt,2020-08-01T15:03:04.000Z,"The case for re-electing 
@realDonaldTrump
 in 800 words. My new 
@washingtonpost
 column:Opinion | The case for Trump will come down to his record. It's a strong one.
The president's record of accomplishments is easy to compile.
washingtonpost.com",9.2K,4.9K,13.9K
Movie Vigilante,@MovieVigilante,2020-08-01T23:57:56.000Z,"The case for having you committed. My tweet, in eleven words.",,1,3
Jim,@scienceinvestme,2020-08-01T23:59:50.000Z,"https://twitter.com/theleoterrell/status/1289326071154794497?s=21¶

Current Rasmussen poll has 49% of #blacks supporting 
@realDonaldTrump
 

LONG time democrat, frankly (republican basher)no more, Leo Terrell put away fake news, put away Democratic Party using race to divide, NOW totally,completely supports Trump/policeshttps://twitter.com/theleoterrell/status/1289326071154794497?s=21¶

Current Rasmussen poll has 49% of #blacks supporting 
@realDonaldTrump
 

LONG time democrat, frankly (republican basher)no more, Leo Terrell put away fake news, put away Democratic Party using race to divide, NOW totally,completely supports Trump/polices",2,1,6
Chip Roy,@chiproytx,2020-08-01T19:19:05.000Z,"The 
@realDonaldTrump
 record on jobs/regs/economy (pre-C19), Israel, Judges, Border, Life (etc) is the problem for Biden. Style/tweets (& spending) aside, he should run on post-COVID recovery, beating China, finishing job of sticking a knife in the swamp, & to #StandUpForAmericaQuote Tweet
Hugh Hewitt
@hughhewitt
 ∑ Aug 1, 2020
Now on the landing page. The reaction to this matter-of-fact listing of Å¶@realDonaldTrumpÅ© achievements is very telling. Blue Check twitter hates when their narrative is disrupted,and @JoeBiden partisans don't even want facts presented fairly.  https://washingtonpost.com/opinions/2020/08/01/case-trump-will-come-down-his-record-its-strong-one/¶",105,24,24
Hoag in da House,@HoagML,2020-08-01T23:59:19.000Z,Sticking a knife on the swamp would be hara-kiri only without any of the honor,,,6
Michelle Brence,@mbrence,2020-08-01T18:04:41.000Z,"My daughter played soccer. There is no creature more savage, more ruthless, than a 15-year-old girl.My daughter played soccer. There is no creature more savage, more ruthless, than a 15-year-old girl.",70,39,688
Wayne Crouse,@WayneCrouse4,2020-08-01T23:56:05.000Z,"I was told when I married, if I wanted to see what my wife would be like in the future.

Watch my new mother-inlaw.

So far, dead on!

I've told my daughters boyfriends the same, LMAO",1,,4
"Louise Mensch, M.A.",@LouiseMensch,2020-08-01T23:49:44.000Z,"Very good. 
@ASDGovAu
 ma'ams and sirs, you cannot allow 
@realDonaldTrump
 to pre-empt you; ban TikTok tomorrowVery good. 
@ASDGovAu
 ma'ams and sirs, you cannot allow 
@realDonaldTrump
 to pre-empt you; ban TikTok tomorrow",1,1,15
"Margaret
Karma bitches",@MargaretHardwi5,2020-08-01T23:57:57.000Z,You know the funny thing is all the kids want revenge on Trump now. An interesting side effect of banning it,2,,4
GodBlessAmerica,@chattycathy317,2020-08-01T22:49:10.000Z,They have a playbook that is as old as the partyThey have a playbook that is as old as the party,1,,1
J Brock,@scary_brock,2020-08-01T23:59:03.000Z,"You would think they would update, once in a while! My God. No originality is one of their defining features, so I guess it never occurs to them. Only good at following orders.",1,1,1
Dan Fried,@dfried,2020-08-01T23:59:55.000Z,"The family & friends of those killed by Covid-19 will not forget what he has done. Red, blue or purple.The family & friends of those killed by Covid-19 will not forget what he has done. Red, blue or purple.",,,9
Jillian,@DivaJilly,2020-08-01T23:14:44.000Z,"Melania is cut from the same cloth as trump, don't think otherwise for a second. If anything, she's more dangerous because she's more conniving.Melania is cut from the same cloth as trump, don't think otherwise for a second. If anything, she's more dangerous because she's more conniving.",2,1,30
"MarilynMcCool
#KHIVE",@MHornsby16,2020-08-01T23:57:40.000Z," Well Said... Remember the birther fiasco she and 
 deserve each other.",,,4
Fitzgerald Mayhan Jr,@bigtymenc,2020-08-01T23:57:04.000Z,"Two White Supremacists Arrested for Hate Crimes After Attacking Black Folks Inside a Vehicle in California [Video] https://lovebscott.com/?p=167404 Can't blame 
@realDonaldTrump
 4 everything, but his base hears him loud & clear. They know their language & understand it 
@juliawb",1,1,2
tobllort,@Rob55436237,2020-08-01T23:18:02.000Z,Because that certainly affects ownership.Because that certainly affects ownership.,1,,
Hot Sports Opinions,@401KBRO,2020-08-01T23:57:35.000Z,"Inheritance, property, land value, capital gains, and financial transactions for starters. Corporations that use taxpayer-funded infrastructure can pay use fees as well.",1,,3
That's HEDLEY!,@HedleyLamarr23,2020-09-01T23:59:40.000Z,And Pence is claiming he doesn't remember whether he almost became Acting President last fall. I guess that's an easy thing to forget.,4,3,25
Dr. Interracial,@sandyleevincent,2020-09-01T23:58:59.000Z,"Lawyers for police in MN are reporting they have police body cam video of Floyd ingesting his drugs before having a overdose. 
@AGEllison
 had the body cam footage & the ME report of Floyd overdosing on June 1st & allowed MN to be destroyed. 
@realDonaldTrump
 investigate.",4,53,122
LoudUntamedWoman!! (She/Her),@DizziChick25,2020-09-01T23:57:43.000Z,"The 7 year old walks in the living room, ""Do you mind if I turn this tv off? I don't like what its talking about. We all know 
@realDonaldTrump
 failed and the ads stress me out!"" She's 7. She gets it. We turned off the tv.",,1,9
Jacquie,@After_Words,2020-09-01T23:56:39.000Z,"I don't like people opining about 
@realDonaldTrump
's health because I think it's all just speculation, but if you offered theories about Hillary Clinton or are passing around fake Biden memes and are pushing back now, you are a hypocrite of the very worst kind.",,,5
"MFFL RJ
Deus P√°tria Lealdade Q",@MarleneFFL,2020-09-01T23:59:13.000Z,"President 
@realDonaldTrump
 is committed to helping Kenosha rebuild.

We will provide $1 million to Kenosha law enforcement, nearly $4 million to support the small businesses that have suffered, and over $42 million to support public safety statewide. From 
The White House 45 Archived",1,7,38
Reince Priebus,@Reince,2020-09-01T17:31:21.000Z,"Looking forward to seeing and traveling to our beloved Kenosha with 
@realDonaldTrump
 and thanking him for helping restore law and order!",4.8K,749,1.6K
Margot Durkin,@mrsdurkinmuses,2020-09-01T23:58:33.000Z,Why didn't all of you wear #Masks ?,,,9
Lun1sWorld,@Lun1sWorld,2020-09-01T23:59:47.000Z,"Wait this has already happened correct, which means 
@realDonaldTrump
 already did it to #AmericaQuote Tweet
Students For Trump
@TrumpStudents
 ∑ Sep 1, 2020
President @realDonaldTrump tours what Biden will do to America.",,,2
WTS,@WesleyS97909033,2020-09-01T23:58:08.000Z,Ummm. This is trumps America.Ummm. This is trumps America.,,2,4
AriB2783,@AriB2783,2020-09-01T23:58:52.000Z,Nope. The excess deaths stats support the covid ascribed deaths.,,,2
Mark Knoller,@markknoller,2020-09-01T23:52:26.000Z,"WH serves notice on 
@MayorBowser
 that a DC panel's recommendations to eliminate monuments and statues honoring Washington, Columbus, Jefferson, et al ""will go absolutely nowhere"" as long as 
@realDonaldTrump
 is President. 
@PressSec
 calls the recommendations ""irresponsible.""",302,1.4K,6.4K
NH,@TwoQuoque,2020-09-01T23:57:42.000Z,It should go nowhere no matter who is president. The story here isn't Trump...,,1,4
Don't Tell Me Things Can't Change,@VSE4me,2020-09-01T23:57:38.000Z,"Trump is the guy who pushes blame elsewhere. He pushes so hard he has delusions about new people to blame.  This is the úI take no responsibilityù president, and all this is happening on his watch.  The buck stops there, except he doesn't want it. 
#DementiaDonald",,,10
"Cristine
IT'S FINALLY OVER!!!",@cgreany930,2020-09-01T15:53:32.000Z,"It's always úsome peopleù but he can NEVER say who these so called people are! An airplane full of people in black uniforms with gear - REALLY??? Anyone who's ever flown knows this is highly improbable, airlines have strict rules about what you can/can't board the plane with.It's always úsome peopleù but he can NEVER say who these so called people are! An airplane full of people in black uniforms with gear - REALLY??? Anyone who's ever flown knows this is highly improbable, airlines have strict rules about what you can/can't board the plane with.",24,22,307
Oriental Poppies,@orientalpoppies,2020-09-01T23:56:47.000Z,You get kicked off a plane if you don't wear a mask. Go figure about his úthugsù on the plane. He can never tell who útheyù are because they don't exist.,,,14
Elliott with 2 T's!,@ElMcClelland,2020-09-01T23:57:35.000Z,"Serious question here:

In an age of cyber warfare, Predator Drones, spy satellites, and Seal Team Six's stealth helicopter, do you honestly believe that the government is afraid of your AR-15?

Seriously asking here.Serious question here:

In an age of cyber warfare, Predator Drones, spy satellites, and Seal Team Six's stealth helicopter, do you honestly believe that the government is afraid of your AR-15?

Seriously asking here.",4,,10
"Craig
+
=
(me)",@FJ_Bruiser,2020-09-01T23:04:53.000Z,"Wait, Trump is being blamed for BLM and Antifa riots? Didn't the DNC VP candidate say that they won't and shouldn't stop?Wait, Trump is being blamed for BLM and Antifa riots? Didn't the DNC VP candidate say that they won't and shouldn't stop?",1,,1
Josh Anderson,@TDIAct,2020-09-01T23:58:23.000Z,"Let's take a minute and realize even leftist 
@snopes
 says it's true Biden staffers and such actually used their own money to help bail out rioters who committed criminal acts, and somehow someway its 
@realDonaldTrump
 who made all this happen? Woahhhhhhhhhh #History #Logic #Truth",,,2
underscore,@the_under_score,2020-09-01T23:57:38.000Z,"""which led the Big Ten to hire Carrie Cecil, CEO at Anachel Communications, a public affairs and communications consulting firm, to help with the fallout. ""

B1G needs a refund then as fallout has only gotten worse.""which led the Big Ten to hire Carrie Cecil, CEO at Anachel Communications, a public affairs and communications consulting firm, to help with the fallout. ""

B1G needs a refund then as fallout has only gotten worse.",2,,7
Carolyn,@carolynmc,2020-09-01T23:59:21.000Z,In heals too,,,6
Michael,@OtterRuin,2020-09-01T23:57:50.000Z,Over/under on the angle he's arching he back and leaning forward right now,,,2
Senator_Corleone,@JimmyA_Shook1s,2020-09-01T23:59:19.000Z,Warren probably was mad his time was wasted.Warren probably was mad his time was wasted.,,,1
Debz,@Debz86855669,2020-09-01T23:59:10.000Z,Bully boys need sorting out! The time has come for change people! X,,,2
Will Black,@WillBlackWriter,2020-09-01T23:58:52.000Z,"After a day of searching I've found something that is #RightWingJokes 

It is so-called president of the USA 
@realDonaldTrump
 signing autographs for (and spreading disease to) his base, which he assumes to be all money obsessed. 

Clip via 
@ProjectLincolnQuote Tweet
Will Black
@WillBlackWriter
 ∑ Sep 1, 2020
0:53
The humourless and at often frankly psychopathic culture of the Tory mob are losing their shit that almost no successful comedians are right wing (failing to recognise that they fail because they are shit)

Here's failed journalist ",,3,7
j…án œà,@tylersfIoof,2020-09-01T23:59:11.000Z,*president donald trump tours what he's done to america*president donald trump tours what he's done to america,,,2
