User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Canadian Patriot,@CommonSenseTory,2019-04-01T22:47:48.000Z,"If you think that you, 
@JustinTrudeau
 & 
@cathmckenna
 are saving the world by paying a #CarbonTax; I've got a bridge to sell you!

#cdnpoliGIF",1,2,2
Richard Marceau,@richardmarceau,2019-04-01T21:59:39.000Z,"Rivlin meets Trudeau, thanks him for standing up to BDS, anti-Semitism. #Canada and #Israel: close allies. https://timesofisrael.com/rivlin-meets-trudeau-thanks-him-for-standing-up-to-bds-anti-semitism/¶ #cdnpoli #Zionism #BDS #antisemitism #sharedvalues 
@CIJAInfo
 @IsraelinCanada
 @JustinTrudeau
 @PresidentRuvi
 @ruvirivlinRivlin meets Trudeau, thanks him for standing up to BDS, anti-Semitism
President commends Canada's opposition to Iran and support of Israel internationally; two leaders set to visit Ottawa Holocaust memorial
timesofisrael.com",,1,5
Julie,@Juliesgottapee,2019-04-01T22:52:22.000Z,Why? Why are we friends with a country that engages in genocide and apartheid and illegal occupation? Why? I really don't get it.Why? Why are we friends with a country that engages in genocide and apartheid and illegal occupation? Why? I really don't get it.,7,2,17
S.W.A.T,@no2wind,2019-04-01T22:19:42.000Z,Aye that is what they do. Destroy the very planet they are pretending to save.Aye that is what they do. Destroy the very planet they are pretending to save.,1,3,3
Victor,@Canada_BCD,2019-04-01T22:29:13.000Z,Hmmmm....so that we'll head produces more energy than 100 wind farms...oh it's cheaper...low impact on the ecosystem....burns clean....why are we using renewables again?,2,3,5
GEORGE SUN,@GEORGESUN2012,2019-04-01T23:44:21.000Z,No carbon tax!!!!No carbon tax!!!!,1,,9
Daniel Minden,@DanielMinden,2019-04-01T22:53:41.000Z,"Thrilled to have joined Prime Minister 
@JustinTrudeau
 and Israel's 
@PresidentRuvi
 for a state luncheon this afternoon. I'm optimistic about the wonderful Canada-Israel friendship and I thank Prime Minister Trudeau for his strong support of the Jewish state. #cdnpoli ",1,,13
Everything Matters,@it_matters_2_me,2019-04-01T23:45:53.000Z,"I couldn't stop laughing when I read ""govt"" scientists/report regarding today's climate leak on Canada's accelerated warming. Anytime the GOVT puts out anything...I take it with extra precaution and skepticism.",1,4,14
Karl Mitchell,@kmichl2,2019-04-01T22:21:05.000Z,Rebates are allegedly even higher than the tax. How exactly does taking money away then giving you more back modify consumer behaviour?,3,5,9
"""Biden Won"" = biggest fraud in US history",@Tangomitteckel,2019-04-01T21:37:00.000Z,"Many are fly by night companies who are in business to make a quick buck, distribute the cash among themselves then declare bankruptcy before the equipment starts failing.  It's a government spawned scam.   https://dailycaller.com/2015/01/16/gone-with-the-wind-1-in-4-wind-turbine-companies-went-bust-in-last-two-years/¶",1,2,3
Carolyn Munro,@Carolyn_Munro,2019-04-01T18:05:53.000Z,"This is rich coming from anyone in 
@liberal_party
 , maybe they should think about their prestige leader 
@JustinTrudeau
 has done to Canada reputation on the global stage.This is rich coming from anyone in 
@liberal_party
 , maybe they should think about their prestige leader 
@JustinTrudeau
 has done to Canada reputation on the global stage.",8,2,16
Janis Sexton,@Ez4u2say_Janis,2019-04-01T22:09:52.000Z,"He repaired the damage caused by Harper.
Restored our Canadian dignity.
Check the stats lady.",2,4,10
David Akin,@davidakin,2019-04-01T17:59:04.000Z,"Transport Min 
@MarcGarneau
 on JWR's taping of Wernick:  útotally inappropriateù únot an honourable thing to doù",422,186,230
GSilverman,@GLSilvermanMD,2019-04-01T19:57:18.000Z,"This is beyond disappointing 
@MarcGarneau
 What is inappropriate and dishonourable is the political pressure put on 
@Puglaas
 I am glad she recorded it & that the public is able to hear verbatim how 
@JustinTrudeau
 is prepared to abandon fundamental tenets for political expediency",,2,8
Reed Larson,@jimmygotyme,2019-04-01T22:56:28.000Z,"Make sure to reminisce about the time you provided CDN tax dollars to Palestine so they could afford rockets to fire into the Golan Heights,Make sure to reminisce about the time you provided CDN tax dollars to Palestine so they could afford rockets to fire into the Golan Heights,",1,1,10
Toronto Star,@TorontoStar,2019-04-01T20:19:34.000Z,"#Breaking: Canada is warming faster than the world average from human-caused climate change, Environment Canada saysCanada warming faster than the rest of the world, says Environment Canada
The report estimates the average annual temperature across Canada has jumped by 1.7 degrees since 1948 î more than twice the global average increase o...
thestar.com",444,1.7K,1.2K
Pincher (WASH YOUR %&*$#%@ HANDS) M.C.,Pincher (WASH YOUR %&*$#%@ HANDS) M.C.,2019-04-01T23:57:29.000Z,"the increase is not because of US (Canada) it is the weather patterns bringing the effects TO US from others .... so no matter what 
@JustinTrudeau
 does to empty my wallet, or 
@AndrewScheer
 promises to replace it.... none of it makes a shit tickle of difference",,2,8
Geoff Bickerton,@gbickerton398,2019-04-01T23:27:17.000Z,"Instead of conspiring with right-wing South American regimes to promote an illegal coup 
@JustinTrudeau
 and the Canadian government should be supporting the efforts of the Red Cross to bring humanitarian relief to the Venezuelan people.
##cdnpoli 
https://nytimes.com/2019/03/29/world/americas/red-cross-venezuela-aid.html¶",2,14,21
Michael Bueckert,@mbueckert,2019-04-01T21:23:43.000Z,"Also today, in a press release released by the Israeli Embassy, PM Justin Trudeau is quoted as rejecting ""discriminatory measures aimed at singling [Israel] out in international forums."" Presumably he is referring to (and mischaracterizing) BDS.Also today, in a press release released by the Israeli Embassy, PM Justin Trudeau is quoted as rejecting ""discriminatory measures aimed at singling [Israel] out in international forums."" Presumably he is referring to (and mischaracterizing) BDS.",1,13,19
Michael Bueckert,@mbueckert,2019-04-01T21:27:29.000Z,"Earlier in November 2018, 
@JustinTrudeau
 pivoted during an apology over Canada's rejection of Jewish refugees to condemn ""BDS-related intimidation,"" equating human rights activism with antisemitic hate crimes (in the wake of Pittsburgh no less)Quote Tweet
Michael Bueckert
@mbueckert
 ∑ Nov 7, 2018
During an apology for Canada's past rejection of Jewish refugees, @JustinTrudeau pivoted to condemn BDS, equating it with hate crimes & violence. He used Canada's history of white supremacy to throw Palestinians under the bus (who had nothing to do with this). #cdnpoli #StLouis
Show this thread",1,12,20
Michael Bueckert,@mbueckert,2019-04-01T21:28:41.000Z,"Then in January 2019, 
@JustinTrudeau
 repeated his condemnation of pro-Palestinian activism, saying ""movements like BDS that single out Israel, that seek to delegitimize and in some cases demonizeù are not ""acceptable""Justin Trudeau on BDS - January 15, 2019
Canadian Prime Minister Justin Trudeau responds to a question about the boycott, divestment, and sanctions (BDS) movement against Israel. Trudeau defends his...
youtube.com",1,9,19
Ed Wiebe,@edwiebe,2019-04-01T22:38:25.000Z,"This report is not remotely surprising.

https://cbc.ca/news/technology/canada-warming-at-twice-the-global-rate-leaked-report-finds-1.5079765¶

Some may have wondered why I and many other scientists and others continue to point out the hypocrisy of buying pipelines (
@JustinTrudeau
) and pushing #LNG (
@jjhorgan
). Wonder no more.",1,1,1
Chris Mitchelmore,@MitchelmoreMHA,2019-04-01T22:28:21.000Z,"I commend the 
@PremierofNL
 @DwightBallMHA on successfully renegotiating the Atlantic Accord with Prime Minister 
@JustinTrudeau
 & 
@Bill_Morneau
 to bring $2.5 Billion in benefits to our province so that we are the primary beneficiary of our offshore resources. #GovNL",3,2,18
Charlie Angus NDP,@CharlieAngusNDP,2019-04-01T21:42:24.000Z,"The people of #Grassynarrows deserve better.
 
@JustinTrudeau
 used them as a butt of his joke at the wealthy Laurier Club. 
He walked away on his promise to clean up the river and his promise to deliver health services for the victims of mercury contamination. 
@FreeGrassy",13,42,81
NWAC,@NWAC_CA,2019-04-01T22:00:26.000Z,"To advance reconciliation, Indigenous women must be given equitable funding to address our needs and priorities as we see fit. #Budget2019 fails to do this. #BudgetEqualityNow 
@JustinTrudeau
 @Carolyn_Bennett
 @MaryamMonsef
 @Bill_Morneau",,4,3
GraceIrene,@GraceIrene21,2019-04-01T20:37:42.000Z,"RT I BELIEVE population reduction is one of the goals of the .. ""agenda""; no guilt; they believe this is for the greater good ..RT I BELIEVE population reduction is one of the goals of the .. ""agenda""; no guilt; they believe this is for the greater good ..",4,2,4
Friends of Science,@FriendsOScience,2019-04-01T20:40:21.000Z,There are many acolytes who think that way...this is why we have to speak up. https://blog.friendsofscience.org/2018/12/31/the-humanicidal-temptation-of-environmentalism/¶,,2,3
David Akin,@davidakin,2019-04-01T22:25:00.000Z,"#NewsNOW at Rideau Hall: @GGJuliePayette and 
@JustinTrudeau
 attend a state dinner in honour of Israel President Reuven Rivlin.",2,2,4
Canada Fact Daily,@CanFact,2019-04-01T23:29:05.000Z,"Apr 1 2019 - Under pressure the #SNCLavalin scandal,  
@JustinTrudeau
 officially announces his resignation as 
's 23rd PM in an emotional resignation in Parliament; in an ironic twist the 
@liberal_party
 installs 
@Puglaas
 as the interim PM
@kady
 @acoyne
 @kinsellawarren
 #cdnpoli",2,2,7
SAIA York,@SaiaYork,2019-04-01T23:21:29.000Z,"On Israeli president Rivlin's visit today in Ottawa, 
@JustinTrudeau
 issued yet another condemnation of the BDS movement & Israeli Apartheid Week, stating that they ""hold Israel to an entirely different standard than any other country in the world."" #cdnpoli #onpoli #YorkU",6,16,12
Justin Trudeau,@JustinTrudeau,2019-04-01T22:44:54.000Z,"A moving moment at the National Holocaust Monument as 
@PresidentRuvi
 and I remembered and honoured the more than six million Jews murdered during the Holocaust.Reuven Rivlin",93,102,653
Andrew Dobbie,@A_Dobbie11,2019-04-01T23:50:26.000Z,"We've been analyzing the mass of e-waste diverted from landfills too as part of our 
@TeachSDGs
 efforts.  I wonder what our current total diverted mass is equivalent to...
http://bit.ly/qualed4allsavings¶ 
@UN
 @SDGaction
 @NavdeepSBains
 @JustinTrudeau
 @CityBrampton",2,,4
Justin Trudeau,@JustinTrudeau,2019-04-01T22:44:53.000Z,"Our shared values and strong friendships are worth celebrating. My thanks to 
@PresidentRuvi
 and the members of the Jewish community who joined us in Ottawa today. Reuven Rivlin",81,75,542
Rob Oliphant,@Rob_Oliphant,2019-04-01T21:44:56.000Z,"Today's visit by Israeli President Reuven Rivlin and his thanks to 
@JustinTrudeau
 for his moral leadership against Antisemitism and all forms of hatred is a testament to our close relationship based on shared values.Howard Brown and 2 others",6,8,20
Brad Zarnett,@BradZarnett,2019-04-01T23:21:51.000Z,"New Canadian Climate Report: Climate change warming in Canada at twice the rate of the rest of the world. While 
@JustinTrudeau
 @cathmckenna
 continue to expand pipelines. #climatechange
#canada #ClimateEmergency
https://cbc.ca/news/opinion/climate-change-report-1.5079886¶",,2,2
Friends of Science,@FriendsOScience,2019-04-01T20:51:02.000Z,If only they would just yap about it and not inflict it on their own kids!If only they would just yap about it and not inflict it on their own kids!,1,2,1
Tom Fletcher,@tomfletcherbc,2019-05-01T18:49:26.000Z,"Horgan says he has a call in to 
@JustinTrudeau
 to ask what options he has to put more light oil or fuel down #TransMountain #bcpoli #bclegHorgan says he has a call in to 
@JustinTrudeau
 to ask what options he has to put more light oil or fuel down #TransMountain #bcpoli #bcleg",55,53,11
Ken Grierson,@snarkywhiteguy,2019-05-01T23:13:00.000Z,"He's asking PMJT for pipeline advice?
OMFG",,5,25
Al Iaquinta,@ALIAQUINTA,2019-05-01T23:21:46.000Z,It would be an absolute honorIt would be an absolute honor,26,12,275
Chris Belzil,@Paperboy_ca,2019-05-01T23:22:13.000Z,Can you smack some sense into him?,1,,24
Ms Cindy,@CindylouAB,2019-05-01T21:13:52.000Z,They sure did!!  My heart goes out to anyone working abroad and in trouble through no fault of their own. This gov will NOT have your back ,,2,8
#WomenSayNoToPM!,@delta_su,2019-05-01T22:52:17.000Z,"Welcome to the new way to govern Canada by 
@JustinTrudeau
.Welcome to the new way to govern Canada by 
@JustinTrudeau
.",,,5
Senator Leo Housakos,@SenatorHousakos,2019-05-01T19:53:43.000Z,It seems under the Trudeau government anything is allowed.  Let's remember that the Government Leader in the Senate a position recognized in the Parliament of Canada Act has titled himself as the Gov Representative. He claims his even a none affiliated Senator. LOLIt seems under the Trudeau government anything is allowed.  Let's remember that the Government Leader in the Senate a position recognized in the Parliament of Canada Act has titled himself as the Gov Representative. He claims his even a none affiliated Senator. LOL,28,8,31
Colin Morton,@AColinMorton,2019-05-01T22:10:04.000Z,You're blaming Trudeau for the childish antics of the Conservative Party? Really?,,3,3
Justin Trudeau,@JustinTrudeau,2019-05-01T15:59:13.000Z,"Canada has the best canola in the world, and we're supporting our canola producers & their families. Today, we're announcing changes to the Advanced Payment Program to help farmers as we continue working to diversify our markets. Learn more: https://bit.ly/2GXTBlS",215,211,1.1K
Cary Eyben,@CaryEyben,2019-05-01T22:44:29.000Z,"Good job on giving farmers more access to debt, that solves nothing",1,,18
Pugsley,@PugsleySiegel,2019-05-01T21:49:23.000Z,"And also crossed the floor and ""people-handled"" an MP after the elbowing.",,1,10
Nathan Cullen,@nathancullen,2019-05-01T21:31:03.000Z,I've heard Trudeau refer to Scheer as the Conservative leader' and Jagmeet Singh as the leader of the NDP'. Didn't see cause for offence in not using their other titles. Maybe PM is deserving of more deference but of all going on in QP this wouldn't be the first thing I'd fixI've heard Trudeau refer to Scheer as the Conservative leader' and Jagmeet Singh as the leader of the NDP'. Didn't see cause for offence in not using their other titles. Maybe PM is deserving of more deference but of all going on in QP this wouldn't be the first thing I'd fix,69,31,110
Hope Aldridge,@HopeAldridge,2019-05-01T22:16:31.000Z,"Neither of them is the **Prime Minister* but Trudeau IS & is supposed to be addressed as such!
Do you have a point?
Or will you never get over losing the 2015 Elxn? Or forever hating those who did win when U thought YOU were entitled to?
#cdnpoli",1,5,22
MaggieMay,@CailinasEirinn,2019-05-01T20:58:25.000Z,"That's the 
@CPC_HQ
 showing *everybody* that they have absolutely no respect for him.
This is the way it started in the US. 
I'm not kidding.That's the 
@CPC_HQ
 showing *everybody* that they have absolutely no respect for him.
This is the way it started in the US. 
I'm not kidding.",2,7,18
Susan Delacourt,@SusanDelacourt,2019-05-01T19:20:46.000Z,"Actually, it was new to me. That's why I noticed the departure from Commons protocol.Actually, it was new to me. That's why I noticed the departure from Commons protocol.",2,2,10
Marc,@YaWhatHeSaid,2019-05-01T19:22:31.000Z,"That was their line of attack before he become PM.  ""Justin""  ""hair""  ""socks""...etc. To de-legitimize.

Didn't work then...won't work now.",5,3,19
Greg Wycliffe,@gddub,2019-05-01T20:37:31.000Z,"The speaker referring to Trudeau is ""Honourable"" is also a stretchThe speaker referring to Trudeau is ""Honourable"" is also a stretch",1,1,12
Prairie Paul,@PaulDoroshenko,2019-04-30T04:44:11.000Z,"It's a no brainer for me. The Conservatives are a bunch of white supremacy yellow-vest wearing idiots. The NDP on a federal level merely enable the Conservatives.
The Liberals have done a good job overall. 
All of the attacks on Trudeau are stupid beige-suit type critiques.It's a no brainer for me. The Conservatives are a bunch of white supremacy yellow-vest wearing idiots. The NDP on a federal level merely enable the Conservatives.
The Liberals have done a good job overall. 
All of the attacks on Trudeau are stupid beige-suit type critiques.",559,203,397
Jean Marc Poirier,@NOILaserman,2019-05-01T21:35:11.000Z,"Drinking to much LPC koolaid, It's hard to kick the habit,but if you persevere you will finally see the truth",1,,10
Aylan (AY like Day - LAN like LandBack) Couchie,@AylanX,2019-05-01T21:03:59.000Z,Lol. Watching the Yellow Vest dudes alongside Kevin J. Johnston all amped up waiting for this guy who told them he was going to issue a úcitizens arrestù upon Justin Trudeau. Dude was immediately arrested for uttering threats though so I guess they're taking a big L today.,5,45,133
"YVCE
- ARCHIVE",@VestsCanada,2019-05-01T23:53:10.000Z,"Looks like 
@JustinTrudeau
 will continue to walk free.",1,1,22
"Michael A. Moore, OCT, VP",@JohnRossJPS,2019-05-01T22:42:30.000Z,"Enjoying #SchoolPrincipalsDay at 
@tsaaonca
's first ever National Principals' Day Gala! 
@malloy_john
 @LC1_TDSB
 @tdsbMsP
 @tdsb
 @OPCouncil
 @OCT_OEEO
 @Michael_OCTOEEO 
@fordnation
  @LisaThompsonMPP
 @tdsbLC1
 @shelleylaskin
 @RobinPilkey
 @Jennifer_Arp
 @JustinTrudeau
 @JohnTory",,2,10
Prairie Paul,@PaulDoroshenko,2019-04-30T04:34:20.000Z,"The anti-Trudeau hostility is really ridiculous. 
Everybody has their issue but overall we've had a remarkably good government under Å¶
@JustinTrudeau
Å©. I will support them again in the fall election.Trudeau government ran $3.1-billion surplus in first 11 months of 2018-19
A preliminary estimate of the federal books says the government posted a surplus of $3.1 billion through the first 11 months of the fiscal year.
ctvnews.ca",718,1.2K,3.4K
Reed Larson,@jimmygotyme,2019-05-01T20:09:57.000Z,"People shouldn't be hostile towards Trudeau, they should focus their anger at the Liberal party for handing him party leadership, and have an excruciating 6 month wait to vote these corrupt leftist charlatans out of CDN politics,",2,3,26
"Bee *
* Regebi",@JasperBrown4,2019-05-01T21:10:34.000Z,Just another chip off the conventions of not only Parliament but honour and decency. Cons have seen how far politicians can go to destroy the norms of political life by looking to the horrifying success of trump and the republicans. Very sad.Just another chip off the conventions of not only Parliament but honour and decency. Cons have seen how far politicians can go to destroy the norms of political life by looking to the horrifying success of trump and the republicans. Very sad.,1,1,8
SUPPORT SUDAN,@All4Sudan,2019-05-01T18:52:13.000Z,"5/8 #SupportSudan A burst of civic initiative and collective endeavour to inspire the most cynical about the capacities that exist within Sudan to build, create and support, if unleashed and allowed to flourish.
@KayteeSheridan
 @tomozeus
 @WizBish
 @burke_jason
 @BBCJoeInwood5/8 #SupportSudan A burst of civic initiative and collective endeavour to inspire the most cynical about the capacities that exist within Sudan to build, create and support, if unleashed and allowed to flourish.
@KayteeSheridan
 @tomozeus
 @WizBish
 @burke_jason
 @BBCJoeInwood",1,9,8
SUPPORT SUDAN,@All4Sudan,2019-05-01T18:52:17.000Z,"6/8 #SupportSudan But this is all at risk, as the political instability that currently hovers over this scene threatens to destroy all that has been achieved so far.
@francescafree16
 @Hale2Matthew
 @JustinTrudeauMrinalini Santhanam and 4 others",1,10,8
Tony Martin,@RadioFreeTony,2019-05-01T23:33:24.000Z,"What the US is dealing w? (Today US AG lied in testimony and protected rogue president...)
Cdns need to wake up. We're much closer to going down that path than many - including msm - think. 
We have to ensure Scheer doesn't get in. 
@justintrudeauQuote Tweet
MaggieMay
@CailinasEirinn
 ∑ Apr 30, 2019
Replying to @yelich_ivana @fordnation and @ontarionewsnow
1. @OntarioNewsNow is not real""newscast."" But you knew that.
2. The rest of Canada knew it was a waste of time and tax dollars.
3. Any Canadian politician who appears on Fox ""News"" has failed Canada in   every way possible.",1,5,12
Ariel Helwani,@arielhelwani,2019-05-01T22:53:46.000Z,"Dear Prime Minister 
@JustinTrudeau
: please meet American icon and hero 
@ALIAQUINTA
 while he's in Ottawa this week. It will be worth your while. Thank you.",24,60,542
Dorothy Byers,@MrsDByers,2019-05-01T22:08:22.000Z,"So proud of 
@CANFIRST
 @team5672
 not only for their success participating on the field but also for inspiring international recognition as 1 of 3 Chairman's Award nominations. This is stunning! They are true 
FIRST STEM heroes. 
@KirstyDuncanMP
 @JustinTrudeauQuote Tweet
Navdeep Bains
@NavdeepSBains
 ∑ May 1, 2019
Congratulations to @team5672 from Wikwemikong High School on Manitoulin Island, Ont. for being the first ever First Nations team to make it to the robotics world championships! http://qoo.ly/x434m",,4,19
Stephen Taylor,@stephen_taylor,2019-05-01T23:56:34.000Z,This wasn't even that hard. https://openparliament.ca/search/?prepend=MP%3A+%22justin-trudeau%22&q=%22conservative+leader%22¶This wasn't even that hard. https://openparliament.ca/search/?prepend=MP%3A+%22justin-trudeau%22&q=%22conservative+leader%22¶,8,17,85
Friends of Science,@FriendsOScience,2019-05-01T23:04:18.000Z,".
@POTUS
 @EmmanuelMacron
 @JustinTrudeau
 @cathmckenna
  Well, well, well. It's the SUN. The Sun Also Warms: Dr. Willie Soon Shows the Sun-Climate Connection   https://youtu.be/KazGXAqgkds #climatechangeThe Sun Also Warms: Dr. Willie Soon Shows the Sun-Climate Connection
Astrophysicist and climate scientist Dr. Willie Soon gave this presentation titled ""The Sun Also Warms"" at the Friends of Science 16th Annual Major Event on ...
youtube.com",3,13,27
Rick Young,@YoungerGolf,2019-05-01T21:37:00.000Z,"Weather was crappy for #nationalgolfday2019 today so instead of playing I sat down at my computer & wrote a nice letter to the Prime Minister 
@JustinTrudeauAn Open Letter To Our Leader
An open letter to Prime Minister Justin Trudeau about the importance and benefits of Canada's golf industry on National Golf Day.
scoregolf.com",7,16,34
Cosmin Dzsurdzsa,@cosminDZS,2019-05-01T23:30:03.000Z,"During Question Period today the Speaker of the House ruled that 
@PierrePoilievre
 was out of order for bringing up 
@JustinTrudeau
's Chinese ""little potato"" nickname.

""When leaders in China dismissed this PM as quote 'little potato' he thought they meant it as a compliment.""",2,11,22
Brent Patterson,@CBrentPatterson,2019-05-01T23:43:01.000Z,"Imagine this kind of applause in Ottawa if the Parliament of Canada, as a first step in seriously addressing #climatebreakdown, declared a climate emergency as the UK Parliament just did! 
@JustinTrudeau
 @AndrewScheer
 @theJagmeetSingh
 @yfblanchet
 @ElizabethMayQuote Tweet
Extinction Rebellion
@ExtinctionR
 ∑ May 1, 2019
BREAKING - UK MPs pass a motion to declare an environment & climate emergency. This has seen them start to #TellTheTruth about the climate & ecological crisis. They must now halt biodiversity loss, go net #ZeroCarbon2025 & create a #CitizensAssembly.",1,20,25
Najma Ahmed,@najmadoc,2019-05-01T21:48:22.000Z,"The vast majority of Canadian women support stronger gun laws. Femicide took 147 lives last year, the most common method of killing was by gun, at the hands of a male intimate partner or relative.  
@JustinTrudeau
 @BillBlair
 @Docs4GunControlQuote Tweet
S√©nateur/Senator Pierre J. Dalphond
@DalphondPierre
 ∑ May 1, 2019
#R√©alit√© 21: 2018, femme de 22 ans abattue par arme semiauto achet√©e l√©galement 2 semaines avant par ex-copain malade. Pourquoi s'opposer √† + grande v√©rification ant√©c√©dents? #GunControl #CanadaSansArmes #cdnpoli #senCA @Polysesouvient https://calgarysun.com/news/crime/calgary-police-release-details-of-el-dibs-horrific-murder¶",,6,7
Geoff's Best,@geoffreybest,2019-05-01T10:31:33.000Z,"Yeah One Party State Forever , let's go SNC-Levalin majority Government......I mean Liberal......Yeah One Party State Forever , let's go SNC-Levalin majority Government......I mean Liberal......",2,2,43
SAM,@learnaboutsam,2019-05-01T19:13:05.000Z,"Canadian Prime Minister 
@JustinTrudeau
 promised that legalizing marijuana would take the profits of marijuana out of the hands of criminals by eliminating the black market. In reality:Canada's black market for weed is thrivingîeven after legalization
The illicit stuff is a lot cheaper and still widely available.
qz.com",4,15,18
David Akin,@davidakin,2019-05-01T21:56:28.000Z,"AB Premier 
@jkenney
 is in Ottawa Thursday and will meet with 
@JustinTrudeau
 : 1330 ET in West Block.",7,4,15
David Rider,@dmrider,2019-05-01T20:35:20.000Z,"Scrums can be heated & confrontational. Once in while, they are fun. Here is Newstalk 1010 reporter 
@meyer_lucas
 (voice of 
@JustinTrudeau
 on that Simpsons episode) getting ""caught"" by Mayor 
@JohnTory
 doing a Tory impression post-scrum https://680news.com/video/2019/05/01/toronto-journalist-gets-caught-doing-his-impression-of-mayor-tory/¶",2,10,27
Catherine McKenna,@cathmckenna,2019-06-01T20:02:48.000Z,"Happy #PrideMonth! Everyone deserves the same rights and opportunities in life, no matter who they love or how they identify. This month and every month, let's celebrate diversity and equality î and keep pushing for a more inclusive #OttawaCentre and a more vibrant Canada!Justin Trudeau and 2 others",69,41,157
Devon Murray in a #WEXIT hurry,@devron00,2019-06-01T20:13:34.000Z,Is June pride month or indigenous month? Make up your minds which signal to beam out.,,2,8
Jason Kenney,@jkenney,2019-06-01T22:55:43.000Z,"Thank-you to Prime Minister 
@JustinTrudeau
 for calling to express his concern about the NW Alberta forest fires, and to reiterate the Government of Canada's willingness to provide assistance as needed. We appreciate the support & good wishes of Canadians from coast to coast.",25,52,403
Miles Lunn,@mileslunn,2019-06-01T23:58:00.000Z,"Well said.  No fan of Trudeau and hope he loses in October, but I believe more gets done when provinces and federal govt work together even if a different political stripe.",,,9
David Hill,@DavidLHillPA,2019-06-01T20:09:56.000Z,"Still better than Trump, is the point.",3,,27
Daniel Bordman,@Ranting4Canada,2019-06-01T22:03:48.000Z,"This is the flag of #Hezbollah, a listed terrorist organization in Canada, flying over the streets of Toronto during Al Quds day.  There was no permit for this hate rally, yet the police helped them shutdown University to march. Comments 
@JustinTrudeau
 @JohnTory
 @fordnation
?",52,175,117
Nathan - THE REPUBLIC OF ALBERTA IS IN OUR FUTURE,,2019-06-01T23:43:58.000Z,This is as disturbing as it gets l. Letting this fly around the city promoting itself and it's hate is the very definition of treason.,1,2,4
Simon,@smatters44,2019-06-01T19:29:37.000Z,Absolutely wrong. We have only flag. Everything else has its place but not on government buildingAbsolutely wrong. We have only flag. Everything else has its place but not on government building,,1,7
"ITSMETOO2
PPC BERNIER NATION",@Valerie24190901,2019-06-01T20:21:34.000Z,"I DEMAND AN EXPLANATION 
@JustinTrudeau
 HOW DO YOU LET AN EX-IMAM RUN AS AN MP BUT YOU WILL NOT ALLOW A PRO-LIFER RUN. IF YOU HAD ANY BRAINS YOU WOULD KNOW THAT MUSLIMS DO NOT BELIEVE IN ABORTIONS SO THEY ARE PRO-LIFE. PLEASE EXPLAIN THIS, I AM WAITING!!",2,1,3
Alan Poirier,@alan_poirier,2019-04-01T16:58:56.000Z,"Bit by bit, the climatologists are actually saying CO2 causing cooling. Look at the polar vortex arguments. It's such a scam. How anyone falls for it is beyond me.Bit by bit, the climatologists are actually saying CO2 causing cooling. Look at the polar vortex arguments. It's such a scam. How anyone falls for it is beyond me.",14,15,24
Christopher Drake,@ergodrake,2019-06-01T22:59:47.000Z,"It's actually a political movement, masquerading as an enviromental one. The leaders know its bullshit, what's important is can they sell it.",,3,8
Westcoast Reader,@WestcoastReader,2019-06-01T22:31:38.000Z,"Lots to see, do and eat at #HatsOffDay 
@BurnabyHeights
.   Even our Prime Minister 
@JustinTrudeau
 joined in on the fun!",1,6,19
Alberta,@AlbertaOkotoks,2019-06-01T21:39:14.000Z,"If this PM 
@JustinTrudeau
 & the GG @GGJuliePayette had any decency in them they would fill the plane with Veterans & Families. They are the ones deserving to go. But we know that's not happening 
They should bloody well stay home.If this PM 
@JustinTrudeau
 & the GG @GGJuliePayette had any decency in them they would fill the plane with Veterans & Families. They are the ones deserving to go. But we know that's not happening 
They should bloody well stay home.",1,3,8
Dr. Anti Anti-maskers,@DiorIzzy,2019-06-01T22:46:17.000Z,"I don't see 
@realDonaldTrump
 & @senatemajldr in that photo. You are mistaken!I don't see 
@realDonaldTrump
 & @senatemajldr in that photo. You are mistaken!",1,,25
Daniel Bordman,@Ranting4Canada,2019-06-01T22:43:28.000Z,It did not have a permit.  The answer is pure moral cowardice from politicians and police chiefs.It did not have a permit.  The answer is pure moral cowardice from politicians and police chiefs.,1,4,28
Francis Armstrong,@Colleen_B2B,2019-06-01T23:42:24.000Z,Read your tweet and see how condescending you just were. I am a swing voter personally. Mulcair was a great leader and the NDP made a mistake. Scheer cannot win and the left needs to come together to prevent that.Read your tweet and see how condescending you just were. I am a swing voter personally. Mulcair was a great leader and the NDP made a mistake. Scheer cannot win and the left needs to come together to prevent that.,2,,
Auntie Alias,@AuntieAlias1,2019-06-01T23:56:51.000Z,"Your tweets have been heartless, condescending, and full of falsehoods and gaslighting. If you can't show an ounce of respect for Indigenous people, kindly refrain from commenting about their concerns.",,,6
