Moving Average,class
-0.0001383298195578586,UP
-0.0001091313169478969,DOWN
-0.0001332423637092628,UP
-0.0001279772606399554,UP
-0.00012120026299466957,UP
-7.4922555150847e-05,DOWN
-0.0001023591075228758,UP
-9.053630781741262e-05,DOWN
-9.429256161430644e-05,UP
-9.262284008060284e-05,DOWN
-9.366544250055675e-05,UP
-8.773020223795669e-05,DOWN
-9.187755828143906e-05,DOWN
-0.00010123463612132788,UP
-8.441541753523296e-05,DOWN
-8.542046397619352e-05,UP
-5.1995558040029977e-05,DOWN
-5.3199393842406906e-05,UP
-2.439939577270067e-05,DOWN
-3.6296212983621956e-05,UP
-2.544813587213035e-05,DOWN
-2.625881059881152e-05,DOWN
-3.3500024577692855e-05,UP
-2.5113081824290617e-05,DOWN
-4.920507837891108e-05,DOWN
-5.608659086808743e-05,UP
-4.966593293542765e-05,DOWN
-5.3520500028270135e-05,DOWN
-6.436916085617028e-05,UP
-4.419601066230072e-05,DOWN
-6.380048196574784e-05,DOWN
-8.499856960297869e-05,DOWN
-0.00010956863785249737,UP
-0.00010358275047095411,DOWN
-0.00010939936591514154,UP
-9.997452717014355e-05,UP
-9.621664651038309e-05,UP
-7.14834724770963e-05,DOWN
-8.338957606790487e-05,DOWN
-8.618132901028197e-05,UP
-8.291323560594144e-05,DOWN
-0.00010510141001485174,UP
-9.35565010657946e-05,DOWN
-9.908657590296244e-05,DOWN
-0.00010338884795424441,UP
-9.477932933021904e-05,UP
-7.603799388644639e-05,DOWN
-8.02225862626127e-05,UP
-4.200531687947873e-05,UP
-4.0597656634666635e-05,UP
-3.929002078573163e-05,UP
-2.3241326452039246e-05,DOWN
-7.03966088517749e-05,DOWN
-0.00010768833939689415,UP
-9.970207080001181e-05,DOWN
-0.00011323805146634669,DOWN
-0.00012224047805386995,DOWN
-0.00013169194149953434,DOWN
-0.00013617699901069535,UP
-0.00012816369646606596,UP
-0.00011902941717800708,UP
-9.36503426010038e-05,DOWN
-9.609094660545381e-05,DOWN
-9.7249892635487e-05,DOWN
-0.00011248158087551197,UP
-0.00010253737201915136,DOWN
-0.00010752929121649046,DOWN
-0.00010756900684971704,UP
-0.00010544299090420317,DOWN
-0.00010778234443642454,DOWN
-0.00011065564907197789,DOWN
-0.00013530324254618087,UP
-0.0001329296653407308,UP
-0.0001265190613108924,DOWN
-0.00013694415984177866,DOWN
-0.0001376863758932867,UP
-0.00013470011354965727,DOWN
-0.00015261508134090107,DOWN
-0.00015735197598631956,DOWN
-0.00017251964485254234,DOWN
-0.0002007281810152417,UP
-0.0001988150339420347,UP
-0.0001912391898848398,UP
-0.0001865855618916612,UP
-0.00018232891997493894,DOWN
-0.00020920048392403245,UP
-0.00020089092824271404,DOWN
-0.00020483713547747584,UP
-0.0002010637688041328,DOWN
-0.0002200731198589434,UP
-0.0002040537787129093,DOWN
-0.000208212843111788,UP
-0.00019047968119112468,UP
-0.00018207051023200194,UP
-0.00016801933026289184,UP
-0.00015487277188630522,DOWN
-0.00017004833630718252,UP
-0.0001652074180387153,UP
-0.00016232459186649173,DOWN
-0.00016925986386695513,UP
-0.00016782909996937434,DOWN
-0.00017398251047895386,DOWN
-0.00019597619675115752,DOWN
-0.00020468327892730898,UP
