Justin,Moving Average,class
0.07772743362831856,-4.199036446239646e-05,DOWN
-0.04146192660550457,-3.2557274129541014e-05,UP
-0.08145333333333334,-2.0638301919007063e-05,UP
0.01195324675324676,-2.63369060531371e-05,DOWN
0.022343693693693673,-3.204920890009788e-05,DOWN
0.002172538860103638,-2.532293753421122e-05,UP
0.05109846153846154,-2.495566703242247e-05,UP
-0.03841631799163176,-3.044943879348949e-05,DOWN
0.08411052631578941,-3.653081000742908e-05,DOWN
-0.03486224489795917,-4.393039341521465e-05,DOWN
-0.06973649289099525,-3.2675838022022674e-05,UP
0.056830769230769206,-2.1297889493343547e-05,UP
0.04322835051546393,-3.1835157361159716e-05,DOWN
0.06902455357142856,-3.15426887071979e-05,UP
0.06964218009478673,-3.284350816978865e-05,DOWN
-0.02328412017167381,-1.5923624385738577e-05,UP
0.010087391304347828,-8.134058703035407e-06,UP
0.14702028985507246,-2.216434312307669e-06,UP
0.029438888888888883,-7.591541209439612e-06,DOWN
0.07453611111111108,-5.688383434954147e-06,UP
0.16208149779735687,-3.114797457048901e-05,DOWN
0.06732409638554215,-4.6717567008247585e-05,DOWN
0.022534033613445387,-3.7014644820088094e-05,UP
0.03334752475247526,-5.775663639728812e-05,DOWN
-0.02013196347031962,-8.840072354243667e-05,DOWN
0.03471181818181818,-8.531664480493362e-05,UP
-0.04617457627118645,-8.619143256027861e-05,DOWN
-0.0031296943231441375,-8.101247895364594e-05,UP
0.031427659574468116,-6.352517806518243e-05,UP
0.018033333333333318,-6.55521679440163e-05,DOWN
0.14072558139534888,-3.967461326914723e-05,UP
0.06249210526315785,-3.90068597235782e-05,UP
0.14844155844155843,-3.859600985189893e-05,UP
0.02013636363636364,-5.051130918354296e-05,DOWN
0.11911226415094334,-8.308929864453418e-05,DOWN
0.20366597938144326,-0.00011021321807569429,DOWN
0.02678232558139535,-9.922527789085756e-05,UP
0.16790000000000008,-0.0001045143693623185,DOWN
0.05327674418604651,-0.00010927706245356106,DOWN
-0.0029800904977375572,-0.00011112649856048762,DOWN
0.028972844827586226,-0.00012800189187722744,DOWN
0.02447763157894737,-0.00013676621706237846,DOWN
0.013043000000000013,-0.00013881473229448993,DOWN
0.029556682027649762,-0.00013674844333810832,UP
0.28100857142857144,-0.00012255497695812245,UP
0.02228874999999999,-0.00013331117129911085,DOWN
0.05873842794759822,-0.00014642164527578494,DOWN
0.15101512605042017,-0.00014856679927177652,DOWN
0.007570901639344255,-0.00013904907061146332,UP
0.041035593220339,-0.0001384151563741387,UP
0.07790331753554507,-0.00012988517179968184,UP
0.044923829787234054,-0.00012189190692124541,UP
0.05263433476394853,-0.0001385737798291764,DOWN
0.07166506550218339,-0.00013959743021185744,DOWN
0.007213924050632907,-0.00015271973138952788,DOWN
0.04351913875598085,-0.00014978113351871158,UP
-0.0006670886075949347,-0.0001447181362783656,UP
0.04179653679653677,-0.00013225088106727512,UP
0.033260829493087556,-0.00014186154705120302,DOWN
0.021128691983122384,-0.00014765179690123809,DOWN
-0.005730000000000016,-0.00014030258735719947,UP
-0.04102743362831858,-0.00014065194217449672,DOWN
-0.0063428571428571405,-0.00011619126719941697,UP
0.0479938053097345,-0.00011247728227203879,UP
0.03159029126213592,-0.0001111636603539079,UP
0.10442843601895739,-0.0001049816104801149,UP
0.005832388663967619,-0.00010330969452310157,UP
0.050364406779660996,-0.000101674950273134,UP
0.02450515463917526,-0.0001027842657181921,DOWN
0.14572987012987018,-0.00010780724576364697,DOWN
0.07238333333333333,-9.240021631851114e-05,UP
0.12938620689655173,-8.656454683975134e-05,UP
0.1201,-8.995128395183905e-05,DOWN
0.07913070175438595,-8.92508021557159e-05,UP
0.04773004115226334,-8.53678378174294e-05,UP
0.08539707112970714,-6.388577463978251e-05,UP
0.06339830508474574,-5.333199828760904e-05,UP
0.09857136929460583,-7.991374351590252e-05,DOWN
0.018734615384615398,-8.239809465115933e-05,DOWN
0.05867594936708859,-8.32503300185472e-05,DOWN
0.02603917050691244,-7.67750104961884e-05,UP
0.02503096234309624,-8.369610918879111e-05,DOWN
-0.02889999999999999,-5.266522986024924e-05,UP
0.024558024691358024,-5.0522983905176844e-05,UP
0.01964568965517243,-6.711367503919874e-05,DOWN
-0.060407786885245854,-6.607191174290428e-05,UP
0.05615047619047621,-4.586149164187425e-05,UP
0.02595208333333332,-4.953709198707301e-05,DOWN
0.01250599078341015,-5.880608214003935e-05,DOWN
0.02825407725321888,-5.6262113725447094e-05,UP
0.0684105485232067,-6.073261654804263e-05,DOWN
0.09524978723404261,-4.964748082647574e-05,UP
0.004095901639344275,-6.952121496395236e-05,DOWN
0.06095585585585587,-5.882210281438205e-05,UP
0.04648278688524589,-5.1851331786423316e-05,UP
0.03805022026431718,-5.907473518829143e-05,DOWN
-0.05762285714285714,-5.130698125466182e-05,UP
0.09473846153846151,-4.767224564550254e-05,UP
0.08154708333333333,-4.245672893965491e-05,UP
0.06234834710743801,-4.0761006872891414e-05,UP
0.059877966101694935,-7.671399729680672e-05,DOWN
0.059910878661087845,-7.497286991697827e-05,UP
0.04872935779816509,-9.533919835691407e-05,DOWN
0.06979999999999999,-9.401646205620118e-05,UP
0.08784032921810699,-9.352596376954736e-05,UP
-0.028291150442477896,-0.00010052110401215231,DOWN
-0.010599579831932783,-8.803536801216261e-05,UP
0.04294412955465589,-7.91244273499192e-05,UP
-0.026441626794258353,-5.540110114798935e-05,UP
-0.003897368421052631,-7.767689381932286e-05,DOWN
0.04608083333333333,-6.889448332958459e-05,UP
0.03828678414096916,-6.854768561193048e-05,UP
0.05080731707317074,-5.033575030743975e-05,UP
-0.04932307692307692,-6.265952180339873e-05,DOWN
-0.09682102803738316,-6.175933224361607e-05,UP
-0.0005660465116279004,-5.94925827777093e-05,UP
0.034748717948717936,-6.150056818299277e-05,DOWN
0.0023621739130434832,-6.783336892102199e-05,DOWN
0.0013025316455696333,-6.172561933848186e-05,UP
-0.004085775862068955,-5.8344327557247055e-05,UP
0.039520168067226906,-6.535596982604197e-05,DOWN
0.027850630252100828,-6.836439030455388e-05,DOWN
-0.12275267857142849,-6.623584129061832e-05,UP
-0.14343428571428574,-7.385929402548008e-05,DOWN
-0.020053333333333336,-3.840114340736278e-05,UP
-0.051704878048780455,-3.550814613539899e-05,UP
-0.0005063380281689996,-4.600015840905414e-05,DOWN
0.0013245762711864356,-4.5121177012719116e-05,UP
0.024819421487603292,-4.561442167205776e-05,DOWN
-0.007806329113924065,-4.0118834341962284e-05,UP
0.011664593301435404,-3.540508009214349e-05,UP
0.038694273127753316,-5.051525499655263e-05,DOWN
-0.034257894736842105,-7.83480089616706e-05,DOWN
0.032066375545851525,-7.730231466540616e-05,UP
0.04470121951219512,-6.938096971431662e-05,UP
-0.004192399999999987,-7.594345070249808e-05,DOWN
0.13116913580246917,-7.602006391671523e-05,DOWN
0.042978048780487804,-9.752955415920361e-05,DOWN
0.05605198237885459,-0.00010158200780829851,DOWN
0.023753271028037384,-9.810563198708877e-05,UP
0.1112793859649122,-0.00011196516819111935,DOWN
0.14656288209606977,-0.0001093792918591685,UP
0.053353061224489795,-0.00011511375271333613,DOWN
0.027901209677419374,-0.00011611657515686602,DOWN
-0.022876446280991718,-0.00012090601281533608,DOWN
0.01393434343434344,-0.00011752733124592574,UP
-0.017403508771929813,-0.00011986004675157425,DOWN
0.004863596491228053,-0.00010833183004232971,UP
0.03730555555555557,-8.41014738954815e-05,UP
-0.012047639484978532,-8.306930359669451e-05,UP
0.08373928571428571,-9.191303192901401e-05,DOWN
-0.005230416666666658,-9.09196783240862e-05,UP
0.05329530516431924,-8.722248189640958e-05,UP
-0.008240740740740738,-8.646699628522825e-05,UP
-0.03875396825396823,-7.600054088308106e-05,UP
0.0450093896713615,-7.938907419235974e-05,DOWN
0.06486822429906543,-6.27349688606671e-05,UP
0.03204032258064516,-6.228039889610848e-05,UP
0.0508,-5.982090717981947e-05,UP
0.0497653846153846,-5.880236925892568e-05,UP
0.05366629213483149,-5.374248910205992e-05,UP
0.009477777777777772,-5.4335665888194384e-05,DOWN
-0.08351463414634147,-6.314351408609475e-05,DOWN
0.0020718614718614773,-6.198700607940033e-05,UP
0.07787219917012446,-6.733099650602092e-05,DOWN
-0.06600079681274901,-4.6352235370417105e-05,UP
0.1617906504065041,-3.614092251913448e-05,UP
0.003935742971887552,-4.33825119379172e-05,DOWN
-0.026523076923076917,-3.8116962536749455e-05,UP
0.015255186721991696,-3.7772641000133333e-05,UP
0.03550597609561756,-3.567782367208672e-05,UP
0.029169200000000013,-4.6137448437511e-05,DOWN
-0.0026075697211155385,-4.127713809198852e-05,UP
-0.034888211382113815,-4.264249752483629e-05,DOWN
0.009901234567901221,-4.4895228424435274e-05,DOWN
0.15575200000000003,-4.080320540400528e-05,UP
0.09589707112970718,-3.408090220213822e-05,UP
0.010260444444444444,-3.849465729066637e-05,DOWN
0.0168201646090535,-6.993257239473749e-05,DOWN
0.04379585062240662,-7.48372457310964e-05,DOWN
0.008413333333333321,-5.166897424779826e-05,UP
-0.020609163346613567,-5.0708245030506305e-05,UP
0.008753497942386832,-5.484611686168428e-05,DOWN
0.042472427983539084,-5.572240311368937e-05,DOWN
-0.019525409836065526,-7.493984768958128e-05,DOWN
0.08868257261410788,-8.087952970337042e-05,DOWN
0.07413919999999996,-7.689583693371027e-05,UP
0.00737848605577689,-7.024967184787734e-05,UP
-0.003776339285714286,-7.661830346616938e-05,DOWN
0.007979565217391306,-7.768002861441303e-05,DOWN
0.030963135593220344,-9.230525145320634e-05,DOWN
0.07246772908366529,-8.901765511115656e-05,UP
0.010120717131474067,-8.074052882101057e-05,UP
0.020416334661354583,-8.162989019400158e-05,DOWN
0.03535203252032521,-8.073297971566973e-05,UP
0.16170956175298806,-7.735484920701197e-05,UP
0.1899092105263159,-7.758620319053833e-05,DOWN
0.04866882591093116,-9.163847642867928e-05,DOWN
0.02923333333333333,-0.00010169695261841305,DOWN
-0.0105331983805668,-0.00010226479671837652,DOWN
0.024778947368421046,-0.00010636586424461747,DOWN
0.2330878048780488,-0.00013019909397637974,DOWN
0.1057042016806723,-0.0001329373134224543,DOWN
-0.017744999999999993,-0.00012990248121402814,UP
-0.003441322314049588,-0.00012515756885367324,UP
0.054346215139442225,-0.00012733859570412953,DOWN
0.0013513944223107774,-0.00013505407788350077,DOWN
0.0491547169811321,-0.00012280868273095713,UP
-0.06386610878661084,-0.00011123922832756428,UP
-0.12309145299145292,-0.00010228623715446972,UP
-0.024881735159817342,-0.00010629169499787317,DOWN
0.03323925619834713,-0.0001004754794087237,UP
-0.04771893004115228,-0.00010340390144891742,DOWN
-0.15025555555555567,-9.953955781361046e-05,UP
0.03802663755458515,-0.00010801236176960494,DOWN
0.10467935222672066,-0.0001072543606175369,UP
-0.020139669421487604,-9.961979258998888e-05,UP
-0.06720436681222705,-9.920699070287142e-05,UP
0.126555601659751,-0.00010497384742036431,DOWN
0.07665818965517239,-9.5594949817146e-05,UP
0.06154775510204085,-7.353891494510378e-05,UP
0.028352244897959167,-7.789070184016644e-05,DOWN
0.05081927710843375,-7.273818368158658e-05,UP
0.0068514893617021245,-6.667850793729002e-05,UP
-0.010425106382978734,-5.805851268902984e-05,UP
0.008455645161290316,-6.548507793535663e-05,DOWN
-0.00029795081967214337,-5.4416654120315044e-05,UP
0.031751914893617034,-4.9721059680374324e-05,UP
0.006917872340425511,-4.230156585949274e-05,UP
0.02022875536480687,-4.003308953537399e-05,UP
0.0035196506550218315,-2.277183765775348e-05,UP
0.07558122270742364,-2.6712054735256174e-05,DOWN
-0.0035629629629629635,-2.5576029083262952e-05,UP
-0.004439919354838683,-2.5176105423740935e-05,UP
0.07733960000000004,-1.958637260379703e-05,UP
0.07695889830508475,-1.7231001990580808e-05,UP
0.010927160493827161,-1.5201603895009796e-05,UP
0.008853418803418828,-2.403854146204587e-05,DOWN
-0.003775319148936169,-3.475816394149511e-05,DOWN
-0.07532768595041323,-3.146275577625701e-05,UP
-0.09592222222222219,-3.693580432484467e-05,DOWN
-0.030210822510822508,-3.796467118988289e-05,DOWN
-0.047612916666666665,-4.026414675939449e-05,DOWN
-0.07251416309012873,-3.478559852121421e-05,UP
0.010825531914893608,-4.4929593430609316e-05,DOWN
-0.025378137651821873,-3.227058198640442e-05,UP
-0.04102350597609562,-4.557545274441743e-05,DOWN
0.006850813008130077,-3.44748939775652e-05,UP
-0.0757037974683544,-2.3632617245361587e-05,UP
-0.061153815261044187,-2.5882194897297595e-05,DOWN
-0.11439049586776863,-5.481296187381801e-06,UP
-0.05878218623481781,8.6125932907688e-06,UP
-0.08233333333333334,1.1387712420374285e-05,UP
-0.032610810810810825,1.4249534992405444e-05,UP
0.03362986425339366,-1.1623871170041156e-05,DOWN
0.10642008196721311,5.101045617017519e-06,UP
0.012729385964912271,8.046583688248177e-06,UP
-0.086217316017316,9.772549982356438e-06,UP
0.009486991869918688,1.7352892180078072e-05,UP
0.005923599999999993,8.360336067614327e-05,UP
0.005516017316017321,9.515239455915037e-05,UP
0.00544186991869919,0.000117397132156416,UP
0.039212903225806416,0.00013017612218124697,UP
0.052120762711864395,0.00018437938293858203,UP
0.09783947368421053,0.0001380278562412851,DOWN
-0.02535836734693877,0.00013322521975656088,DOWN
0.03870650406504066,0.00020432959803740047,UP
0.0007252066115702502,0.00027702281587815847,UP
0.1498350597609563,0.00035228707442636065,UP
0.08808360000000003,0.00035708870794715075,UP
0.11103278688524584,0.0003021935209792659,DOWN
0.09995918367346936,0.00034342857346025824,UP
0.10115296610169489,0.0003473985461561746,UP
0.1063712550607288,0.0003336807163913935,DOWN
0.1672004098360656,0.00026312759309088385,DOWN
0.09676348547717849,0.00020486922495988047,DOWN
0.1454567901234568,0.00018418492806526743,DOWN
0.03805170940170944,0.00020592319262546788,UP
0.003343852459016407,0.0002471782143049772,UP
0.012869322709163336,0.00021333369769904742,DOWN
0.03471219512195123,0.00023650779420303358,UP
0.07862967479674803,0.00022878006237436743,DOWN
0.07243669354838712,0.00024945273733512074,UP
0.0698277108433735,0.0002666837795728405,UP
0.06923849372384937,0.00022089816244030835,DOWN
0.11858192771084336,0.00018927109822874932,DOWN
0.13050358565737055,0.00018456004377576107,DOWN
0.04615060728744941,0.000179035967203367,DOWN
0.036840239043824725,0.000166968973677184,DOWN
0.02567428571428572,0.00017223340369731943,UP
0.027252521008403353,0.00014139826546899492,DOWN
0.03672348178137652,0.00014317725188472963,UP
0.13866025641025648,0.0002182626746494165,UP
0.09574683544303798,0.00019218540498489034,DOWN
0.14153905579399145,0.00017873895465059242,DOWN
0.08038373983739845,0.00019536717454027297,UP
-0.07350288065843623,0.0002195220561500566,UP
-0.030848535564853532,0.0002385363171177879,UP
0.02606254980079682,0.00023554734795494525,DOWN
0.06854412955465587,0.00019683541372583768,DOWN
0.14720206611570238,0.00020487096973287322,UP
0.01086831275720166,0.0002096325271541133,UP
-0.10779203187250987,0.00018578019426507275,DOWN
0.06525102040816325,0.000168054779633664,DOWN
0.021346000000000004,0.00013331575167296883,DOWN
-0.055403703703703705,0.00015725423654044945,UP
0.02874047619047619,0.00019952412750678938,UP
-0.03438723404255322,0.00021446194875673896,UP
0.03255140562248997,0.00019747321643581728,DOWN
-0.0096412017167382,0.00018286342912254838,DOWN
0.040006374501992056,0.0002216759659723344,UP
-0.015206224066390035,0.00016036489601711779,DOWN
0.003594285714285726,0.00014408984857738893,DOWN
0.016648945147679315,0.0001444589891872461,UP
0.015171428571428587,0.00017383969304307634,UP
0.039126666666666685,0.00019334975771490015,UP
0.03376572580645162,0.00019505883491977016,UP
0.029398795180722914,0.0001763166093307067,DOWN
0.049131535269709536,0.00019836655643490353,UP
-0.015194560669456049,0.00019397685402600118,DOWN
0.08718958333333333,0.0001445055901594383,DOWN
0.02360248962655601,0.00014356767426715322,DOWN
0.0787483739837398,0.00013282382817081384,DOWN
0.061117551020408174,0.00014539445292194308,UP
0.027407500000000015,0.00016209701835845358,UP
0.10196024590163934,0.0001568355628860374,DOWN
0.08558987854251014,0.00015175009930978867,DOWN
0.15007306122448985,9.187191428039476e-05,DOWN
-0.05823306772908366,8.21207298400406e-05,DOWN
0.034535564853556466,8.851524980846293e-05,UP
-0.04705758928571434,8.517602926794154e-05,DOWN
-0.03394297188755018,8.885381261425351e-05,UP
0.043952631578947375,2.615045652287762e-05,DOWN
-0.04049043824701196,3.009849973478751e-06,DOWN
-0.033413877551020404,-2.1908183385210833e-06,DOWN
-0.011166000000000011,6.187065606511055e-07,UP
-0.07320039840637449,-2.5561607791324548e-05,DOWN
0.03765282258064513,-3.2868736429048084e-05,DOWN
0.03491960000000008,-4.1299090771662605e-05,DOWN
-0.020099586776859496,-2.441597264812856e-05,UP
-0.021806374501992052,-2.312802369064393e-05,UP
0.0074276595744680995,4.4238626066173126e-05,UP
0.0029186991869918676,2.75372291680398e-05,DOWN
0.06797975708502024,4.31501679287738e-05,UP
0.026364754098360657,9.605103699517059e-06,DOWN
0.024065163934426242,1.1389800821381968e-05,UP
-0.016465811965811955,2.4665629481335216e-05,UP
-0.010399596774193554,2.933229945112359e-05,UP
-0.029005599999999992,3.3124234803283414e-05,UP
0.02221239316239317,3.738180093426635e-05,UP
0.023161290322580665,6.066996576237216e-07,DOWN
0.06658145161290321,1.2451901250987163e-05,UP
0.01840691056910568,4.5596958890392614e-05,UP
-0.0454704,4.319059914870138e-05,DOWN
-0.013125726141078833,5.786196666734966e-05,UP
0.07751088709677417,5.618087760139723e-05,DOWN
0.06900991735537187,4.845418690857528e-05,DOWN
0.11397160000000002,2.2344460198553406e-05,DOWN
0.2902333333333333,2.7942089306121076e-05,UP
0.05940414937759335,2.1005968002585362e-05,DOWN
0.03367759999999999,1.1862636894344192e-05,DOWN
-0.013197590361445785,1.39267686238842e-05,UP
0.06451513944223115,1.063400821421645e-05,DOWN
0.08134679999999998,3.149186169149054e-05,UP
-0.021114462809917366,3.652715635071857e-06,DOWN
0.007345999999999997,2.3991401254086497e-05,UP
0.033293600000000007,2.7322638829652135e-05,UP
0.034526122448979596,2.9369382018140655e-05,UP
0.022673599999999978,3.3129352139171786e-05,UP
-0.01287808764940238,2.9234035730851815e-05,DOWN
0.0105132530120482,-9.473508333357472e-08,DOWN
0.058669958847736625,2.1243146238525412e-05,UP
0.00499163346613546,2.24812253906137e-05,UP
0.019789558232931742,2.1135743780931193e-05,DOWN
0.053388796680497945,5.495184087545013e-06,DOWN
0.0055310638297872364,-1.9617857900167124e-05,DOWN
0.05411862348178135,-2.8504425231723474e-05,DOWN
-0.04703036437246962,-3.31588697373153e-05,DOWN
0.06024571428571428,-2.9613777795312046e-05,UP
-0.01583545816733068,-2.7799721178167758e-05,UP
0.07265806451612904,-5.334812970936298e-05,DOWN
0.049266938775510215,-4.0089059232695234e-05,UP
0.05283132530120484,-5.1872215095061236e-05,DOWN
0.09293842975206613,-2.9000010588253744e-05,UP
0.10466892430278893,-3.027708061820178e-05,DOWN
-0.01289558232931726,-3.304689883276701e-05,DOWN
0.03350121951219515,-3.478878769014315e-05,DOWN
0.036140833333333316,-6.598372785671103e-05,DOWN
0.010035199999999994,-7.555065865960664e-05,DOWN
0.013009523809523806,-5.874954191242843e-05,UP
-0.007809561752988031,-3.818027585533734e-05,UP
0.0009608870967741954,-3.633893739718452e-05,UP
0.014924066390041499,-4.708308090872748e-05,DOWN
0.11378644067796613,-6.037262523705955e-05,DOWN
0.07204415584415587,-8.205933662153164e-05,DOWN
-0.039561674008810575,-8.858144064505247e-05,DOWN
-0.002911599999999999,-7.514646790407475e-05,UP
-0.00477868852459015,-7.774154284723167e-05,DOWN
-0.013516299559471359,-8.758949971721108e-05,DOWN
-0.013149999999999985,-0.00010746978793463313,DOWN
0.07437120000000003,-9.040778224056467e-05,UP
0.03643427419354839,-0.00010187145172357859,DOWN
0.06605375,-0.0001018654916864481,DOWN
0.029217142857142865,-9.950286273197051e-05,UP
0.16221035856573718,-8.705221667226759e-05,UP
0.04617309236947791,-0.00010343103126886355,DOWN
0.022373999999999998,-0.00011106341651978546,DOWN
0.03330564516129031,-0.00011621926551175221,DOWN
-0.013481896551724128,-0.00012416124237302206,DOWN
0.03412954545454547,-0.00012854289446750933,DOWN
0.013065863453815264,-0.00014198702537693286,DOWN
-0.08611621621621622,-0.00013637560172896634,UP
0.05976135458167329,-0.0001383298195578586,DOWN
0.06037500000000001,-0.0001091313169478969,UP
0.016100803212851407,-0.0001332423637092628,DOWN
-0.004001632653061232,-0.0001279772606399554,UP
0.042588799999999975,-0.00012120026299466957,UP
-0.06371235059760955,-7.4922555150847e-05,UP
-0.03176760563380283,-0.0001023591075228758,DOWN
0.053165587044534425,-9.053630781741262e-05,UP
0.03757601626016255,-9.429256161430644e-05,DOWN
-0.03292418032786887,-9.262284008060284e-05,UP
0.138122310756972,-9.366544250055675e-05,DOWN
0.03220840000000001,-8.773020223795669e-05,UP
-0.05826867469879516,-9.187755828143906e-05,DOWN
0.11069811320754713,-0.00010123463612132788,DOWN
0.09168776371308021,-8.441541753523296e-05,UP
-0.09549236947791165,-8.542046397619352e-05,DOWN
0.107495219123506,-5.1995558040029977e-05,UP
0.0431816,-5.3199393842406906e-05,DOWN
0.0907948,-2.439939577270067e-05,UP
0.0738784,-3.6296212983621956e-05,DOWN
0.055626639344262284,-2.544813587213035e-05,UP
-0.03145909090909091,-2.625881059881152e-05,DOWN
-0.018833333333333327,-3.3500024577692855e-05,DOWN
0.026524180327868855,-2.5113081824290617e-05,UP
0.0,-4.920507837891108e-05,DOWN
0.08423972125435537,-5.608659086808743e-05,DOWN
0.04529590163934427,-4.966593293542765e-05,UP
-0.009168181818181825,-5.3520500028270135e-05,DOWN
0.058970386266094445,-6.436916085617028e-05,DOWN
0.10366733067729088,-4.419601066230072e-05,UP
0.07397429718875506,-6.380048196574784e-05,DOWN
0.12827928286852594,-8.499856960297869e-05,DOWN
0.004190000000000019,-0.00010956863785249737,DOWN
0.07264556451612898,-0.00010358275047095411,UP
-0.03224779116465863,-0.00010939936591514154,DOWN
0.05171075697211156,-9.997452717014355e-05,UP
-0.08469521912350599,-9.621664651038309e-05,UP
0.003154183266932277,-7.14834724770963e-05,UP
-0.048468292682926815,-8.338957606790487e-05,DOWN
