Trump,class
0.1057042016806723,UP
-0.017744999999999993,UP
-0.003441322314049588,DOWN
0.054346215139442225,DOWN
0.0013513944223107774,UP
0.0491547169811321,UP
-0.06386610878661084,UP
-0.12309145299145292,DOWN
-0.024881735159817342,UP
0.03323925619834713,DOWN
-0.04771893004115228,UP
-0.15025555555555567,DOWN
0.03802663755458515,UP
0.10467935222672066,UP
-0.020139669421487604,UP
-0.06720436681222705,DOWN
0.126555601659751,UP
0.07665818965517239,UP
0.06154775510204085,DOWN
0.028352244897959167,UP
0.05081927710843375,UP
0.0068514893617021245,UP
-0.010425106382978734,DOWN
0.008455645161290316,UP
-0.00029795081967214337,UP
0.031751914893617034,UP
0.006917872340425511,UP
0.02022875536480687,UP
0.0035196506550218315,DOWN
0.07558122270742364,UP
-0.0035629629629629635,UP
-0.004439919354838683,UP
0.07733960000000004,UP
0.07695889830508475,UP
0.010927160493827161,DOWN
0.008853418803418828,DOWN
-0.003775319148936169,UP
-0.07532768595041323,DOWN
-0.09592222222222219,DOWN
-0.030210822510822508,DOWN
-0.047612916666666665,UP
-0.07251416309012873,DOWN
0.010825531914893608,UP
-0.025378137651821873,DOWN
-0.04102350597609562,UP
0.006850813008130077,UP
-0.0757037974683544,DOWN
-0.061153815261044187,UP
-0.11439049586776863,UP
-0.05878218623481781,UP
-0.08233333333333334,UP
-0.032610810810810825,DOWN
0.03362986425339366,UP
0.10642008196721311,UP
0.012729385964912271,UP
-0.086217316017316,UP
0.009486991869918688,UP
0.005923599999999993,UP
0.005516017316017321,UP
0.00544186991869919,UP
0.039212903225806416,UP
0.052120762711864395,DOWN
0.09783947368421053,DOWN
-0.02535836734693877,UP
0.03870650406504066,UP
0.0007252066115702502,UP
0.1498350597609563,UP
0.08808360000000003,DOWN
0.11103278688524584,UP
0.09995918367346936,UP
0.10115296610169489,DOWN
0.1063712550607288,DOWN
0.1672004098360656,DOWN
0.09676348547717849,DOWN
0.1454567901234568,UP
0.03805170940170944,UP
0.003343852459016407,DOWN
0.012869322709163336,UP
0.03471219512195123,DOWN
0.07862967479674803,UP
0.07243669354838712,UP
0.0698277108433735,DOWN
0.06923849372384937,DOWN
0.11858192771084336,DOWN
0.13050358565737055,DOWN
0.04615060728744941,DOWN
0.036840239043824725,UP
0.02567428571428572,DOWN
0.027252521008403353,UP
0.03672348178137652,UP
0.13866025641025648,DOWN
0.09574683544303798,DOWN
0.14153905579399145,UP
0.08038373983739845,UP
-0.07350288065843623,UP
-0.030848535564853532,DOWN
0.02606254980079682,DOWN
0.06854412955465587,UP
0.14720206611570238,UP
0.01086831275720166,DOWN
-0.10779203187250987,DOWN
0.06525102040816325,DOWN
0.021346000000000004,UP
-0.055403703703703705,UP
0.02874047619047619,UP
-0.03438723404255322,DOWN
0.03255140562248997,DOWN
-0.0096412017167382,UP
0.040006374501992056,DOWN
-0.015206224066390035,DOWN
0.003594285714285726,UP
0.016648945147679315,UP
0.015171428571428587,UP
0.039126666666666685,UP
0.03376572580645162,DOWN
0.029398795180722914,UP
0.049131535269709536,DOWN
-0.015194560669456049,DOWN
0.08718958333333333,DOWN
0.02360248962655601,DOWN
0.0787483739837398,UP
0.061117551020408174,UP
0.027407500000000015,DOWN
0.10196024590163934,DOWN
0.08558987854251014,DOWN
0.15007306122448985,DOWN
-0.05823306772908366,UP
0.034535564853556466,DOWN
-0.04705758928571434,UP
-0.03394297188755018,DOWN
0.043952631578947375,DOWN
-0.04049043824701196,DOWN
-0.033413877551020404,UP
-0.011166000000000011,DOWN
-0.07320039840637449,DOWN
0.03765282258064513,DOWN
0.03491960000000008,UP
-0.020099586776859496,UP
-0.021806374501992052,UP
0.0074276595744680995,DOWN
0.0029186991869918676,UP
0.06797975708502024,DOWN
0.026364754098360657,UP
0.024065163934426242,UP
-0.016465811965811955,UP
-0.010399596774193554,UP
-0.029005599999999992,UP
0.02221239316239317,DOWN
0.023161290322580665,UP
0.06658145161290321,UP
0.01840691056910568,DOWN
-0.0454704,UP
-0.013125726141078833,DOWN
0.07751088709677417,DOWN
0.06900991735537187,DOWN
0.11397160000000002,UP
0.2902333333333333,DOWN
0.05940414937759335,DOWN
0.03367759999999999,UP
-0.013197590361445785,DOWN
0.06451513944223115,UP
0.08134679999999998,DOWN
-0.021114462809917366,UP
0.007345999999999997,UP
0.033293600000000007,UP
0.034526122448979596,UP
0.022673599999999978,DOWN
-0.01287808764940238,DOWN
0.0105132530120482,UP
0.058669958847736625,UP
0.00499163346613546,DOWN
0.019789558232931742,DOWN
0.053388796680497945,DOWN
0.0055310638297872364,DOWN
0.05411862348178135,DOWN
-0.04703036437246962,UP
0.06024571428571428,UP
-0.01583545816733068,DOWN
0.07265806451612904,UP
0.049266938775510215,DOWN
0.05283132530120484,UP
0.09293842975206613,DOWN
0.10466892430278893,DOWN
-0.01289558232931726,DOWN
0.03350121951219515,DOWN
0.036140833333333316,DOWN
0.010035199999999994,UP
0.013009523809523806,UP
-0.007809561752988031,UP
0.0009608870967741954,DOWN
0.014924066390041499,DOWN
0.11378644067796613,DOWN
0.07204415584415587,DOWN
-0.039561674008810575,UP
-0.002911599999999999,DOWN
-0.00477868852459015,DOWN
-0.013516299559471359,DOWN
-0.013149999999999985,UP
0.07437120000000003,DOWN
0.03643427419354839,DOWN
0.06605375,UP
0.029217142857142865,UP
0.16221035856573718,DOWN
0.04617309236947791,DOWN
0.022373999999999998,DOWN
0.03330564516129031,DOWN
-0.013481896551724128,DOWN
0.03412954545454547,DOWN
0.013065863453815264,UP
-0.08611621621621622,DOWN
0.05976135458167329,UP
0.06037500000000001,DOWN
0.016100803212851407,UP
-0.004001632653061232,UP
0.042588799999999975,UP
-0.06371235059760955,DOWN
-0.03176760563380283,UP
0.053165587044534425,DOWN
0.03757601626016255,UP
-0.03292418032786887,DOWN
0.138122310756972,UP
0.03220840000000001,DOWN
-0.05826867469879516,DOWN
0.11069811320754713,UP
0.09168776371308021,DOWN
-0.09549236947791165,UP
0.107495219123506,DOWN
0.0431816,UP
0.0907948,DOWN
0.0738784,UP
0.055626639344262284,DOWN
-0.03145909090909091,DOWN
-0.018833333333333327,UP
0.026524180327868855,DOWN
0.0,DOWN
0.08423972125435537,UP
0.04529590163934427,DOWN
-0.009168181818181825,DOWN
0.058970386266094445,UP
0.10366733067729088,DOWN
0.07397429718875506,DOWN
0.12827928286852594,DOWN
0.004190000000000019,UP
0.07264556451612898,DOWN
-0.03224779116465863,UP
0.05171075697211156,UP
-0.08469521912350599,UP
0.003154183266932277,DOWN
-0.048468292682926815,DOWN
-0.035302845528455265,UP
0.019399186991869946,DOWN
-0.0448362903225806,UP
0.0003059999999999987,DOWN
0.04093577235772357,DOWN
0.044707171314741036,UP
-0.003876494023904397,UP
0.035263346613545826,DOWN
-0.026269635627530357,UP
0.05746334661354581,UP
0.0032572016460905378,UP
-0.017034262948207174,UP
-0.06834615384615389,DOWN
-0.03260279999999998,DOWN
0.026149387755102036,UP
0.11141952191235063,DOWN
0.057452988047808774,DOWN
0.10543333333333327,DOWN
0.06845577689243024,DOWN
0.1665956175298804,UP
0.03832048192771084,UP
0.02567420814479636,UP
0.04280364372469633,DOWN
-0.0008092369477911622,DOWN
0.03243770491803276,DOWN
0.1493704,UP
0.07419094650205763,DOWN
0.023685483870967732,DOWN
0.002822800000000002,UP
0.05149549180327867,DOWN
0.048586885245901615,DOWN
0.024421513944223105,DOWN
0.07128047808764942,UP
-0.044496747967479676,UP
0.004126446280991725,DOWN
0.01911102040816327,DOWN
-0.032358775510204066,UP
0.05785524193548387,DOWN
0.1449829268292683,DOWN
-0.035250996015936266,DOWN
-0.014294000000000013,DOWN
0.025945019920318724,UP
0.034254799999999995,UP
0.12363975903614458,UP
-0.02684143426294822,UP
-0.05749561752988049,DOWN
0.06171485943775099,UP
0.06363360995850624,DOWN
-0.008435627530364368,UP
0.04967680000000003,DOWN
0.15478634538152625,UP
0.0796779166666666,DOWN
0.05450717131474107,UP
0.013287250996015939,UP
0.021669512195121948,UP
-0.039743673469387765,UP
-0.050292771084337315,DOWN
0.08986706827309236,UP
0.0775812749003984,UP
0.15831504065040639,DOWN
-0.024833067729083644,UP
-0.02255737051792829,DOWN
0.015378486055776894,DOWN
0.12073870967741933,DOWN
0.10562727272727274,UP
