Trump,Moving Average,class
-0.04349259259259259,-2.9936305732114477e-06,DOWN
0.1161911764705882,-1.232504361237119e-06,UP
0.033346153846153845,-4.95088339651506e-05,DOWN
0.06880454545454545,-8.298173576770651e-05,DOWN
-0.12919999999999995,-8.427797227827938e-05,DOWN
-0.18696944444444444,-0.00010706689593331653,DOWN
-0.16608888888888892,-0.00012331827524558747,DOWN
0.16659512195121953,-0.00013292554188493177,DOWN
-0.019005882352941185,-0.0001243811930253802,UP
0.004580487804878044,-0.00011557743126422437,UP
-0.09392564102564104,-0.00011409470059153826,UP
-0.11995135135135135,-0.00011089694676780226,UP
0.00371388888888889,-0.00011576670171442593,DOWN
-0.0912837837837838,-0.00011613050202763375,DOWN
0.009894285714285722,-0.00010853136030131161,UP
-0.09255714285714285,-0.0001135678846315713,DOWN
0.07421219512195121,-0.00010944824168679368,UP
-0.04362558139534883,-0.00010234808805087425,UP
-0.0618794871794872,-8.316863554114207e-05,UP
-0.04895675675675675,-8.774453160631523e-05,DOWN
-0.033536111111111135,-8.469438978586652e-05,UP
0.13045,-0.00012725905733423915,DOWN
-0.12145588235294115,-0.00012465632148295214,UP
0.08691224489795919,-0.00011180709752922624,UP
0.14374857142857142,-0.00010823446346064358,UP
0.05650500000000001,-0.00014884518172975092,DOWN
-0.11698499999999998,-0.00015368962382611429,DOWN
-0.07091395348837211,-0.0001621492110115419,DOWN
-0.06829782608695653,-0.00016125064664529454,UP
0.07646764705882353,-0.0001554823324840804,UP
-0.1305695652173913,-0.0001515158282405782,UP
0.17746315789473685,-0.0001227848861120595,UP
0.026812820512820516,-9.201168583805597e-05,UP
0.03481707317073169,-0.00010261037473680013,DOWN
-0.0711272727272727,-0.00010250652003995775,DOWN
0.14080243902439024,-9.358134003978336e-05,UP
0.051873469387755125,-0.00011659541220532255,DOWN
-0.01344878048780486,-0.00010682918477789016,UP
-0.060065116279069804,-9.441890074990411e-05,UP
-0.10262272727272727,-0.00011109272590692498,DOWN
-0.03817187500000001,-0.00011172618856325478,DOWN
-0.05494901960784313,-0.00011324935356782362,DOWN
0.10381578947368421,-0.00012078677600868559,DOWN
-0.23607352941176465,-0.00013272694551180741,DOWN
-0.15244375,-0.0001149475603350325,UP
0.1753452380952381,-0.00014404008402824076,DOWN
0.036553488372093025,-0.00014409091178602118,DOWN
0.03436153846153841,-0.0001267211955064962,UP
-0.20545641025641023,-0.00013300552290940182,DOWN
-0.2185975,-0.00013847365818664414,DOWN
0.005242500000000006,-0.00013204539812883276,UP
-0.15452857142857143,-8.904525354869186e-05,UP
-0.14430749999999998,-9.315657439734615e-05,DOWN
0.037550000000000014,-8.397454709041519e-05,UP
-0.006078947368421062,-6.972622050716026e-05,UP
0.09649722222222222,-4.1574226174345696e-05,UP
-0.11356818181818182,-4.125074137761864e-05,UP
-0.08953846153846153,-4.9176694430608237e-05,DOWN
-0.042666666666666665,-4.800097247370516e-05,UP
0.08903157894736843,-5.644682924943467e-05,DOWN
-0.09329756097560976,-6.77320304300899e-05,DOWN
-0.1701638888888889,-8.608320230774069e-05,DOWN
-0.003577272727272737,-7.813389274624605e-05,UP
0.046548648648648654,-7.492327525349118e-05,UP
-0.13518888888888891,-7.216874252957695e-05,UP
0.21118611111111107,-7.286247264892687e-05,DOWN
-0.04897575757575756,-7.731195522020506e-05,DOWN
-0.14577500000000002,-8.833962415266683e-05,DOWN
0.1338769230769231,-6.223026229235096e-05,UP
0.11743043478260871,-4.368812769905972e-05,UP
0.06593863636363637,-4.424963047711117e-05,DOWN
-0.12168571428571433,-5.404501381933713e-05,DOWN
-0.040197368421052634,-5.8204106132109246e-05,DOWN
0.05833809523809523,-4.750918859652842e-05,UP
-0.050443749999999996,-4.203941411051737e-05,UP
0.15332727272727273,-6.766986183648349e-05,DOWN
0.042723529411764716,-6.786836546113229e-05,DOWN
0.06844418604651162,-7.873502671773558e-05,DOWN
0.10008823529411767,-6.905752663244336e-05,UP
0.03214193548387096,-6.829619693005107e-05,UP
-0.0953684210526316,-6.16774192325753e-05,UP
-0.03924999999999998,-5.670392426693205e-05,UP
-0.07717837837837836,-5.875263788390761e-05,DOWN
0.15221666666666667,-7.741903075686452e-05,DOWN
0.08022926829268295,-7.217247333435317e-05,UP
0.022460526315789493,-7.538211513891113e-05,DOWN
0.09645714285714285,-5.6447777192492055e-05,UP
-0.049497727272727284,-7.489858044973374e-05,DOWN
-0.12830222222222223,-7.010590981160192e-05,UP
0.14024054054054053,-5.844952156364158e-05,UP
-0.0773642857142857,-6.157547850138556e-05,DOWN
0.03507631578947367,-6.405453748703493e-05,DOWN
-0.15582439024390243,-5.607984150790557e-05,UP
0.002960000000000003,-5.166557449665099e-05,UP
0.12918536585365856,-5.3571098144633567e-05,DOWN
-0.07719999999999996,-6.473806916984515e-05,DOWN
-0.18673571428571428,-3.806692882202256e-05,UP
-0.08698837209302325,-1.7531683825788846e-05,UP
-0.09664333333333332,-2.183890776263908e-05,DOWN
-0.005136363636363643,-2.9508210604323182e-05,DOWN
-0.01481578947368421,-2.7248630315668265e-05,UP
0.026525714285714312,-2.9486692002533843e-05,DOWN
-0.019653658536585284,-5.0188963684139054e-05,DOWN
0.051804651162790705,-3.429664214382733e-05,UP
-0.05007837837837836,-2.4187417168697323e-05,UP
0.0685952380952381,-4.054350819671093e-05,DOWN
0.049104545454545456,-2.353540785238195e-05,UP
0.05481351351351351,-3.0689753687029864e-05,DOWN
-0.09131749999999998,-2.3330869121318543e-05,UP
-0.07731351351351354,-2.2619624315156628e-05,UP
-0.05829166666666666,-2.496796946060975e-05,DOWN
-0.03278529411764705,-4.199036446239646e-05,DOWN
-0.02578536585365854,-3.2557274129541014e-05,UP
0.012257142857142852,-2.0638301919007063e-05,UP
-0.028486111111111084,-2.63369060531371e-05,DOWN
0.039073529411764694,-3.204920890009788e-05,DOWN
0.026764102564102565,-2.532293753421122e-05,UP
-0.0075627906976744015,-2.495566703242247e-05,UP
0.028204444444444438,-3.044943879348949e-05,DOWN
0.06866744186046513,-3.653081000742908e-05,DOWN
-0.07026000000000002,-4.393039341521465e-05,DOWN
0.1433342105263158,-3.2675838022022674e-05,UP
-0.03759761904761905,-2.1297889493343547e-05,UP
-0.10761562500000002,-3.1835157361159716e-05,DOWN
0.1584945945945946,-3.15426887071979e-05,UP
-0.19714871794871794,-3.284350816978865e-05,DOWN
0.04377777777777777,-1.5923624385738577e-05,UP
-0.06824523809523811,-8.134058703035407e-06,UP
-0.05736341463414634,-2.216434312307669e-06,UP
0.06458936170212766,-7.591541209439612e-06,DOWN
0.045463157894736844,-5.688383434954147e-06,UP
-0.014748648648648657,-3.114797457048901e-05,DOWN
0.019590624999999993,-4.6717567008247585e-05,DOWN
-0.050087804878048786,-3.7014644820088094e-05,UP
0.08189487179487182,-5.775663639728812e-05,DOWN
-0.0758521739130435,-8.840072354243667e-05,DOWN
0.10615365853658536,-8.531664480493362e-05,UP
0.045447058823529424,-8.619143256027861e-05,DOWN
0.056297368421052665,-8.101247895364594e-05,UP
-0.157675,-6.352517806518243e-05,UP
0.07175102040816325,-6.55521679440163e-05,DOWN
0.07554102564102565,-3.967461326914723e-05,UP
-0.01131794871794871,-3.90068597235782e-05,UP
-0.06649655172413793,-3.859600985189893e-05,UP
0.051003030303030314,-5.051130918354296e-05,DOWN
0.05919459459459458,-8.308929864453418e-05,DOWN
-0.04944324324324324,-0.00011021321807569429,DOWN
-0.04366999999999998,-9.922527789085756e-05,UP
-0.10079333333333333,-0.0001045143693623185,DOWN
0.039682352941176474,-0.00010927706245356106,DOWN
-0.06172187500000002,-0.00011112649856048762,DOWN
0.004247619047619037,-0.00012800189187722744,DOWN
-0.029960869565217384,-0.00013676621706237846,DOWN
0.11384146341463414,-0.00013881473229448993,DOWN
0.16262857142857134,-0.00013674844333810832,UP
0.06425641025641025,-0.00012255497695812245,UP
0.017058333333333328,-0.00013331117129911085,DOWN
0.11128809523809521,-0.00014642164527578494,DOWN
0.22554473684210521,-0.00014856679927177652,DOWN
-0.08907999999999999,-0.00013904907061146332,UP
-0.11539750000000001,-0.0001384151563741387,UP
0.0711046511627907,-0.00012988517179968184,UP
-0.0926142857142857,-0.00012189190692124541,UP
0.06018999999999999,-0.0001385737798291764,DOWN
0.18124102564102565,-0.00013959743021185744,DOWN
0.07061290322580645,-0.00015271973138952788,DOWN
-0.18715714285714283,-0.00014978113351871158,UP
-0.0214046511627907,-0.0001447181362783656,UP
-0.10038974358974359,-0.00013225088106727512,UP
0.014376315789473681,-0.00014186154705120302,DOWN
-0.17330540540540537,-0.00014765179690123809,DOWN
0.07979,-0.00014030258735719947,UP
0.13343488372093024,-0.00014065194217449672,DOWN
-0.17361470588235295,-0.00011619126719941697,UP
0.061544736842105256,-0.00011247728227203879,UP
0.07386923076923077,-0.0001111636603539079,UP
0.16094186046511633,-0.0001049816104801149,UP
0.18285384615384614,-0.00010330969452310157,UP
-0.03680789473684209,-0.000101674950273134,UP
-0.08573333333333334,-0.0001027842657181921,DOWN
0.07561944444444445,-0.00010780724576364697,DOWN
-0.010462790697674435,-9.240021631851114e-05,UP
0.09496764705882352,-8.656454683975134e-05,UP
-0.03315000000000001,-8.995128395183905e-05,DOWN
-0.1435,-8.92508021557159e-05,UP
-0.12630555555555556,-8.53678378174294e-05,UP
-0.18999285714285719,-6.388577463978251e-05,UP
-0.02776585365853656,-5.333199828760904e-05,UP
-0.02393333333333332,-7.991374351590252e-05,DOWN
0.041276923076923086,-8.239809465115933e-05,DOWN
-0.07377209302325581,-8.32503300185472e-05,DOWN
0.059707500000000004,-7.67750104961884e-05,UP
-0.0005000000000000112,-8.369610918879111e-05,DOWN
-0.06500833333333332,-5.266522986024924e-05,UP
-0.05271666666666667,-5.0522983905176844e-05,UP
0.011011627906976736,-6.711367503919874e-05,DOWN
-0.01630810810810811,-6.607191174290428e-05,UP
0.07079512195121951,-4.586149164187425e-05,UP
-0.11995000000000003,-4.953709198707301e-05,DOWN
0.0666945945945946,-5.880608214003935e-05,DOWN
-0.0024179487179487235,-5.6262113725447094e-05,UP
-0.018046153846153844,-6.073261654804263e-05,DOWN
-0.03901666666666667,-4.964748082647574e-05,UP
0.07820540540540541,-6.952121496395236e-05,DOWN
-0.09864878048780487,-5.882210281438205e-05,UP
0.1048232558139535,-5.1851331786423316e-05,UP
-0.14462045454545458,-5.907473518829143e-05,DOWN
0.0258,-5.130698125466182e-05,UP
0.02777209302325582,-4.767224564550254e-05,UP
-0.02574285714285714,-4.245672893965491e-05,UP
-0.04916571428571426,-4.0761006872891414e-05,UP
-0.10618260869565219,-7.671399729680672e-05,DOWN
0.05018333333333331,-7.497286991697827e-05,UP
0.12622121212121212,-9.533919835691407e-05,DOWN
-0.0010055555555555573,-9.401646205620118e-05,UP
0.17923333333333336,-9.352596376954736e-05,UP
-0.19576388888888893,-0.00010052110401215231,DOWN
-0.0689404255319149,-8.803536801216261e-05,UP
-0.11572093023255814,-7.91244273499192e-05,UP
0.12391999999999999,-5.540110114798935e-05,UP
-0.2038051282051282,-7.767689381932286e-05,DOWN
-0.0998864864864865,-6.889448332958459e-05,UP
-0.08161621621621622,-6.854768561193048e-05,UP
0.09473030303030304,-5.033575030743975e-05,UP
0.09559756097560974,-6.265952180339873e-05,DOWN
-0.085485,-6.175933224361607e-05,UP
0.08653333333333335,-5.94925827777093e-05,UP
0.05186315789473688,-6.150056818299277e-05,DOWN
-0.04884285714285715,-6.783336892102199e-05,DOWN
0.10908571428571429,-6.172561933848186e-05,UP
0.0798175,-5.8344327557247055e-05,UP
-0.021439473684210536,-6.535596982604197e-05,DOWN
0.038509756097560965,-6.836439030455388e-05,DOWN
-0.008936363636363642,-6.623584129061832e-05,UP
-0.08723033707865169,-7.385929402548008e-05,DOWN
0.0796609756097561,-3.840114340736278e-05,UP
0.11022571428571429,-3.550814613539899e-05,UP
-0.045953191489361694,-4.600015840905414e-05,DOWN
0.020770731707317067,-4.5121177012719116e-05,UP
-0.02192439024390244,-4.561442167205776e-05,DOWN
-0.2772052631578948,-4.0118834341962284e-05,UP
-0.2614102564102564,-3.540508009214349e-05,UP
-0.043199999999999995,-5.051525499655263e-05,DOWN
0.17865609756097564,-7.83480089616706e-05,DOWN
-0.2523904761904761,-7.730231466540616e-05,UP
-0.11549268292682927,-6.938096971431662e-05,UP
0.00961944444444444,-7.594345070249808e-05,DOWN
-0.07115476190476189,-7.602006391671523e-05,DOWN
0.14423947368421053,-9.752955415920361e-05,DOWN
0.042106976744186043,-0.00010158200780829851,DOWN
-0.07571999999999998,-9.810563198708877e-05,UP
-0.030677777777777773,-0.00011196516819111935,DOWN
0.002460606060606059,-0.0001093792918591685,UP
0.04343902439024391,-0.00011511375271333613,DOWN
0.03916756756756757,-0.00011611657515686602,DOWN
0.17981666666666665,-0.00012090601281533608,DOWN
-0.09490540540540539,-0.00011752733124592574,UP
0.09560789473684213,-0.00011986004675157425,DOWN
-0.0009073170731707374,-0.00010833183004232971,UP
0.14895135135135135,-8.41014738954815e-05,UP
0.1758451612903226,-8.306930359669451e-05,UP
-0.006553333333333312,-9.191303192901401e-05,DOWN
-0.07281463414634148,-9.09196783240862e-05,UP
-0.03318787878787878,-8.722248189640958e-05,UP
0.025988235294117652,-8.646699628522825e-05,UP
0.05769302325581396,-7.600054088308106e-05,UP
0.05938,-7.938907419235974e-05,DOWN
-0.006057142857142868,-6.27349688606671e-05,UP
-0.08367352941176472,-6.228039889610848e-05,UP
-0.040254545454545446,-5.982090717981947e-05,UP
0.09213421052631579,-5.880236925892568e-05,UP
0.027893749999999985,-5.374248910205992e-05,UP
0.014528571428571412,-5.4335665888194384e-05,DOWN
-0.01821842105263158,-6.314351408609475e-05,DOWN
0.058508823529411766,-6.198700607940033e-05,UP
0.1382685714285714,-6.733099650602092e-05,DOWN
0.030002083333333332,-4.6352235370417105e-05,UP
0.034368181818181805,-3.614092251913448e-05,UP
0.04533684210526315,-4.33825119379172e-05,DOWN
0.030299999999999983,-3.8116962536749455e-05,UP
-0.07711363636363636,-3.7772641000133333e-05,UP
0.0957388888888889,-3.567782367208672e-05,UP
0.04054210526315789,-4.6137448437511e-05,DOWN
0.17871842105263153,-4.127713809198852e-05,UP
0.11948536585365854,-4.264249752483629e-05,DOWN
0.09441875,-4.4895228424435274e-05,DOWN
0.008897368421052614,-4.080320540400528e-05,UP
0.01506341463414635,-3.408090220213822e-05,UP
0.09392820512820513,-3.849465729066637e-05,DOWN
-0.0633175,-6.993257239473749e-05,DOWN
-0.007655172413793091,-7.48372457310964e-05,DOWN
-0.026327906976744187,-5.166897424779826e-05,UP
0.02473947368421052,-5.0708245030506305e-05,UP
0.010297058823529413,-5.484611686168428e-05,DOWN
-0.002638461538461521,-5.572240311368937e-05,DOWN
-0.1329153846153846,-7.493984768958128e-05,DOWN
0.0031000000000000003,-8.087952970337042e-05,DOWN
0.02777096774193546,-7.689583693371027e-05,UP
0.10495151515151518,-7.024967184787734e-05,UP
0.12075750000000003,-7.661830346616938e-05,DOWN
0.114955,-7.768002861441303e-05,DOWN
-0.05675945945945947,-9.230525145320634e-05,DOWN
-0.09436111111111109,-8.901765511115656e-05,UP
0.0005100000000000104,-8.074052882101057e-05,UP
0.03870243902439027,-8.162989019400158e-05,DOWN
0.18699574468085103,-8.073297971566973e-05,UP
0.1496114285714286,-7.735484920701197e-05,UP
0.03206410256410256,-7.758620319053833e-05,DOWN
-0.06186111111111112,-9.163847642867928e-05,DOWN
-0.0035378378378378276,-0.00010169695261841305,DOWN
-0.017840540540540538,-0.00010226479671837652,DOWN
0.08776216216216216,-0.00010636586424461747,DOWN
0.05078039215686278,-0.00013019909397637974,DOWN
