Trump,class
0.13866025641025648,UP
0.09574683544303798,DOWN
0.14153905579399145,DOWN
0.08038373983739845,UP
-0.07350288065843623,UP
-0.030848535564853532,UP
0.02606254980079682,DOWN
0.06854412955465587,DOWN
0.14720206611570238,UP
0.01086831275720166,UP
-0.10779203187250987,DOWN
0.06525102040816325,DOWN
0.021346000000000004,DOWN
-0.055403703703703705,UP
0.02874047619047619,UP
-0.03438723404255322,UP
0.03255140562248997,DOWN
-0.0096412017167382,DOWN
0.040006374501992056,UP
-0.015206224066390035,DOWN
0.003594285714285726,DOWN
0.016648945147679315,UP
0.015171428571428587,UP
0.039126666666666685,UP
0.03376572580645162,UP
0.029398795180722914,DOWN
0.049131535269709536,UP
-0.015194560669456049,DOWN
0.08718958333333333,DOWN
0.02360248962655601,DOWN
0.0787483739837398,DOWN
0.061117551020408174,UP
0.027407500000000015,UP
0.10196024590163934,DOWN
0.08558987854251014,DOWN
0.15007306122448985,DOWN
-0.05823306772908366,DOWN
0.034535564853556466,UP
-0.04705758928571434,DOWN
-0.03394297188755018,UP
0.043952631578947375,DOWN
-0.04049043824701196,DOWN
-0.033413877551020404,DOWN
-0.011166000000000011,UP
-0.07320039840637449,DOWN
0.03765282258064513,DOWN
0.03491960000000008,DOWN
-0.020099586776859496,UP
-0.021806374501992052,UP
0.0074276595744680995,UP
0.0029186991869918676,DOWN
0.06797975708502024,UP
0.026364754098360657,DOWN
0.024065163934426242,UP
-0.016465811965811955,UP
-0.010399596774193554,UP
-0.029005599999999992,UP
0.02221239316239317,UP
0.023161290322580665,DOWN
0.06658145161290321,UP
0.01840691056910568,UP
-0.0454704,DOWN
-0.013125726141078833,UP
0.07751088709677417,DOWN
0.06900991735537187,DOWN
0.11397160000000002,DOWN
0.2902333333333333,UP
0.05940414937759335,DOWN
0.03367759999999999,DOWN
-0.013197590361445785,UP
0.06451513944223115,DOWN
0.08134679999999998,UP
-0.021114462809917366,DOWN
0.007345999999999997,UP
0.033293600000000007,UP
0.034526122448979596,UP
0.022673599999999978,UP
-0.01287808764940238,DOWN
0.0105132530120482,DOWN
0.058669958847736625,UP
0.00499163346613546,UP
0.019789558232931742,DOWN
0.053388796680497945,DOWN
0.0055310638297872364,DOWN
0.05411862348178135,DOWN
-0.04703036437246962,DOWN
0.06024571428571428,UP
-0.01583545816733068,UP
0.07265806451612904,DOWN
0.049266938775510215,UP
0.05283132530120484,DOWN
0.09293842975206613,UP
0.10466892430278893,DOWN
-0.01289558232931726,DOWN
0.03350121951219515,DOWN
0.036140833333333316,DOWN
0.010035199999999994,DOWN
0.013009523809523806,UP
-0.007809561752988031,UP
0.0009608870967741954,UP
0.014924066390041499,DOWN
0.11378644067796613,DOWN
0.07204415584415587,DOWN
-0.039561674008810575,DOWN
-0.002911599999999999,UP
-0.00477868852459015,DOWN
-0.013516299559471359,DOWN
-0.013149999999999985,DOWN
0.07437120000000003,UP
0.03643427419354839,DOWN
0.06605375,DOWN
0.029217142857142865,UP
0.16221035856573718,UP
0.04617309236947791,DOWN
0.022373999999999998,DOWN
0.03330564516129031,DOWN
-0.013481896551724128,DOWN
0.03412954545454547,DOWN
0.013065863453815264,DOWN
-0.08611621621621622,UP
0.05976135458167329,DOWN
0.06037500000000001,UP
0.016100803212851407,DOWN
-0.004001632653061232,UP
0.042588799999999975,UP
-0.06371235059760955,UP
-0.03176760563380283,DOWN
0.053165587044534425,UP
0.03757601626016255,DOWN
-0.03292418032786887,UP
0.138122310756972,DOWN
0.03220840000000001,UP
-0.05826867469879516,DOWN
0.11069811320754713,DOWN
0.09168776371308021,UP
-0.09549236947791165,DOWN
0.107495219123506,UP
0.0431816,DOWN
0.0907948,UP
0.0738784,DOWN
0.055626639344262284,UP
-0.03145909090909091,DOWN
-0.018833333333333327,DOWN
0.026524180327868855,UP
0.0,DOWN
0.08423972125435537,DOWN
0.04529590163934427,UP
-0.009168181818181825,DOWN
0.058970386266094445,DOWN
0.10366733067729088,UP
0.07397429718875506,DOWN
0.12827928286852594,DOWN
0.004190000000000019,DOWN
0.07264556451612898,UP
-0.03224779116465863,DOWN
0.05171075697211156,UP
-0.08469521912350599,UP
0.003154183266932277,UP
-0.048468292682926815,DOWN
-0.035302845528455265,DOWN
0.019399186991869946,UP
-0.0448362903225806,DOWN
0.0003059999999999987,UP
0.04093577235772357,DOWN
0.044707171314741036,DOWN
-0.003876494023904397,UP
0.035263346613545826,UP
-0.026269635627530357,DOWN
0.05746334661354581,UP
0.0032572016460905378,UP
-0.017034262948207174,UP
-0.06834615384615389,UP
-0.03260279999999998,DOWN
0.026149387755102036,DOWN
0.11141952191235063,UP
0.057452988047808774,DOWN
0.10543333333333327,DOWN
0.06845577689243024,DOWN
0.1665956175298804,DOWN
0.03832048192771084,UP
0.02567420814479636,UP
0.04280364372469633,UP
-0.0008092369477911622,DOWN
0.03243770491803276,DOWN
0.1493704,DOWN
0.07419094650205763,UP
0.023685483870967732,DOWN
0.002822800000000002,DOWN
0.05149549180327867,UP
0.048586885245901615,DOWN
0.024421513944223105,DOWN
0.07128047808764942,DOWN
-0.044496747967479676,UP
0.004126446280991725,UP
0.01911102040816327,DOWN
-0.032358775510204066,DOWN
0.05785524193548387,UP
0.1449829268292683,DOWN
-0.035250996015936266,DOWN
-0.014294000000000013,DOWN
0.025945019920318724,DOWN
0.034254799999999995,UP
0.12363975903614458,UP
-0.02684143426294822,UP
-0.05749561752988049,UP
0.06171485943775099,DOWN
0.06363360995850624,UP
-0.008435627530364368,DOWN
0.04967680000000003,UP
0.15478634538152625,DOWN
0.0796779166666666,UP
0.05450717131474107,DOWN
0.013287250996015939,UP
0.021669512195121948,UP
-0.039743673469387765,UP
-0.050292771084337315,UP
0.08986706827309236,DOWN
0.0775812749003984,UP
0.15831504065040639,UP
-0.024833067729083644,DOWN
-0.02255737051792829,UP
0.015378486055776894,DOWN
0.12073870967741933,DOWN
0.10562727272727274,DOWN
