Trump,class
0.1057042016806723,DOWN
-0.017744999999999993,UP
-0.003441322314049588,UP
0.054346215139442225,DOWN
0.0013513944223107774,DOWN
0.0491547169811321,UP
-0.06386610878661084,UP
-0.12309145299145292,UP
-0.024881735159817342,DOWN
0.03323925619834713,UP
-0.04771893004115228,DOWN
-0.15025555555555567,UP
0.03802663755458515,DOWN
0.10467935222672066,UP
-0.020139669421487604,UP
-0.06720436681222705,UP
0.126555601659751,DOWN
0.07665818965517239,UP
0.06154775510204085,UP
0.028352244897959167,DOWN
0.05081927710843375,UP
0.0068514893617021245,UP
-0.010425106382978734,UP
0.008455645161290316,DOWN
-0.00029795081967214337,UP
0.031751914893617034,UP
0.006917872340425511,UP
0.02022875536480687,UP
0.0035196506550218315,UP
0.07558122270742364,DOWN
-0.0035629629629629635,UP
-0.004439919354838683,UP
0.07733960000000004,UP
0.07695889830508475,UP
0.010927160493827161,UP
0.008853418803418828,DOWN
-0.003775319148936169,DOWN
-0.07532768595041323,UP
-0.09592222222222219,DOWN
-0.030210822510822508,DOWN
-0.047612916666666665,DOWN
-0.07251416309012873,UP
0.010825531914893608,DOWN
-0.025378137651821873,UP
-0.04102350597609562,DOWN
0.006850813008130077,UP
-0.0757037974683544,UP
-0.061153815261044187,DOWN
-0.11439049586776863,UP
-0.05878218623481781,UP
-0.08233333333333334,UP
-0.032610810810810825,UP
0.03362986425339366,DOWN
0.10642008196721311,UP
0.012729385964912271,UP
-0.086217316017316,UP
0.009486991869918688,UP
0.005923599999999993,UP
0.005516017316017321,UP
0.00544186991869919,UP
0.039212903225806416,UP
0.052120762711864395,UP
0.09783947368421053,DOWN
-0.02535836734693877,DOWN
0.03870650406504066,UP
0.0007252066115702502,UP
0.1498350597609563,UP
0.08808360000000003,UP
0.11103278688524584,DOWN
0.09995918367346936,UP
0.10115296610169489,UP
0.1063712550607288,DOWN
0.1672004098360656,DOWN
0.09676348547717849,DOWN
0.1454567901234568,DOWN
0.03805170940170944,UP
0.003343852459016407,UP
0.012869322709163336,DOWN
0.03471219512195123,UP
0.07862967479674803,DOWN
0.07243669354838712,UP
0.0698277108433735,UP
0.06923849372384937,DOWN
0.11858192771084336,DOWN
0.13050358565737055,DOWN
0.04615060728744941,DOWN
0.036840239043824725,DOWN
0.02567428571428572,UP
0.027252521008403353,DOWN
0.03672348178137652,UP
