Trudeau,class
0.17608372093023253,UP
0.07974857142857145,UP
-0.06163636363636363,DOWN
-0.12113953488372088,DOWN
0.02371395348837209,UP
-0.20726341463414633,UP
0.047125581395348844,UP
-0.13583750000000003,DOWN
0.0503825,UP
0.047847222222222235,DOWN
-0.021522857142857132,UP
-0.014173809523809523,DOWN
-0.004424324324324322,UP
0.06882045454545455,UP
0.03719487179487179,UP
0.0160258064516129,DOWN
0.07721612903225808,UP
-0.0003789473684210445,UP
-0.23589999999999997,DOWN
0.15319512195121956,UP
-0.08273333333333334,UP
-0.1360551020408163,UP
-0.07469069767441859,DOWN
-0.07414102564102563,UP
0.1865,UP
0.08321764705882355,UP
-0.062115625000000035,UP
0.23278249999999998,UP
0.14458499999999996,DOWN
0.11130500000000003,UP
0.19401956521739133,UP
0.06744864864864862,UP
0.010057500000000021,UP
0.0827243243243243,UP
-0.07033333333333333,DOWN
-0.08911463414634145,DOWN
0.09344594594594591,UP
-0.0056315789473684345,DOWN
0.0713162162162162,DOWN
0.10139499999999999,DOWN
-0.09373902439024387,UP
-0.048441666666666654,DOWN
0.23349999999999996,UP
0.0157,DOWN
0.09320500000000001,UP
0.023645714285714298,UP
0.10496666666666665,DOWN
0.05548684210526317,UP
-0.02200249999999999,UP
-0.3448724137931035,UP
0.4019,UP
0.24818260869565217,DOWN
-0.085975,UP
0.13726,UP
-0.0862142857142857,UP
-0.03348421052631579,UP
-0.26278823529411766,UP
-0.2089842105263158,UP
0.0181272727272727,UP
-0.0394176470588235,UP
-0.13638837209302326,UP
0.03718048780487806,DOWN
0.05889285714285712,DOWN
0.06184285714285712,UP
-0.050927500000000014,UP
-0.1084395348837209,UP
-0.07272619047619047,UP
0.024358333333333333,DOWN
-0.048956756756756765,UP
0.0292148936170213,UP
-0.014104444444444452,DOWN
-0.1089886363636364,DOWN
-0.1393386363636364,DOWN
-0.11347272727272725,DOWN
0.0668,UP
0.02400652173913043,UP
0.021700000000000018,DOWN
0.07806590909090909,UP
0.007154285714285726,DOWN
0.04246923076923075,UP
0.036452777777777765,UP
-0.15654090909090904,DOWN
0.0015552631578947262,DOWN
0.0035057142857142834,DOWN
-0.04223809523809524,DOWN
-0.03770000000000001,DOWN
-0.0457861111111111,UP
0.02073947368421054,DOWN
0.05171219512195122,UP
-0.0865875,UP
-0.00993243243243242,DOWN
-0.15244358974358976,DOWN
0.1430340425531915,UP
-0.09723714285714288,UP
0.07355833333333332,UP
0.10486666666666668,DOWN
-0.05183611111111112,DOWN
-0.18104888888888887,UP
0.002264102564102548,UP
0.23367647058823537,DOWN
0.10874516129032259,DOWN
-0.08556363636363636,DOWN
0.035785714285714296,UP
-0.024638095238095244,UP
-0.24502222222222228,UP
0.11238684210526315,DOWN
-0.15343684210526312,DOWN
-0.05539534883720931,UP
0.041431578947368417,DOWN
0.0166275,DOWN
-0.040434146341463424,UP
-0.09670263157894739,UP
-0.12485833333333335,UP
-0.14864285714285716,UP
0.10259473684210527,DOWN
0.017292682926829252,UP
0.1875263157894737,DOWN
0.07835454545454547,DOWN
-0.05262142857142856,DOWN
-0.12431951219512194,DOWN
0.007367500000000002,UP
-0.005775675675675681,UP
-0.039755882352941155,DOWN
0.04082894736842105,DOWN
0.03346304347826089,DOWN
-0.017305263157894733,DOWN
-0.09575849056603773,UP
-0.09448684210526312,DOWN
-0.019633333333333353,UP
-0.10057346938775512,DOWN
-0.20605333333333337,DOWN
-0.10135897435897437,DOWN
-0.011684444444444435,UP
-0.050976744186046516,DOWN
-0.0747642857142857,DOWN
0.08895588235294115,DOWN
-0.07298780487804879,UP
-0.19127021276595743,UP
-0.0013727272727272729,UP
0.07023684210526315,DOWN
-0.03401515151515152,UP
0.024497222222222233,DOWN
0.04526388888888888,UP
0.008130232558139546,UP
-0.027458974358974358,UP
-0.042028301886792456,UP
-0.0403875,UP
-0.013546341463414635,DOWN
-0.0153843137254902,UP
-0.004804347826086948,UP
0.10117000000000001,DOWN
-0.07301499999999998,UP
-0.07617391304347827,DOWN
-0.24584358974358972,DOWN
-0.12179749999999998,DOWN
-0.015897916666666664,UP
-0.04464545454545453,DOWN
-0.10430943396226416,DOWN
0.0682878048780488,UP
-0.011335294117647051,DOWN
-0.12542199999999998,UP
-0.02530512820512821,DOWN
0.0442769230769231,UP
0.04059210526315788,UP
0.06996511627906976,UP
-0.005942222222222223,UP
-0.1395970588235294,DOWN
-0.04451351351351352,DOWN
-0.10620816326530613,UP
0.154271052631579,UP
-0.14672857142857146,DOWN
0.03877551020408163,DOWN
0.016260465116279082,DOWN
-0.07886153846153846,DOWN
0.12439696969696973,DOWN
-0.050123913043478276,UP
-0.0471642857142857,UP
-0.10492,DOWN
-0.13614054054054056,UP
0.01890975609756096,DOWN
0.05835121951219513,UP
0.009414285714285724,DOWN
-0.12562926829268292,DOWN
0.006845238095238094,DOWN
-0.034648837209302334,DOWN
-0.03334594594594595,DOWN
-0.08209999999999999,UP
-0.015692000000000008,UP
-0.001022727272727256,UP
0.02081250000000001,DOWN
0.030774468085106376,DOWN
0.026484000000000018,DOWN
-0.01735833333333334,DOWN
-0.15459499999999998,UP
-0.08537399999999996,DOWN
-0.08471315789473684,DOWN
-0.09512599999999999,DOWN
0.11978947368421052,UP
0.11099142857142853,DOWN
-0.03486111111111111,DOWN
-0.12077209302325581,UP
-0.0539974358974359,UP
0.061640000000000014,DOWN
-0.01775,DOWN
-0.12619555555555553,DOWN
-0.08974255319148941,DOWN
0.11975681818181819,DOWN
-0.1469586206896552,DOWN
0.014055263157894723,UP
-0.11974081632653062,DOWN
0.08292142857142856,UP
0.05948367346938777,DOWN
0.05611315789473684,UP
-0.13691555555555557,UP
-0.061515217391304354,UP
0.029427659574468093,DOWN
0.06357391304347826,UP
-0.06293636363636365,DOWN
0.015022222222222234,UP
-0.15593636363636368,DOWN
0.0177638888888889,UP
0.1770583333333333,DOWN
-0.11414285714285716,DOWN
0.010183673469387753,UP
0.13390322580645161,DOWN
0.04217777777777778,UP
0.007494871794871785,DOWN
0.22143409090909086,UP
-0.022121276595744678,DOWN
0.09507291666666667,UP
0.13037249999999997,DOWN
0.03250000000000001,DOWN
0.09201489361702125,UP
0.11084772727272729,DOWN
0.021726388888888892,DOWN
0.12277708333333336,UP
0.13309210526315796,DOWN
0.0021531914893617035,DOWN
0.11381063829787236,UP
-0.032906122448979606,DOWN
0.09759152542372881,DOWN
-0.027637999999999982,DOWN
0.049818867924528304,UP
0.25284000000000006,DOWN
-0.007348979591836733,UP
0.03168857142857143,UP
-0.009580952380952386,UP
