Trump,class
-0.11572093023255814,UP
0.12391999999999999,UP
-0.2038051282051282,DOWN
-0.0998864864864865,UP
-0.08161621621621622,UP
0.09473030303030304,UP
0.09559756097560974,DOWN
-0.085485,UP
0.08653333333333335,UP
0.05186315789473688,DOWN
-0.04884285714285715,DOWN
0.10908571428571429,UP
0.0798175,UP
-0.021439473684210536,DOWN
0.038509756097560965,DOWN
-0.008936363636363642,UP
-0.08723033707865169,DOWN
0.0796609756097561,UP
0.11022571428571429,UP
-0.045953191489361694,DOWN
0.020770731707317067,UP
-0.02192439024390244,DOWN
-0.2772052631578948,UP
-0.2614102564102564,UP
-0.043199999999999995,DOWN
0.17865609756097564,DOWN
-0.2523904761904761,UP
-0.11549268292682927,UP
0.00961944444444444,DOWN
-0.07115476190476189,DOWN
0.14423947368421053,DOWN
0.042106976744186043,DOWN
-0.07571999999999998,UP
-0.030677777777777773,DOWN
0.002460606060606059,UP
0.04343902439024391,DOWN
0.03916756756756757,DOWN
0.17981666666666665,DOWN
-0.09490540540540539,UP
0.09560789473684213,DOWN
-0.0009073170731707374,UP
0.14895135135135135,UP
0.1758451612903226,UP
-0.006553333333333312,DOWN
-0.07281463414634148,UP
-0.03318787878787878,UP
0.025988235294117652,UP
0.05769302325581396,UP
0.05938,DOWN
-0.006057142857142868,UP
-0.08367352941176472,UP
-0.040254545454545446,UP
0.09213421052631579,UP
0.027893749999999985,UP
0.014528571428571412,DOWN
-0.01821842105263158,DOWN
0.058508823529411766,UP
0.1382685714285714,DOWN
0.030002083333333332,UP
0.034368181818181805,UP
0.04533684210526315,DOWN
0.030299999999999983,UP
-0.07711363636363636,UP
0.0957388888888889,UP
0.04054210526315789,DOWN
0.17871842105263153,UP
0.11948536585365854,DOWN
0.09441875,DOWN
0.008897368421052614,UP
0.01506341463414635,UP
0.09392820512820513,DOWN
-0.0633175,DOWN
-0.007655172413793091,DOWN
-0.026327906976744187,UP
0.02473947368421052,UP
0.010297058823529413,DOWN
-0.002638461538461521,DOWN
-0.1329153846153846,DOWN
0.0031000000000000003,DOWN
0.02777096774193546,UP
0.10495151515151518,UP
0.12075750000000003,DOWN
0.114955,DOWN
-0.05675945945945947,DOWN
-0.09436111111111109,UP
0.0005100000000000104,UP
0.03870243902439027,DOWN
0.18699574468085103,UP
0.1496114285714286,UP
0.03206410256410256,DOWN
-0.06186111111111112,DOWN
-0.0035378378378378276,DOWN
-0.017840540540540538,DOWN
0.08776216216216216,DOWN
0.05078039215686278,DOWN
